<doc id="bv_doc_id__41" attrs="word lemma type">
e	bv_doc_id__41_d31e281
Gruppe	bv_doc_id__41_d31e2233
mit	bv_doc_id__41_d31e2235
wesentlich	bv_doc_id__41_d31e2237
höherer	bv_doc_id__41_d31e2239
Einwehnerzahl	bv_doc_id__41_d31e2242
<g/>
:	
Oberösterreich	bv_doc_id__41_d31e2246
mit	bv_doc_id__41_d31e2248
dreimal	bv_doc_id__41_d31e2250
so	bv_doc_id__41_d31e2252
viel	bv_doc_id__41_d31e2255
Einwehaern	bv_doc_id__41_d31e2257
als	bv_doc_id__41_d31e2259
Tirel	bv_doc_id__41_d31e2261
<g/>
,	
Steiermark	bv_doc_id__41_d31e2265
mit	bv_doc_id__41_d31e2268
noch	bv_doc_id__41_d31e2270
90.d00	bv_doc_id__41_d31e2272
Einwohnera	bv_doc_id__41_d31e2274
mehr	bv_doc_id__41_d31e2276
und	bv_doc_id__41_d31e2278
Niederösterreich	bv_doc_id__41_d31e2281
<g/>
,	
ehne	bv_doc_id__41_d31e2285
Hien	bv_doc_id__41_d31e2289
1.	bv_doc_id__41_d31e2291
600.	bv_doc_id__41_d31e2294
000	bv_doc_id__41_d31e2296
Franchaer	bv_doc_id__41_d31e2298
und	bv_doc_id__41_d31e2300
Wien	bv_doc_id__41_d31e2302
selbst	bv_doc_id__41_d31e2304
mit	bv_doc_id__41_d31e2307
1.800.000	bv_doc_id__41_d31e2309
Eia	bv_doc_id__41_d31e2311
wohnern	bv_doc_id__41_d31e2313
<g/>
.	
Die	bv_doc_id__41_d31e2317
scziale	bv_doc_id__41_d31e2320
Zusammensetzung	bv_doc_id__41_d31e2322
der	bv_doc_id__41_d31e2324
Bevölkerung	bv_doc_id__41_d31e2326
sei	bv_doc_id__41_d31e2328
in	bv_doc_id__41_d31e2330
den	bv_doc_id__41_d31e2333
Ländern	bv_doc_id__41_d31e2335
grundverschieden	bv_doc_id__41_d31e2337
<g/>
.	
Die	bv_doc_id__41_d31e2341
Bauernschaft	bv_doc_id__41_d31e2343
habe	bv_doc_id__41_d31e2346
allenthalben	bv_doc_id__41_d31e2348
ihre	bv_doc_id__41_d31e2350
gefestigte	bv_doc_id__41_d31e2352
Position	bv_doc_id__41_d31e2354
<g/>
,	
während	bv_doc_id__41_d31e2359
die	bv_doc_id__41_d31e2361
übrigen	bv_doc_id__41_d31e2363
Bevolkerungsklassen	bv_doc_id__41_d31e2365
in	bv_doc_id__41_d31e2367
Wien	bv_doc_id__41_d31e2369
zusaumengedrängt	bv_doc_id__41_d31e2372
sind	bv_doc_id__41_d31e2374
und	bv_doc_id__41_d31e2376
sich	bv_doc_id__41_d31e2378
hochstens	bv_doc_id__41_d31e2380
noch	bv_doc_id__41_d31e2382
in	bv_doc_id__41_d31e2385
Niederosterreich	bv_doc_id__41_d31e2387
und	bv_doc_id__41_d31e2389
Steiermark	bv_doc_id__41_d31e2391
zur	bv_doc_id__41_d31e2393
Geltung	bv_doc_id__41_d31e2395
bringen	bv_doc_id__41_d31e2398
können	bv_doc_id__41_d31e2400
<g/>
.	
Der	bv_doc_id__41_d31e2404
Proporz	bv_doc_id__41_d31e2406
sellte	bv_doc_id__41_d31e2408
auch	bv_doc_id__41_d31e2411
innerhalb	bv_doc_id__41_d31e2413
der	bv_doc_id__41_d31e2415
Länder	bv_doc_id__41_d31e2417
gewahrt	bv_doc_id__41_d31e2419
bleiben	bv_doc_id__41_d31e2421
<g/>
.	
Dr	bv_doc_id__41_d31e2426
<g/>
.	
Seipel	bv_doc_id__41_d31e2430
meint	bv_doc_id__41_d31e2432
<g/>
,	
daß	bv_doc_id__41_d31e2437
die	bv_doc_id__41_d31e2439
Zustimmung	bv_doc_id__41_d31e2441
seiner	bv_doc_id__41_d31e2443
Partei	bv_doc_id__41_d31e2445
<g/>
,	
auch	bv_doc_id__41_d31e2450
wenn	bv_doc_id__41_d31e2452
sie	bv_doc_id__41_d31e2454
bereit	bv_doc_id__41_d31e2456
wäre	bv_doc_id__41_d31e2458
<g/>
,	
den	bv_doc_id__41_d31e2463
Vorschlag	bv_doc_id__41_d31e2465
des	bv_doc_id__41_d31e2467
Vorredaers	bv_doc_id__41_d31e2469
zu	bv_doc_id__41_d31e2471
berücksichtigen	bv_doc_id__41_d31e2473
beim	bv_doc_id__41_d31e2476
Widerstande	bv_doc_id__41_d31e2478
der	bv_doc_id__41_d31e2480
Länder	bv_doc_id__41_d31e2482
keiden	bv_doc_id__41_d31e2484
Wert	bv_doc_id__41_d31e2486
hätte	bv_doc_id__41_d31e2489
<g/>
.	
Der	bv_doc_id__41_d31e2493
Versitzende	bv_doc_id__41_d31e2495
wendet	bv_doc_id__41_d31e2497
gegen	bv_doc_id__41_d31e2499
die	bv_doc_id__41_d31e2502
befurchtete	bv_doc_id__41_d31e2504
Magerisierung	bv_doc_id__41_d31e2506
Wiens	bv_doc_id__41_d31e2508
durch	bv_doc_id__41_d31e2510
die	bv_doc_id__41_d31e2512
Länder	bv_doc_id__41_d31e2515
ein	bv_doc_id__41_d31e2517
<g/>
,	
daß	bv_doc_id__41_d31e2521
ievon	bv_doc_id__41_d31e2523
nicht	bv_doc_id__41_d31e2525
die	bv_doc_id__41_d31e2528
Rede	bv_doc_id__41_d31e2530
sein	bv_doc_id__41_d31e2532
könne	bv_doc_id__41_d31e2534
<g/>
,	
da	bv_doc_id__41_d31e2538
die	bv_doc_id__41_d31e2541
Hauptstadt	bv_doc_id__41_d31e2543
bestenfalle	bv_doc_id__41_d31e2545
ein	bv_doc_id__41_d31e2547
Viertel	bv_doc_id__41_d31e2549
der	bv_doc_id__41_d31e2551
Kandate	bv_doc_id__41_d31e2554
erhalte	bv_doc_id__41_d31e2556
<g/>
.	
Wien	bv_doc_id__41_d31e2560
hätte	bv_doc_id__41_d31e2562
nicht	bv_doc_id__41_d31e2564
einmal	bv_doc_id__41_d31e2567
vier	bv_doc_id__41_d31e2569
Vertreter	bv_doc_id__41_d31e2571
mehr	bv_doc_id__41_d31e2573
als	bv_doc_id__41_d31e2575
Verarlberg	bv_doc_id__41_d31e2577
<g/>
,	
obwohl	bv_doc_id__41_d31e2582
es	bv_doc_id__41_d31e2584
dreizehn	bv_doc_id__41_d31e2586
mal	bv_doc_id__41_d31e2588
mehr	bv_doc_id__41_d31e2590
Einwohner	bv_doc_id__41_d31e2593
zähle	bv_doc_id__41_d31e2595
<g/>
.	
Das	bv_doc_id__41_d31e2599
die	bv_doc_id__41_d31e2601
Trengung	bv_doc_id__41_d31e2603
Kiens	bv_doc_id__41_d31e2606
von	bv_doc_id__41_d31e2608
Niederosterreich	bv_doc_id__41_d31e2610
anlange	bv_doc_id__41_d31e2612
<g/>
,	
so	bv_doc_id__41_d31e2616
wäre	bv_doc_id__41_d31e2619
dieses	bv_doc_id__41_d31e2621
administratib	bv_doc_id__41_d31e2623
sehr	bv_doc_id__41_d31e2625
schmierige	bv_doc_id__41_d31e2627
Problem	bv_doc_id__41_d31e2629
einstweilen	bv_doc_id__41_d31e2632
zurückzustellen	bv_doc_id__41_d31e2634
<g/>
.	
Dien	bv_doc_id__41_d31e2638
und	bv_doc_id__41_d31e2640
Niedervi4	bv_doc_id__41_d31e2642
österreich	bv_doc_id__41_d31e2645
wärensbei	bv_doc_id__41_d31e2647
der	bv_doc_id__41_d31e2649
Vermögensabgabe	bv_doc_id__41_d31e2651
als	bv_doc_id__41_d31e2653
getrennt	bv_doc_id__41_d31e2655
zu	bv_doc_id__41_d31e2658
betrachten	bv_doc_id__41_d31e2660
<g/>
,	
die	bv_doc_id__41_d31e2664
Durchführung	bv_doc_id__41_d31e2666
der	bv_doc_id__41_d31e2668
Trennung	bv_doc_id__41_d31e2671
aber	bv_doc_id__41_d31e2673
einem	bv_doc_id__41_d31e2675
späteren	bv_doc_id__41_d31e2677
Zeitpunkte	bv_doc_id__41_d31e2679
vorzubehalten	bv_doc_id__41_d31e2681
<g/>
.	
Prof	bv_doc_id__41_d31e2686
<g/>
.	
Dr	bv_doc_id__41_d31e2690
<g/>
.	
Kelsen	bv_doc_id__41_d31e2694
schlägt	bv_doc_id__41_d31e2697
ver	bv_doc_id__41_d31e2699
grundsätzlich	bv_doc_id__41_d31e2701
am	bv_doc_id__41_d31e2703
Froporzgedanken	bv_doc_id__41_d31e2705
festzuhalten	bv_doc_id__41_d31e2707
<g/>
,	
bei	bv_doc_id__41_d31e2712
Festsetzung	bv_doc_id__41_d31e2714
der	bv_doc_id__41_d31e2716
liffer	bv_doc_id__41_d31e2718
aber	bv_doc_id__41_d31e2720
mit	bv_doc_id__41_d31e2723
dem	bv_doc_id__41_d31e2725
grobten	bv_doc_id__41_d31e2727
Lande	bv_doc_id__41_d31e2729
zu	bv_doc_id__41_d31e2731
beginnen	bv_doc_id__41_d31e2733
<g/>
,	
die	bv_doc_id__41_d31e2738
übrigen	bv_doc_id__41_d31e2740
verhaltnismassig	bv_doc_id__41_d31e2742
zu	bv_doc_id__41_d31e2744
beteilen	bv_doc_id__41_d31e2746
<g/>
,	
weber	bv_doc_id__41_d31e2751
jedoch	bv_doc_id__41_d31e2753
jedes	bv_doc_id__41_d31e2755
Land	bv_doc_id__41_d31e2757
mindestens	bv_doc_id__41_d31e2759
drei	bv_doc_id__41_d31e2762
Vertreter	bv_doc_id__41_d31e2764
erhalten	bv_doc_id__41_d31e2766
mußte	bv_doc_id__41_d31e2768
<g/>
.	
Abg	bv_doc_id__41_d31e2772
<g/>
.	
Fi	bv_doc_id__41_d31e2777
n	bv_doc_id__41_d31e2779
k	bv_doc_id__41_d31e2781
meint	bv_doc_id__41_d31e2783
<g/>
,	
daß	bv_doc_id__41_d31e2788
die	bv_doc_id__41_d31e2790
Zehlen	bv_doc_id__41_d31e2792
bei	bv_doc_id__41_d31e2794
dieser	bv_doc_id__41_d31e2796
Art	bv_doc_id__41_d31e2798
der	bv_doc_id__41_d31e2801
Bestimmung	bv_doc_id__41_d31e2803
nach	bv_doc_id__41_d31e2805
jeder	bv_doc_id__41_d31e2807
Volkszählung	bv_doc_id__41_d31e2809
varzieren	bv_doc_id__41_d31e2811
müßten	bv_doc_id__41_d31e2814
<g/>
.	
Der	bv_doc_id__41_d31e2818
Varsitzände	bv_doc_id__41_d31e2820
gibt	bv_doc_id__41_d31e2822
dies	bv_doc_id__41_d31e2824
zu	bv_doc_id__41_d31e2827
und	bv_doc_id__41_d31e2829
meidärt	bv_doc_id__41_d31e2831
<g/>
,	
daß	bv_doc_id__41_d31e2835
sich	bv_doc_id__41_d31e2837
dies	bv_doc_id__41_d31e2840
nur	bv_doc_id__41_d31e2842
vermeiden	bv_doc_id__41_d31e2844
ließe	bv_doc_id__41_d31e2846
<g/>
,	
indem	bv_doc_id__41_d31e2850
man	bv_doc_id__41_d31e2853
die	bv_doc_id__41_d31e2855
Zahl	bv_doc_id__41_d31e2857
der	bv_doc_id__41_d31e2859
Mandate	bv_doc_id__41_d31e2861
in	bv_doc_id__41_d31e2863
der	bv_doc_id__41_d31e2866
Verfassung	bv_doc_id__41_d31e2868
festlege	bv_doc_id__41_d31e2870
<g/>
,	
was	bv_doc_id__41_d31e2874
jedoch	bv_doc_id__41_d31e2876
im	bv_doc_id__41_d31e2879
Lauf	bv_doc_id__41_d31e2881
der	bv_doc_id__41_d31e2883
Zeit	bv_doc_id__41_d31e2885
zu	bv_doc_id__41_d31e2887
ähnlichen	bv_doc_id__41_d31e2889
Ungerechtigkeiten	bv_doc_id__41_d31e2892
kühre	bv_doc_id__41_d31e2894
<g/>
,	
wie	bv_doc_id__41_d31e2898
in	bv_doc_id__41_d31e2900
der	bv_doc_id__41_d31e2902
alt-österreichischen	bv_doc_id__41_d31e2905
Delegation	bv_doc_id__41_d31e2907
<g/>
.	
Dort	bv_doc_id__41_d31e2911
war	bv_doc_id__41_d31e2915
die	bv_doc_id__41_d31e2918
Zahl	bv_doc_id__41_d31e2920
der	bv_doc_id__41_d31e2922
Vertreter	bv_doc_id__41_d31e2924
jedes	bv_doc_id__41_d31e2926
Kronlandes	bv_doc_id__41_d31e2928
<g/>
,	
wie	bv_doc_id__41_d31e2933
Abg	bv_doc_id__41_d31e2935
<g/>
.	
Clessin	bv_doc_id__41_d31e2939
ernähnt	bv_doc_id__41_d31e2941
<g/>
,	
auf	bv_doc_id__41_d31e2946
Grund	bv_doc_id__41_d31e2948
der	bv_doc_id__41_d31e2950
Volkszählung	bv_doc_id__41_d31e2952
von	bv_doc_id__41_d31e2954
1866	bv_doc_id__41_d31e2957
berechnet	bv_doc_id__41_d31e2959
<g/>
,	
so	bv_doc_id__41_d31e2963
daß	bv_doc_id__41_d31e2965
zuletzt	bv_doc_id__41_d31e2967
Mähren	bv_doc_id__41_d31e2970
noch	bv_doc_id__41_d31e2972
immer	bv_doc_id__41_d31e2974
mehr	bv_doc_id__41_d31e2976
Dele	bv_doc_id__41_d31e2978
gierte	bv_doc_id__41_d31e2980
entsandte	bv_doc_id__41_d31e2983
<g/>
,	
als	bv_doc_id__41_d31e2987
das	bv_doc_id__41_d31e2989
mittlerweile	bv_doc_id__41_d31e2991
meit	bv_doc_id__41_d31e2993
dichter	bv_doc_id__41_d31e2996
bevolkerte	bv_doc_id__41_d31e2998
Niederosterreich	bv_doc_id__41_d31e3000
<g/>
.	
Nachdem	bv_doc_id__41_d31e3004
Dr	bv_doc_id__41_d31e3006
<g/>
.	
Seip«1	bv_doc_id__41_d31e3011
erklärt	bv_doc_id__41_d31e3013
<g/>
,	
daß	bv_doc_id__41_d31e3017
seine	bv_doc_id__41_d31e3019
Fartei	bv_doc_id__41_d31e3022
prinzipiell	bv_doc_id__41_d31e3024
zustimme	bv_doc_id__41_d31e3026
<g/>
,	
sich	bv_doc_id__41_d31e3030
aber	bv_doc_id__41_d31e3032
die	bv_doc_id__41_d31e3035
Formulierung	bv_doc_id__41_d31e3037
für	bv_doc_id__41_d31e3039
die	bv_doc_id__41_d31e3041
nächste	bv_doc_id__41_d31e3043
Sitzung	bv_doc_id__41_d31e3045
vorbehalte	bv_doc_id__41_d31e3048
<g/>
,	
stellt	bv_doc_id__41_d31e3052
<g/>
,	
der	bv_doc_id__41_d31e3056
Vorsitzende	bv_doc_id__41_d31e3058
fest	bv_doc_id__41_d31e3061
<g/>
:	
«	bv_doc_id__41_d31e3065
Es	bv_doc_id__41_d31e3067
besteht	bv_doc_id__41_d31e3069
Einverständnis	bv_doc_id__41_d31e3071
über	bv_doc_id__41_d31e3074
das	bv_doc_id__41_d31e3076
Frinzip	bv_doc_id__41_d31e3078
properticnaler	bv_doc_id__41_d31e3080
Vertretung	bv_doc_id__41_d31e3082
mit	bv_doc_id__41_d31e3084
der	bv_doc_id__41_d31e3087
Abweichung	bv_doc_id__41_d31e3089
<g/>
,	
daß	bv_doc_id__41_d31e3093
keines	bv_doc_id__41_d31e3095
der	bv_doc_id__41_d31e3097
Länder	bv_doc_id__41_d31e3100
weniger	bv_doc_id__41_d31e3102
als	bv_doc_id__41_d31e3104
irer	bv_doc_id__41_d31e3106
<g/>
,	
keines	bv_doc_id__41_d31e3110
mehr	bv_doc_id__41_d31e3113
als	bv_doc_id__41_d31e3115
zwölf	bv_doc_id__41_d31e3117
Mandate	bv_doc_id__41_d31e3119
haben	bv_doc_id__41_d31e3121
dürfe	bv_doc_id__41_d31e3123
<g/>
,	
während	bv_doc_id__41_d31e3128
die	bv_doc_id__41_d31e3130
Fermulierung	bv_doc_id__41_d31e3132
der	bv_doc_id__41_d31e3134
nächsten	bv_doc_id__41_d31e3136
Sitzung	bv_doc_id__41_d31e3139
derbehalten	bv_doc_id__41_d31e3141
ist	bv_doc_id__41_d31e3143
<g/>
.	
"	bv_doc_id__41_d31e3147
Der	bv_doc_id__41_d31e3149
Unterausschuß	bv_doc_id__41_d31e3152
behandelt	bv_doc_id__41_d31e3154
weiters	bv_doc_id__41_d31e3156
die	bv_doc_id__41_d31e3158
Frage	bv_doc_id__41_d31e3160
<g/>
,	
ob	bv_doc_id__41_d31e3165
die	bv_doc_id__41_d31e3167
Kahl	bv_doc_id__41_d31e3169
der	bv_doc_id__41_d31e3171
Bundesratsmitglieder	bv_doc_id__41_d31e3173
aus	bv_doc_id__41_d31e3175
der	bv_doc_id__41_d31e3178
Mitte	bv_doc_id__41_d31e3180
der	bv_doc_id__41_d31e3182
Landtage	bv_doc_id__41_d31e3184
oder	bv_doc_id__41_d31e3186
durch	bv_doc_id__41_d31e3188
die	bv_doc_id__41_d31e3191
Landtage	bv_doc_id__41_d31e3193
erfolgen	bv_doc_id__41_d31e3195
soll	bv_doc_id__41_d31e3197
<g/>
.	
Nach	bv_doc_id__41_d31e3201
Stellungs	bv_doc_id__41_d31e3204
nohme	bv_doc_id__41_d31e3206
des	bv_doc_id__41_d31e3208
Staatssekretärs	bv_doc_id__41_d31e3210
Dr	bv_doc_id__41_d31e3212
<g/>
.	
Ma	bv_doc_id__41_d31e3217
yr	bv_doc_id__41_d31e3219
und	bv_doc_id__41_d31e3221
der	bv_doc_id__41_d31e3223
Abgeerdneten	bv_doc_id__41_d31e3225
Dr	bv_doc_id__41_d31e3227
<g/>
.	
Danneterg	bv_doc_id__41_d31e3232
<g/>
,	
Fink	bv_doc_id__41_d31e3236
und	bv_doc_id__41_d31e3238
Dr	bv_doc_id__41_d31e3240
<g/>
.	
Seipel	bv_doc_id__41_d31e3245
führt	bv_doc_id__41_d31e3247
Drof	bv_doc_id__41_d31e3249
<g/>
.	
Dr	bv_doc_id__41_d31e3253
<g/>
.	
Kelsea	bv_doc_id__41_d31e3258
folgende	bv_doc_id__41_d31e3260
Grunde	bv_doc_id__41_d31e3262
für	bv_doc_id__41_d31e3264
die	bv_doc_id__41_d31e3266
Kahl	bv_doc_id__41_d31e3269
aus	bv_doc_id__41_d31e3271
der	bv_doc_id__41_d31e3273
Mitte	bv_doc_id__41_d31e3275
der	bv_doc_id__41_d31e3277
Landtage	bv_doc_id__41_d31e3279
an	bv_doc_id__41_d31e3282
<g/>
:	
Dam	bv_doc_id__41_d31e3286
Bundesrate	bv_doc_id__41_d31e3288
sollenunur	bv_doc_id__41_d31e3290
vom	bv_doc_id__41_d31e3292
Velk	bv_doc_id__41_d31e3295
genählte	bv_doc_id__41_d31e3297
Mitglieder	bv_doc_id__41_d31e3299
angehoren	bv_doc_id__41_d31e3301
<g/>
(	
indirekte	bv_doc_id__41_d31e3305
Valkswahl	bv_doc_id__41_d31e3308
<g/>
):	
es	bv_doc_id__41_d31e3312
sollen	bv_doc_id__41_d31e3314
nicht	bv_doc_id__41_d31e3316
neue	bv_doc_id__41_d31e3318
Organe	bv_doc_id__41_d31e3321
geschaffen	bv_doc_id__41_d31e3323
werden	bv_doc_id__41_d31e3325
<g/>
,	
die	bv_doc_id__41_d31e3329
mangels	bv_doc_id__41_d31e3331
scastiger	bv_doc_id__41_d31e3334
Betätigung	bv_doc_id__41_d31e3336
<g/>
,	
den	bv_doc_id__41_d31e3340
Staat	bv_doc_id__41_d31e3342
belasten	bv_doc_id__41_d31e3344
<g/>
:	
die	bv_doc_id__41_d31e3349
Mitglieder	bv_doc_id__41_d31e3351
des	bv_doc_id__41_d31e3353
Hundesrates	bv_doc_id__41_d31e3355
sollen	bv_doc_id__41_d31e3357
in	bv_doc_id__41_d31e3360
enger	bv_doc_id__41_d31e3362
Fühlung	bv_doc_id__41_d31e3364
mit	bv_doc_id__41_d31e3366
den	bv_doc_id__41_d31e3368
Landesregierungen	bv_doc_id__41_d31e3370
sein	bv_doc_id__41_d31e3373
<g/>
:	
die	bv_doc_id__41_d31e3377
Landtage	bv_doc_id__41_d31e3379
sollen	bv_doc_id__41_d31e3381
gewissermaßen	bv_doc_id__41_d31e3383
im	bv_doc_id__41_d31e3386
Bundesrate	bv_doc_id__41_d31e3388
an	bv_doc_id__41_d31e3390
der	bv_doc_id__41_d31e3392
Gesetzgebung	bv_doc_id__41_d31e3394
mitwirken	bv_doc_id__41_d31e3396
<g/>
.	
während	bv_doc_id__41_d31e3401
Abg	bv_doc_id__41_d31e3403
<g/>
.	
Eless	bv_doc_id__41_d31e3407
in	bv_doc_id__41_d31e3409
die	bv_doc_id__41_d31e3412
Absicht	bv_doc_id__41_d31e3414
Selzburgs	bv_doc_id__41_d31e3416
erortert	bv_doc_id__41_d31e3418
keine	bv_doc_id__41_d31e3420
Landtagsmitglieder	bv_doc_id__41_d31e3422
zu	bv_doc_id__41_d31e3425
entsenden	bv_doc_id__41_d31e3427
<g/>
,	
da	bv_doc_id__41_d31e3431
diese	bv_doc_id__41_d31e3433
zu	bv_doc_id__41_d31e3435
sehr	bv_doc_id__41_d31e3438
im	bv_doc_id__41_d31e3440
Lande	bv_doc_id__41_d31e3442
selbst	bv_doc_id__41_d31e3444
beschäftigt	bv_doc_id__41_d31e3446
seien	bv_doc_id__41_d31e3448
und	bv_doc_id__41_d31e3451
bei	bv_doc_id__41_d31e3453
der	bv_doc_id__41_d31e3455
intensiven	bv_doc_id__41_d31e3457
Gesetzungsgebungsarbeiten	bv_doc_id__41_d31e3459
der	bv_doc_id__41_d31e3461
Netionalversammlung	bv_doc_id__41_d31e3464
ständig	bv_doc_id__41_d31e3466
in	bv_doc_id__41_d31e3468
Men	bv_doc_id__41_d31e3470
tagen	bv_doc_id__41_d31e3472
mußten	bv_doc_id__41_d31e3474
<g/>
,	
sieht	bv_doc_id__41_d31e3479
der	bv_doc_id__41_d31e3481
Versitzende	bv_doc_id__41_d31e3483
den	bv_doc_id__41_d31e3485
1.	bv_doc_id__41_d31e3490
dortselost	bv_doc_id__41_d31e3492
Wert	bv_doc_id__41_d31e3494
des	bv_doc_id__41_d31e3496
Hundesrates	bv_doc_id__41_d31e3498
vor	bv_doc_id__41_d31e3500
allen	bv_doc_id__41_d31e3503
darin	bv_doc_id__41_d31e3505
<g/>
,	
dabsdie	bv_doc_id__41_d31e3509
an	bv_doc_id__41_d31e3511
der	bv_doc_id__41_d31e3513
Patstehung	bv_doc_id__41_d31e3516
der	bv_doc_id__41_d31e3518
Gesetze	bv_doc_id__41_d31e3520
urtwirken	bv_doc_id__41_d31e3522
<g/>
,	
die	bv_doc_id__41_d31e3526
auch	bv_doc_id__41_d31e3529
mit	bv_doc_id__41_d31e3531
ihrer	bv_doc_id__41_d31e3533
späteren	bv_doc_id__41_d31e3535
Durchführung	bv_doc_id__41_d31e3537
betraut	bv_doc_id__41_d31e3539
sind	bv_doc_id__41_d31e3542
<g/>
.	
Der	bv_doc_id__41_d31e3546
Antrag	bv_doc_id__41_d31e3548
<g/>
,	
daß	bv_doc_id__41_d31e3552
die	bv_doc_id__41_d31e3555
Mitglieder	bv_doc_id__41_d31e3557
des	bv_doc_id__41_d31e3559
Bundesrates	bv_doc_id__41_d31e3561
von	bv_doc_id__41_d31e3563
den	bv_doc_id__41_d31e3565
Landtagen	bv_doc_id__41_d31e3568
-aus-	bv_doc_id__41_d31e3570
ihrer	bv_doc_id__41_d31e3572
Mitter	bv_doc_id__41_d31e3574
gewählt	bv_doc_id__41_d31e3576
werden	bv_doc_id__41_d31e3578
<g/>
,	
wird	bv_doc_id__41_d31e3583
darau	bv_doc_id__41_d31e3585
schliedlich	bv_doc_id__41_d31e3587
abgelennt	bv_doc_id__41_d31e3589
und	bv_doc_id__41_d31e3591
Abs	bv_doc_id__41_d31e3594
<g/>
.	
4	bv_doc_id__41_d31e3598
des	bv_doc_id__41_d31e3600
Art.	bv_doc_id__41_d31e3602
26	bv_doc_id__41_d31e3604
<g/>
(	
Linzer	bv_doc_id__41_d31e3609
Ertnurf	bv_doc_id__41_d31e3611
<g/>
)	
nach	bv_doc_id__41_d31e3615
einem	bv_doc_id__41_d31e3617
Zusatzantrage	bv_doc_id__41_d31e3620
Dr	bv_doc_id__41_d31e3622
<g/>
.	
Dannebergs	bv_doc_id__41_d31e3626
in	bv_doc_id__41_d31e3628
felgender	bv_doc_id__41_d31e3630
Fassung	bv_doc_id__41_d31e3633
angenemnen	bv_doc_id__41_d31e3635
<g/>
:	
<g/>
(	
4	bv_doc_id__41_d31e3641
<g/>
)	
Die	bv_doc_id__41_d31e3646
Urtglieder	bv_doc_id__41_d31e3648
des	bv_doc_id__41_d31e3650
Bundesretes	bv_doc_id__41_d31e3652
und	bv_doc_id__41_d31e3654
deren	bv_doc_id__41_d31e3656
Ersatznäner	bv_doc_id__41_d31e3659
werden	bv_doc_id__41_d31e3661
von	bv_doc_id__41_d31e3663
den	bv_doc_id__41_d31e3665
Landtagen	bv_doc_id__41_d31e3667
nach	bv_doc_id__41_d31e3669
dem	bv_doc_id__41_d31e3672
Grundsatze	bv_doc_id__41_d31e3674
der	bv_doc_id__41_d31e3676
Verhältnismahl	bv_doc_id__41_d31e3678
gewählt	bv_doc_id__41_d31e3680
<g/>
,	
daß	bv_doc_id__41_d31e3685
jedenfalls	bv_doc_id__41_d31e3687
eines	bv_doc_id__41_d31e3689
der	bv_doc_id__41_d31e3691
Mandste	bv_doc_id__41_d31e3693
der	bv_doc_id__41_d31e3695
zweitstärksten	bv_doc_id__41_d31e3698
Parter	bv_doc_id__41_d31e3700
zufallen	bv_doc_id__41_d31e3702
muß	bv_doc_id__41_d31e3704
<g/>
.	
"	bv_doc_id__41_d31e3708
Gegen	bv_doc_id__41_d31e3711
den	bv_doc_id__41_d31e3713
Zusatzentrag	bv_doc_id__41_d31e3715
<g/>
:	
„daß	bv_doc_id__41_d31e3719
jedenfalls	bv_doc_id__41_d31e3721
einesusn	bv_doc_id__41_d31e3724
<g/>
.	
meldet	bv_doc_id__41_d31e3728
Abg	bv_doc_id__41_d31e3730
<g/>
.	
Dr	bv_doc_id__41_d31e3734
<g/>
.	
Seipel	bv_doc_id__41_d31e3739
ein	bv_doc_id__41_d31e3741
Mineritätsvotum	bv_doc_id__41_d31e3743
an	bv_doc_id__41_d31e3745
<g/>
.	
Als	bv_doc_id__41_d31e3750
strittiger	bv_doc_id__41_d31e3752
Punkt	bv_doc_id__41_d31e3754
des	bv_doc_id__41_d31e3756
Linzer	bv_doc_id__41_d31e3758
Katnurfes	bv_doc_id__41_d31e3760
gelangt	bv_doc_id__41_d31e3763
hiierauf	bv_doc_id__41_d31e3765
Abs	bv_doc_id__41_d31e3767
<g/>
.	
6	bv_doc_id__41_d31e3771
Art.	bv_doc_id__41_d31e3773
26	bv_doc_id__41_d31e3776
zur	bv_doc_id__41_d31e3778
Beratung	bv_doc_id__41_d31e3780
<g/>
,	
gegen	bv_doc_id__41_d31e3784
den	bv_doc_id__41_d31e3786
sich	bv_doc_id__41_d31e3789
Abg	bv_doc_id__41_d31e3791
<g/>
.	
Dr	bv_doc_id__41_d31e3795
<g/>
.	
Daaneberg	bv_doc_id__41_d31e3799
ausspricht	bv_doc_id__41_d31e3802
<g/>
.	
Der	bv_doc_id__41_d31e3806
Vorsitzende	bv_doc_id__41_d31e3808
hält	bv_doc_id__41_d31e3810
je	bv_doc_id__41_d31e3812
doch	bv_doc_id__41_d31e3815
eine	bv_doc_id__41_d31e3817
derartige	bv_doc_id__41_d31e3819
Festlegung	bv_doc_id__41_d31e3821
einer	bv_doc_id__41_d31e3823
Verfossungsbestimmung	bv_doc_id__41_d31e3825
unter	bv_doc_id__41_d31e3828
Hinweis	bv_doc_id__41_d31e3830
auf	bv_doc_id__41_d31e3832
ähnliche	bv_doc_id__41_d31e3834
Fälle	bv_doc_id__41_d31e3836
in	bv_doc_id__41_d31e3838
der	bv_doc_id__41_d31e3841
Verfsssungsgesetzgebung	bv_doc_id__41_d31e3843
der	bv_doc_id__41_d31e3845
Vereinigten	bv_doc_id__41_d31e3847
Stasten	bv_doc_id__41_d31e3849
keineswegs	bv_doc_id__41_d31e3851
für	bv_doc_id__41_d31e3854
bedeutungslesMährend	bv_doc_id__41_d31e3856
