<doc id="bv_doc_id__30" attrs="word lemma type">
II	bv_doc_id__30_d21e395
wegen	bv_doc_id__30_d21e2250
ihrer	bv_doc_id__30_d21e2253
Bedeutung	bv_doc_id__30_d21e2255
für	bv_doc_id__30_d21e2257
den	bv_doc_id__30_d21e2259
Durchzugsverkehr	bv_doc_id__30_d21e2261
durch	bv_doc_id__30_d21e2263
Bundesgesetz	bv_doc_id__30_d21e2266
als	bv_doc_id__30_d21e2268
Bundesstraßen	bv_doc_id__30_d21e2270
erklärten	bv_doc_id__30_d21e2272
Straßenzüge	bv_doc_id__30_d21e2274
<g/>
;	
die	bv_doc_id__30_d21e2279
Strom	bv_doc_id__30_d21e2281
und	bv_doc_id__30_d21e2283
Schiffahrtspolizei	bv_doc_id__30_d21e2285
<g/>
;	
das	bv_doc_id__30_d21e2289
Post=	bv_doc_id__30_d21e2292
<g/>
,	
Telegraphen=	bv_doc_id__30_d21e2296
und	bv_doc_id__30_d21e2298
Fernsprechwesen	bv_doc_id__30_d21e2300
<g/>
;	
8.	bv_doc_id__30_d21e2310
das	bv_doc_id__30_d21e2313
Bergwesen	bv_doc_id__30_d21e2315
<g/>
;	
die	bv_doc_id__30_d21e2319
Angelegenheiten	bv_doc_id__30_d21e2322
der	bv_doc_id__30_d21e2324
*das	bv_doc_id__30_d21e2329
Wasserrechtswesen	bv_doc_id__30_d21e2331
*sowie	bv_doc_id__30_d21e2333
das	bv_doc_id__30_d21e2335
Sozialversicherungswesen	bv_doc_id__30_d21e2337
Wohlfahrtswälder	bv_doc_id__30_d21e2342
<g/>
(	
Schutz=	bv_doc_id__30_d21e2346
und	bv_doc_id__30_d21e2348
Bannwälder	bv_doc_id__30_d21e2350
<g/>
)	
sowie	bv_doc_id__30_d21e2355
das	bv_doc_id__30_d21e2357
Aufforstungswesen	bv_doc_id__30_d21e2359
<g/>
;	
*	bv_doc_id__30_d21e2363
die	bv_doc_id__30_d21e2368
Ausführung	bv_doc_id__30_d21e2370
der	bv_doc_id__30_d21e2372
Re¬	bv_doc_id__30_d21e2374
gulierung	bv_doc_id__30_d21e2379
und	bv_doc_id__30_d21e2381
die	bv_doc_id__30_d21e2383
Instandhaltung	bv_doc_id__30_d21e2385
der	bv_doc_id__30_d21e2387
schiffbaren	bv_doc_id__30_d21e2390
und	bv_doc_id__30_d21e2395
flößbaren	bv_doc_id__30_d21e2397
Gewässer	bv_doc_id__30_d21e2399
<g/>
,	
dann	bv_doc_id__30_d21e2403
solcher	bv_doc_id__30_d21e2406
Gewisser	bv_doc_id__30_d21e2408
<g/>
,	
welche	bv_doc_id__30_d21e2415
die	bv_doc_id__30_d21e2417
Grenze	bv_doc_id__30_d21e2419
gegen	bv_doc_id__30_d21e2421
das	bv_doc_id__30_d21e2423
Ausland	bv_doc_id__30_d21e2426
oder	bv_doc_id__30_d21e2428
zwischen	bv_doc_id__30_d21e2430
Ländern	bv_doc_id__30_d21e2435
bilden	bv_doc_id__30_d21e2437
<g/>
,	
oder	bv_doc_id__30_d21e2441
die	bv_doc_id__30_d21e2443
zwei	bv_doc_id__30_d21e2446
oder	bv_doc_id__30_d21e2448
mehrere	bv_doc_id__30_d21e2450
Länder	bv_doc_id__30_d21e2452
durchfließen	bv_doc_id__30_d21e2457
<g/>
,	
den	bv_doc_id__30_d21e2461
Bau	bv_doc_id__30_d21e2463
derjenigen	bv_doc_id__30_d21e2465
Wasserstraßen	bv_doc_id__30_d21e2468
die	bv_doc_id__30_d21e2470
das	bv_doc_id__30_d21e2476
Inland	bv_doc_id__30_d21e2478
mit	bv_doc_id__30_d21e2480
dem	bv_doc_id__30_d21e2482
Ausland	bv_doc_id__30_d21e2484
<g/>
,	
oder	bv_doc_id__30_d21e2489
die	bv_doc_id__30_d21e2491
mehrere	bv_doc_id__30_d21e2493
Länder	bv_doc_id__30_d21e2498
verbinden	bv_doc_id__30_d21e2500
<g/>
;	
das	bv_doc_id__30_d21e2505
Dampfkessel=	bv_doc_id__30_d21e2507
und	bv_doc_id__30_d21e2509
Kraftmaschinenwesen	bv_doc_id__30_d21e2512
<g/>
;	
das	bv_doc_id__30_d21e2516
Vermessungswesen	bv_doc_id__30_d21e2518
<g/>
,	
9.	bv_doc_id__30_d21e2527
das	bv_doc_id__30_d21e2530
gesamte	bv_doc_id__30_d21e2532
Arbeiterrecht	bv_doc_id__30_d21e2534
und	bv_doc_id__30_d21e2536
denArbeiter-	bv_doc_id__30_d21e2539
und	bv_doc_id__30_d21e2541
Angestelltenschutz	bv_doc_id__30_d21e2543
<g/>
,	
*	bv_doc_id__30_d21e2547
soweit	bv_doc_id__30_d21e2551
es	bv_doc_id__30_d21e2553
sich	bv_doc_id__30_d21e2555
nicht	bv_doc_id__30_d21e2557
um	bv_doc_id__30_d21e2559
land¬	bv_doc_id__30_d21e2562
und	bv_doc_id__30_d21e2568
forstwirtschaftliche	bv_doc_id__30_d21e2570
Arbeiter	bv_doc_id__30_d21e2572
und	bv_doc_id__30_d21e2574
Angestellte	bv_doc_id__30_d21e2576
4	bv_doc_id__30_d21e2581
handelt	bv_doc_id__30_d21e2586
<g/>
;	
das	bv_doc_id__30_d21e2590
Sozial=	bv_doc_id__30_d21e2592
und	bv_doc_id__30_d21e2594
Vertragsversicherungswesen	bv_doc_id__30_d21e2597
<g/>
;	
#	bv_doc_id__30_d21e2601
10.	bv_doc_id__30_d21e2608
*das	bv_doc_id__30_d21e2611
Hochschulwesen	bv_doc_id__30_d21e2613
<g/>
;	
die	bv_doc_id__30_d21e2617
fachlichen	bv_doc_id__30_d21e2620
Zentral	bv_doc_id__30_d21e2622
lebranstalten	bv_doc_id__30_d21e2624
<g/>
;	
die	bv_doc_id__30_d21e2628
Schulaufsicht	bv_doc_id__30_d21e2630
<g/>
;	
die	bv_doc_id__30_d21e2635
Ausbildung	bv_doc_id__30_d21e2637
<g/>
,	
Fortbildung	bv_doc_id__30_d21e2641
und	bv_doc_id__30_d21e2643
Berufsausübung	bv_doc_id__30_d21e2646
von	bv_doc_id__30_d21e2648
Heilpersonen	bv_doc_id__30_d21e2650
<g/>
:	
das	bv_doc_id__30_d21e2654
Heilmittelwesen	bv_doc_id__30_d21e2656
<g/>
;	
die	bv_doc_id__30_d21e2661
Bekämpfung	bv_doc_id__30_d21e2663
übertragbarer	bv_doc_id__30_d21e2665
Krankheiten	bv_doc_id__30_d21e2667
von	bv_doc_id__30_d21e2669
Menschen	bv_doc_id__30_d21e2672
und	bv_doc_id__30_d21e2674
Tieren	bv_doc_id__30_d21e2676
<g/>
;	
das	bv_doc_id__30_d21e2680
**Archiv-	bv_doc_id__30_d21e2682
und	bv_doc_id__30_d21e2685
Bibliotheks***wesen	bv_doc_id__30_d21e2687
<g/>
;	
****die	bv_doc_id__30_d21e2691
Angelegenheiten	bv_doc_id__30_d21e2693
der	bv_doc_id__30_d21e2695
künstlerischen	bv_doc_id__30_d21e2698
und	bv_doc_id__30_d21e2700
wissenschaftlichen	bv_doc_id__30_d21e2702
Sammlungen	bv_doc_id__30_d21e2704
und	bv_doc_id__30_d21e2706
Einrichtungen	bv_doc_id__30_d21e2708
<g/>
;	
den	bv_doc_id__30_d21e2713
Denkmalschutz	bv_doc_id__30_d21e2715
<g/>
;	
die	bv_doc_id__30_d21e2719
Angelegenheiten	bv_doc_id__30_d21e2721
des	bv_doc_id__30_d21e2724
Kultus	bv_doc_id__30_d21e2726
<g/>
;	
das	bv_doc_id__30_d21e2730
Volkszählungswesen	bv_doc_id__30_d21e2732
sowie	bv_doc_id__30_d21e2734
die	bv_doc_id__30_d21e2737
sonstige	bv_doc_id__30_d21e2739
Statistik	bv_doc_id__30_d21e2741
<g/>
,	
soweit	bv_doc_id__30_d21e2745
sie	bv_doc_id__30_d21e2747
nicht	bv_doc_id__30_d21e2750
nur	bv_doc_id__30_d21e2752
den	bv_doc_id__30_d21e2754
Interessen	bv_doc_id__30_d21e2756
eines	bv_doc_id__30_d21e2758
einzelnen	bv_doc_id__30_d21e2760
Landes	bv_doc_id__30_d21e2763
dient	bv_doc_id__30_d21e2765
<g/>
;	
das	bv_doc_id__30_d21e2769
Stiftungs=	bv_doc_id__30_d21e2771
und	bv_doc_id__30_d21e2773
Fondswesen	bv_doc_id__30_d21e2776
<g/>
,	
soweit	bv_doc_id__30_d21e2780
es	bv_doc_id__30_d21e2782
sich	bv_doc_id__30_d21e2784
um	bv_doc_id__30_d21e2786
Stiftungen	bv_doc_id__30_d21e2789
und	bv_doc_id__30_d21e2791
Fonds	bv_doc_id__30_d21e2793
handelt	bv_doc_id__30_d21e2795
<g/>
,	
die	bv_doc_id__30_d21e2799
nach	bv_doc_id__30_d21e2802
ihren	bv_doc_id__30_d21e2804
Zwecken	bv_doc_id__30_d21e2806
über	bv_doc_id__30_d21e2808
den	bv_doc_id__30_d21e2810
Interessenbereich	bv_doc_id__30_d21e2812
eines	bv_doc_id__30_d21e2815
Landes	bv_doc_id__30_d21e2817
hinausgehen	bv_doc_id__30_d21e2819
+	bv_doc_id__30_d21e2821
11.	bv_doc_id__30_d21e2829
die	bv_doc_id__30_d21e2832
militärischen	bv_doc_id__30_d21e2834
Angelegenheiten	bv_doc_id__30_d21e2836
<g/>
;	
die	bv_doc_id__30_d21e2841
Kriegsschadenangelegenheiten	bv_doc_id__30_d21e2846
und	bv_doc_id__30_d21e2848
die	bv_doc_id__30_d21e2850
Fürsorge	bv_doc_id__30_d21e2852
für	bv_doc_id__30_d21e2854
Kriegsteilnehmer	bv_doc_id__30_d21e2862
und	bv_doc_id__30_d21e2864
deren	bv_doc_id__30_d21e2866
Hinterbliebene	bv_doc_id__30_d21e2868
das	bv_doc_id__30_d21e2870
Kriegsgräberwesen	bv_doc_id__30_d21e2873
<g/>
;	
die	bv_doc_id__30_d21e2877
aus	bv_doc_id__30_d21e2879
Anlaß	bv_doc_id__30_d21e2881
eines	bv_doc_id__30_d21e2883
Krieges	bv_doc_id__30_d21e2886
oder	bv_doc_id__30_d21e2888
im	bv_doc_id__30_d21e2890
Gefolge	bv_doc_id__30_d21e2892
eines	bv_doc_id__30_d21e2894
solchen	bv_doc_id__30_d21e2896
zur	bv_doc_id__30_d21e2899
Sicherung	bv_doc_id__30_d21e2901
der	bv_doc_id__30_d21e2903
einheitlichen	bv_doc_id__30_d21e2905
Führung	bv_doc_id__30_d21e2907
der	bv_doc_id__30_d21e2909
Wirtschaft	bv_doc_id__30_d21e2912
notwendig	bv_doc_id__30_d21e2914
erscheinenden	bv_doc_id__30_d21e2916
Maßnahmen	bv_doc_id__30_d21e2918
<g/>
,	
insbesondere	bv_doc_id__30_d21e2922
auch	bv_doc_id__30_d21e2925
hinsichtlich	bv_doc_id__30_d21e2927
der	bv_doc_id__30_d21e2929
Versorgung	bv_doc_id__30_d21e2931
der	bv_doc_id__30_d21e2933
Bevölkerung	bv_doc_id__30_d21e2935
mit	bv_doc_id__30_d21e2938
Bedarfsgegenständen	bv_doc_id__30_d21e2940
<g/>
;	
12.	bv_doc_id__30_d21e2949
*****	bv_doc_id__30_d21e2952
die	bv_doc_id__30_d21e2954
innere	bv_doc_id__30_d21e2956
Einrichtung	bv_doc_id__30_d21e2958
<g/>
,	
Ausrüstung	bv_doc_id__30_d21e2963
und	bv_doc_id__30_d21e2965
Ausbildung	bv_doc_id__30_d21e2967
der	bv_doc_id__30_d21e2969
Gendarmerie	bv_doc_id__30_d21e2971
einschließlich	bv_doc_id__30_d21e2974
der	bv_doc_id__30_d21e2976
Dienst	bv_doc_id__30_d21e2978
vorschriften	bv_doc_id__30_d21e2980
<g/>
,	
das	bv_doc_id__30_d21e2984
Verfügungsrecht	bv_doc_id__30_d21e2987
über	bv_doc_id__30_d21e2989
die	bv_doc_id__30_d21e2991
Gendarmerie	bv_doc_id__30_d21e2993
jedoch	bv_doc_id__30_d21e2995
nur	bv_doc_id__30_d21e2997
insoweit	bv_doc_id__30_d21e3000
<g/>
,	
als	bv_doc_id__30_d21e3004
es	bv_doc_id__30_d21e3006
sich	bv_doc_id__30_d21e3008
bei	bv_doc_id__30_d21e3010
Notstand	bv_doc_id__30_d21e3013
und	bv_doc_id__30_d21e3015
Unruhen	bv_doc_id__30_d21e3017
um	bv_doc_id__30_d21e3019
die	bv_doc_id__30_d21e3021
zeitweilige	bv_doc_id__30_d21e3023
Verwendung	bv_doc_id__30_d21e3026
von	bv_doc_id__30_d21e3028
Teilen	bv_doc_id__30_d21e3030
der	bv_doc_id__30_d21e3032
Gendarmerie	bv_doc_id__30_d21e3034
außerhalb	bv_doc_id__30_d21e3036
des	bv_doc_id__30_d21e3039
Landes	bv_doc_id__30_d21e3041
bereiches	bv_doc_id__30_d21e3043
handelt	bv_doc_id__30_d21e3045
<g/>
;	
******	bv_doc_id__30_d21e3049
13.	bv_doc_id__30_d21e3056
die	bv_doc_id__30_d21e3059
Organisation	bv_doc_id__30_d21e3061
der	bv_doc_id__30_d21e3063
Bundesbehörden	bv_doc_id__30_d21e3065
und	bv_doc_id__30_d21e3068
das	bv_doc_id__30_d21e3070
Dienstrecht	bv_doc_id__30_d21e3072
der	bv_doc_id__30_d21e3074
Bundesangestellten	bv_doc_id__30_d21e3076
einschließlich	bv_doc_id__30_d21e3078
der	bv_doc_id__30_d21e3081
Regelung	bv_doc_id__30_d21e3083
des	bv_doc_id__30_d21e3085
im	bv_doc_id__30_d21e3087
Einvernehmen	bv_doc_id__30_d21e3089
mit	bv_doc_id__30_d21e3091
dem	bv_doc_id__30_d21e3094
in	bv_doc_id__30_d21e3096
Betracht	bv_doc_id__30_d21e3098
kommenden	bv_doc_id__30_d21e3100
Land	bv_doc_id__30_d21e3102
zu	bv_doc_id__30_d21e3104
vollziehenden	bv_doc_id__30_d21e3107
Wechsels	bv_doc_id__30_d21e3109
zwischen	bv_doc_id__30_d21e3111
Bundes=	bv_doc_id__30_d21e3113
und	bv_doc_id__30_d21e3115
Landesdienst	bv_doc_id__30_d21e3117
<g/>
.	
Artikel	bv_doc_id__30_d21e3129
11.	bv_doc_id__30_d21e3131
<g/>
(	
1	bv_doc_id__30_d21e3140
<g/>
)	
Der	bv_doc_id__30_d21e3145
Gesetzgebung	bv_doc_id__30_d21e3147
des	bv_doc_id__30_d21e3149
Bundes	bv_doc_id__30_d21e3151
*******wird	bv_doc_id__30_d21e3154
übertragen	bv_doc_id__30_d21e3156
<g/>
:	
1.	bv_doc_id__30_d21e3165
die	bv_doc_id__30_d21e3168
Staatsbürgerschaft	bv_doc_id__30_d21e3170
und	bv_doc_id__30_d21e3172
das	bv_doc_id__30_d21e3174
Heimat=	bv_doc_id__30_d21e3177
recht	bv_doc_id__30_d21e3179
<g/>
;	
2.	bv_doc_id__30_d21e3188
das	bv_doc_id__30_d21e3191
Vereins-	bv_doc_id__30_d21e3193
und	bv_doc_id__30_d21e3195
Versammlungsrecht	bv_doc_id__30_d21e3197
<g/>
;	
die	bv_doc_id__30_d21e3202
Angelegenheiten	bv_doc_id__30_d21e3204
der	bv_doc_id__30_d21e3206
Presse	bv_doc_id__30_d21e3208
<g/>
;	
3.	bv_doc_id__30_d21e3217
die	bv_doc_id__30_d21e3220
beruflichen	bv_doc_id__30_d21e3222
Vertretungen	bv_doc_id__30_d21e3224
mit	bv_doc_id__30_d21e3226
Ausnahme	bv_doc_id__30_d21e3229
jener	bv_doc_id__30_d21e3231
auf	bv_doc_id__30_d21e3233
land-	bv_doc_id__30_d21e3235
und	bv_doc_id__30_d21e3237
forstwirtschaftlichen	bv_doc_id__30_d21e3239
Gebiete	bv_doc_id__30_d21e3242
<g/>
:	
4.	bv_doc_id__30_d21e3252
Personenstandsangelegenheiten	bv_doc_id__30_d21e3255
einschließlich	bv_doc_id__30_d21e3257
des	bv_doc_id__30_d21e3259
Matrikenwesens	bv_doc_id__30_d21e3261
und	bv_doc_id__30_d21e3264
der	bv_doc_id__30_d21e3266
Namensänderung	bv_doc_id__30_d21e3268
<g/>
;.	
5.	bv_doc_id__30_d21e3277
das	bv_doc_id__30_d21e3280
Paßwesen	bv_doc_id__30_d21e3282
und	bv_doc_id__30_d21e3284
die	bv_doc_id__30_d21e3286
Fremdenpolizei	bv_doc_id__30_d21e3289
<g/>
;	
6.	bv_doc_id__30_d21e3298
********die	bv_doc_id__30_d21e3301
pädagogisch=didaktische	bv_doc_id__30_d21e3303
Einrichtung	bv_doc_id__30_d21e3305
des	bv_doc_id__30_d21e3307
mittleren	bv_doc_id__30_d21e3310
und	bv_doc_id__30_d21e3312
niederen	bv_doc_id__30_d21e3314
Schulwesens	bv_doc_id__30_d21e3316
<g/>
;	
7.	bv_doc_id__30_d21e3325
das	bv_doc_id__30_d21e3328
Gewerbewesen	bv_doc_id__30_d21e3330
<g/>
,	
die	bv_doc_id__30_d21e3334
öffentlichen	bv_doc_id__30_d21e3337
Agentien	bv_doc_id__30_d21e3339
und	bv_doc_id__30_d21e3341
die	bv_doc_id__30_d21e3343
Privatgeschäftsvermittlung	bv_doc_id__30_d21e3345
#	bv_doc_id__30_d21e3350
9	bv_doc_id__30_d21e3352
a	bv_doc_id__30_d21e3354
<g/>
.	
Das	bv_doc_id__30_d21e3358
Vereins-	bv_doc_id__30_d21e3361
und	bv_doc_id__30_d21e3363
Versammungsrecht	bv_doc_id__30_d21e3365
<g/>
;	
die	bv_doc_id__30_d21e3369
Angelegenheiten	bv_doc_id__30_d21e3371
der	bv_doc_id__30_d21e3374
Presse	bv_doc_id__30_d21e3376
<g/>
;	
*	bv_doc_id__30_d21e3380
das	bv_doc_id__30_d21e3382
Schul-	bv_doc_id__30_d21e3384
und	bv_doc_id__30_d21e3387
BIldungswesen	bv_doc_id__30_d21e3389
**	bv_doc_id__30_d21e3391
die	bv_doc_id__30_d21e3393
Regelung	bv_doc_id__30_d21e3395
des	bv_doc_id__30_d21e3397
wissenschaftlicen	bv_doc_id__30_d21e3400
fachtechnischnen	bv_doc_id__30_d21e3402
***	bv_doc_id__30_d21e3404
dienstes	bv_doc_id__30_d21e3406
****	bv_doc_id__30_d21e3408
die	bv_doc_id__30_d21e3410
Pflege	bv_doc_id__30_d21e3413
von	bv_doc_id__30_d21e3415
Kunst	bv_doc_id__30_d21e3417
und	bv_doc_id__30_d21e3419
Wissenschaft	bv_doc_id__30_d21e3421
sow	bv_doc_id__30_d21e3423
+	bv_doc_id__30_d21e3426
und	bv_doc_id__30_d21e3428
nicht	bv_doc_id__30_d21e3430
schon	bv_doc_id__30_d21e3432
bisher	bv_doc_id__30_d21e3434
von	bv_doc_id__30_d21e3436
den	bv_doc_id__30_d21e3439
Ländern	bv_doc_id__30_d21e3441
autonom	bv_doc_id__30_d21e3443
verwaltet	bv_doc_id__30_d21e3445
wurden	bv_doc_id__30_d21e3447
******	bv_doc_id__30_d21e3449
die	bv_doc_id__30_d21e3452
Gendarmerie	bv_doc_id__30_d21e3454
******	bv_doc_id__30_d21e3456
die	bv_doc_id__30_d21e3458
Sicherheitspolizei	bv_doc_id__30_d21e3460
in	bv_doc_id__30_d21e3462
der	bv_doc_id__30_d21e3465
Bundeshauptstadt	bv_doc_id__30_d21e3467
Wien	bv_doc_id__30_d21e3469
<g/>
;	
*******	bv_doc_id__30_d21e3473
kommen	bv_doc_id__30_d21e3475
zu	bv_doc_id__30_d21e3478
********	bv_doc_id__30_d21e3480
die	bv_doc_id__30_d21e3482
Festsetzung	bv_doc_id__30_d21e3484
des	bv_doc_id__30_d21e3486
Lehrzieles	bv_doc_id__30_d21e3488
bei	bv_doc_id__30_d21e3491
den	bv_doc_id__30_d21e3493
mittleren	bv_doc_id__30_d21e3495
und	bv_doc_id__30_d21e3497
niederen	bv_doc_id__30_d21e3499
Schulen	bv_doc_id__30_d21e3501
<g/>
;	
8.	bv_doc_id__30_d21e3513
hinsichtlich	bv_doc_id__30_d21e3516
der	bv_doc_id__30_d21e3518
öffentlichen	bv_doc_id__30_d21e3520
Abgaben	bv_doc_id__30_d21e3522
<g/>
,	
die	bv_doc_id__30_d21e3527
nicht	bv_doc_id__30_d21e3529
ausschließlich	bv_doc_id__30_d21e3531
oder	bv_doc_id__30_d21e3533
teilweise	bv_doc_id__30_d21e3535
für	bv_doc_id__30_d21e3538
den	bv_doc_id__30_d21e3540
Bund	bv_doc_id__30_d21e3542
eingehoben	bv_doc_id__30_d21e3544
werden	bv_doc_id__30_d21e3546
<g/>
:	
die	bv_doc_id__30_d21e3551
Anordnungen	bv_doc_id__30_d21e3553
zur	bv_doc_id__30_d21e3555
Verhinderung	bv_doc_id__30_d21e3557
von	bv_doc_id__30_d21e3559
Doppelbesteuerungen	bv_doc_id__30_d21e3561
oder	bv_doc_id__30_d21e3564
sonstigen	bv_doc_id__30_d21e3566
über	bv_doc_id__30_d21e3568
mäßigen	bv_doc_id__30_d21e3570
Belastungen	bv_doc_id__30_d21e3572
<g/>
,	
zur	bv_doc_id__30_d21e3577
Verhinderung	bv_doc_id__30_d21e3579
von	bv_doc_id__30_d21e3581
Er	bv_doc_id__30_d21e3583
schwerungen	bv_doc_id__30_d21e3585
des	bv_doc_id__30_d21e3587
Verkehrs	bv_doc_id__30_d21e3590
oder	bv_doc_id__30_d21e3592
der	bv_doc_id__30_d21e3594
wirtschaftlichen	bv_doc_id__30_d21e3596
Beziehungen	bv_doc_id__30_d21e3598
im	bv_doc_id__30_d21e3600
Verhältnis	bv_doc_id__30_d21e3603
zum	bv_doc_id__30_d21e3605
Ausland	bv_doc_id__30_d21e3607
oder	bv_doc_id__30_d21e3609
zwischen	bv_doc_id__30_d21e3611
den	bv_doc_id__30_d21e3613
Ländern	bv_doc_id__30_d21e3616
und	bv_doc_id__30_d21e3618
Landesteilen	bv_doc_id__30_d21e3620
zur	bv_doc_id__30_d21e3622
Verhinderung	bv_doc_id__30_d21e3624
der	bv_doc_id__30_d21e3626
übermäßigen	bv_doc_id__30_d21e3629
oder	bv_doc_id__30_d21e3631
verkehrserschwerenden	bv_doc_id__30_d21e3633
Belastung	bv_doc_id__30_d21e3635
der	bv_doc_id__30_d21e3637
Benutzung	bv_doc_id__30_d21e3639
öffentlicher	bv_doc_id__30_d21e3642
Verkehrswege	bv_doc_id__30_d21e3644
und	bv_doc_id__30_d21e3646
Einrichtungen	bv_doc_id__30_d21e3648
mit	bv_doc_id__30_d21e3650
Gebühren	bv_doc_id__30_d21e3652
und	bv_doc_id__30_d21e3655
zur	bv_doc_id__30_d21e3657
Verhinderung	bv_doc_id__30_d21e3659
der	bv_doc_id__30_d21e3661
Schädigung	bv_doc_id__30_d21e3663
der	bv_doc_id__30_d21e3665
Bundesfinanzen	bv_doc_id__30_d21e3668
<g/>
;	
die	bv_doc_id__30_d21e3672
Bestimmungen	bv_doc_id__30_d21e3674
über	bv_doc_id__30_d21e3676
die	bv_doc_id__30_d21e3678
Besteuerung	bv_doc_id__30_d21e3681
der	bv_doc_id__30_d21e3683
Bundesunternehmungen	bv_doc_id__30_d21e3685
<g/>
;	
9.	bv_doc_id__30_d21e3695
das	bv_doc_id__30_d21e3698
Munitions=	bv_doc_id__30_d21e3700
<g/>
,	
Schieß-	bv_doc_id__30_d21e3704
und	bv_doc_id__30_d21e3707
Spreng	bv_doc_id__30_d21e3709
<g/>
.	
mittelwesen	bv_doc_id__30_d21e3713
<g/>
,	
soweit	bv_doc_id__30_d21e3717
es	bv_doc_id__30_d21e3720
nicht	bv_doc_id__30_d21e3722
dem	bv_doc_id__30_d21e3724
Monopol	bv_doc_id__30_d21e3726
unterliegt	bv_doc_id__30_d21e3728
<g/>
,	
sowie	bv_doc_id__30_d21e3733
das	bv_doc_id__30_d21e3735
Waffenwesen	bv_doc_id__30_d21e3737
<g/>
;	
*Kraftfahrwesen	bv_doc_id__30_d21e3741
<g/>
:	
10.	bv_doc_id__30_d21e3750
das	bv_doc_id__30_d21e3753
Wasserrecht	bv_doc_id__30_d21e3755
und	bv_doc_id__30_d21e3757
das	bv_doc_id__30_d21e3759
Elektrizitätswesen	bv_doc_id__30_d21e3762
11.	bv_doc_id__30_d21e3769
**	bv_doc_id__30_d21e3772
das	bv_doc_id__30_d21e3774
Gesundheitswesen	bv_doc_id__30_d21e3776
mit	bv_doc_id__30_d21e3778
Ausnahme	bv_doc_id__30_d21e3781
der	bv_doc_id__30_d21e3783
Heil=	bv_doc_id__30_d21e3785
und	bv_doc_id__30_d21e3787
Pflegeanstalten	bv_doc_id__30_d21e3789
und	bv_doc_id__30_d21e3791
Ambulatorien	bv_doc_id__30_d21e3794
<g/>
,	
des	bv_doc_id__30_d21e3798
Kurorte=	bv_doc_id__30_d21e3800
<g/>
,	
Leichen=	bv_doc_id__30_d21e3804
und	bv_doc_id__30_d21e3807
Begräbniswesens	bv_doc_id__30_d21e3809
sowie	bv_doc_id__30_d21e3811
des	bv_doc_id__30_d21e3813
das	bv_doc_id__30_d21e3815
Gemeindesanitätsdienstes	bv_doc_id__30_d21e3817
und	bv_doc_id__30_d21e3820
Rettungswesens	bv_doc_id__30_d21e3822
<g/>
;	
Volkswohnungs=	bv_doc_id__30_d21e3826
und	bv_doc_id__30_d21e3828
Volkspflegestättenwesen	bv_doc_id__30_d21e3830
<g/>
;	
das	bv_doc_id__30_d21e3835
Peterinärwesen	bv_doc_id__30_d21e3837
<g/>
;	
12.	bv_doc_id__30_d21e3846
das	bv_doc_id__30_d21e3849
Berwaltungs=	bv_doc_id__30_d21e3851
und	bv_doc_id__30_d21e3853
das	bv_doc_id__30_d21e3855
Verwaltuugs	bv_doc_id__30_d21e3858
strafverfahren	bv_doc_id__30_d21e3860
einschließlich	bv_doc_id__30_d21e3862
der	bv_doc_id__30_d21e3864
Zwangsvollstreckung	bv_doc_id__30_d21e3866
sowie	bv_doc_id__30_d21e3868
die	bv_doc_id__30_d21e3871
allgemeinen	bv_doc_id__30_d21e3873
Bestimmungen	bv_doc_id__30_d21e3875
des	bv_doc_id__30_d21e3877
Verwaltungsstrafrechtes	bv_doc_id__30_d21e3879
in	bv_doc_id__30_d21e3881
Angelegenheiten	bv_doc_id__30_d21e3884
<g/>
,	
deren	bv_doc_id__30_d21e3888
Voll	bv_doc_id__30_d21e3890
ziehung	bv_doc_id__30_d21e3892
den	bv_doc_id__30_d21e3894
Ländern	bv_doc_id__30_d21e3897
zusteht	bv_doc_id__30_d21e3899
<g/>
.	
<g/>
(	
a	bv_doc_id__30_d21e3905
<g/>
)	
Die	bv_doc_id__30_d21e3910
Durchführungsverordnungen	bv_doc_id__30_d21e3912
zu	bv_doc_id__30_d21e3914
den	bv_doc_id__30_d21e3916
nach	bv_doc_id__30_d21e3918
dem	bv_doc_id__30_d21e3920
ersten	bv_doc_id__30_d21e3923
Absatze	bv_doc_id__30_d21e3925
ergehenden	bv_doc_id__30_d21e3927
Gesetzen	bv_doc_id__30_d21e3929
sind	bv_doc_id__30_d21e3931
<g/>
,	
soweit	bv_doc_id__30_d21e3936
in	bv_doc_id__30_d21e3938
diesen	bv_doc_id__30_d21e3940
Gesetzen	bv_doc_id__30_d21e3942
nicht	bv_doc_id__30_d21e3944
anderes	bv_doc_id__30_d21e3946
bestimmt	bv_doc_id__30_d21e3949
ist	bv_doc_id__30_d21e3951
<g/>
,	
vom	bv_doc_id__30_d21e3955
Bunde	bv_doc_id__30_d21e3957
zu	bv_doc_id__30_d21e3959
erlassen	bv_doc_id__30_d21e3962
<g/>
.	
<g/>
(	
3	bv_doc_id__30_d21e3973
<g/>
)	
Die	bv_doc_id__30_d21e3978
allgemein	bv_doc_id__30_d21e3980
#	bv_doc_id__30_d21e3982
anerkannten	bv_doc_id__30_d21e3984
Regeln	bv_doc_id__30_d21e3987
des	bv_doc_id__30_d21e3989
Völkerrechtes	bv_doc_id__30_d21e3991
gelten	bv_doc_id__30_d21e3993
als	bv_doc_id__30_d21e3995
