<doc id="bv_doc_id__55" attrs="word lemma type">
Stenographische	bv_doc_id__55_d44e555
die	bv_doc_id__55_d44e2348
Sitzungen	bv_doc_id__55_d44e2350
der	bv_doc_id__55_d44e2352
Länderkonferenz	bv_doc_id__55_d44e2354
eröffne	bv_doc_id__55_d44e2356
<g/>
,	
erkläre	bv_doc_id__55_d44e2361
ich	bv_doc_id__55_d44e2363
<g/>
,	
daß	bv_doc_id__55_d44e2367
das	bv_doc_id__55_d44e2369
gestern	bv_doc_id__55_d44e2371
von	bv_doc_id__55_d44e2374
Ihnen	bv_doc_id__55_d44e2376
gewählte	bv_doc_id__55_d44e2378
Präfidium	bv_doc_id__55_d44e2380
dankend	bv_doc_id__55_d44e2382
die	bv_doc_id__55_d44e2384
Wahl	bv_doc_id__55_d44e2387
angenommen	bv_doc_id__55_d44e2389
hat	bv_doc_id__55_d44e2391
<g/>
,	
ebenfo	bv_doc_id__55_d44e2395
wie	bv_doc_id__55_d44e2397
der	bv_doc_id__55_d44e2400
gewählte	bv_doc_id__55_d44e2402
Geschäftsordnungsausschuß	bv_doc_id__55_d44e2404
<g/>
,	
der	bv_doc_id__55_d44e2408
bereits	bv_doc_id__55_d44e2410
gestern	bv_doc_id__55_d44e2413
zufammengetreten	bv_doc_id__55_d44e2415
ist	bv_doc_id__55_d44e2417
<g/>
.	
Seine	bv_doc_id__55_d44e2421
Beschlüsse	bv_doc_id__55_d44e2423
werden	bv_doc_id__55_d44e2426
dann	bv_doc_id__55_d44e2428
von	bv_doc_id__55_d44e2430
Herrn	bv_doc_id__55_d44e2432
Landeshauptmann	bv_doc_id__55_d44e2434
Seber	bv_doc_id__55_d44e2436
mitgeteilt	bv_doc_id__55_d44e2439
werden	bv_doc_id__55_d44e2441
<g/>
.	
Als	bv_doc_id__55_d44e2445
Ginlauf	bv_doc_id__55_d44e2447
kommt	bv_doc_id__55_d44e2449
in	bv_doc_id__55_d44e2452
Betracht	bv_doc_id__55_d44e2454
eine	bv_doc_id__55_d44e2456
Zuschrift	bv_doc_id__55_d44e2458
des	bv_doc_id__55_d44e2460
Städteberbandes	bv_doc_id__55_d44e2462
<g/>
,	
die	bv_doc_id__55_d44e2467
bereits	bv_doc_id__55_d44e2469
gestern	bv_doc_id__55_d44e2471
im	bv_doc_id__55_d44e2473
Geschäftsordnungsausschußz	bv_doc_id__55_d44e2475
erledigt	bv_doc_id__55_d44e2478
worden	bv_doc_id__55_d44e2480
ift	bv_doc_id__55_d44e2482
<g/>
;	
dann	bv_doc_id__55_d44e2486
eine	bv_doc_id__55_d44e2488
Zuschrift	bv_doc_id__55_d44e2491
des	bv_doc_id__55_d44e2493
Verbandes	bv_doc_id__55_d44e2495
der	bv_doc_id__55_d44e2497
land-	bv_doc_id__55_d44e2499
und	bv_doc_id__55_d44e2501
forstwirtschaftlichen	bv_doc_id__55_d44e2504
Arbeiter	bv_doc_id__55_d44e2506
<g/>
,	
welche	bv_doc_id__55_d44e2510
sich	bv_doc_id__55_d44e2512
dagegen	bv_doc_id__55_d44e2514
verwahrt	bv_doc_id__55_d44e2517
<g/>
,	
daß	bv_doc_id__55_d44e2521
der	bv_doc_id__55_d44e2523
Arbeiterschutz	bv_doc_id__55_d44e2525
für	bv_doc_id__55_d44e2527
diese	bv_doc_id__55_d44e2530
Arbeiten	bv_doc_id__55_d44e2532
nicht	bv_doc_id__55_d44e2534
durch	bv_doc_id__55_d44e2536
die	bv_doc_id__55_d44e2538
Bundesverfassung	bv_doc_id__55_d44e2540
geregelt	bv_doc_id__55_d44e2543
wird	bv_doc_id__55_d44e2545
<g/>
,	
sondern	bv_doc_id__55_d44e2549
eben	bv_doc_id__55_d44e2551
verlangt	bv_doc_id__55_d44e2553
gleichmäßige	bv_doc_id__55_d44e2556
Behandlung	bv_doc_id__55_d44e2558
des	bv_doc_id__55_d44e2560
gesamten	bv_doc_id__55_d44e2562
Arbeiterschutzes	bv_doc_id__55_d44e2564
<g/>
,	
also	bv_doc_id__55_d44e2569
auch	bv_doc_id__55_d44e2571
des	bv_doc_id__55_d44e2573
Urbeiterschukzes	bv_doc_id__55_d44e2575
der	bv_doc_id__55_d44e2577
land-	bv_doc_id__55_d44e2579
und	bv_doc_id__55_d44e2582
forftwirtschaftlichen	bv_doc_id__55_d44e2584
Arbeiter	bv_doc_id__55_d44e2586
durch	bv_doc_id__55_d44e2588
die	bv_doc_id__55_d44e2590
Bundesgefeßzgebung	bv_doc_id__55_d44e2592
<g/>
;	
dann	bv_doc_id__55_d44e2597
eine	bv_doc_id__55_d44e2599
Zuschrift	bv_doc_id__55_d44e2601
des	bv_doc_id__55_d44e2603
oberösterreichischen	bv_doc_id__55_d44e2605
Landes-Mittelstandsrates	bv_doc_id__55_d44e2608
<g/>
,	
die	bv_doc_id__55_d44e2612
eine	bv_doc_id__55_d44e2614
schleunige	bv_doc_id__55_d44e2616
Durchführung	bv_doc_id__55_d44e2618
Verfassung	bv_doc_id__55_d44e2621
auf	bv_doc_id__55_d44e2623
der	bv_doc_id__55_d44e2625
Länderkonferenz	bv_doc_id__55_d44e2627
begehrt	bv_doc_id__55_d44e2629
<g/>
.	
möchte	bv_doc_id__55_d44e2634
mir	bv_doc_id__55_d44e2636
dann	bv_doc_id__55_d44e2638
noch	bv_doc_id__55_d44e2640
erlauben	bv_doc_id__55_d44e2642
mitzuteilen	bv_doc_id__55_d44e2644
<g/>
,	
heute	bv_doc_id__55_d44e2649
abends	bv_doc_id__55_d44e2651
das	bv_doc_id__55_d44e2653
Theater	bv_doc_id__55_d44e2655
um	bv_doc_id__55_d44e2657
halb	bv_doc_id__55_d44e2660
acht	bv_doc_id__55_d44e2662
Uhr	bv_doc_id__55_d44e2664
ftatt	bv_doc_id__55_d44e2666
<g/>
,	
findet	bv_doc_id__55_d44e2670
und	bv_doc_id__55_d44e2673
daß	bv_doc_id__55_d44e2675
keine	bv_doc_id__55_d44e2677
Karten	bv_doc_id__55_d44e2679
ausgegeben	bv_doc_id__55_d44e2681
werden	bv_doc_id__55_d44e2683
<g/>
,	
sondern	bv_doc_id__55_d44e2688
die	bv_doc_id__55_d44e2690
Herren	bv_doc_id__55_d44e2692
haben	bv_doc_id__55_d44e2694
vor	bv_doc_id__55_d44e2696
sich	bv_doc_id__55_d44e2699
den	bv_doc_id__55_d44e2701
Sitzplanzur	bv_doc_id__55_d44e2703
Feftvorstellung	bv_doc_id__55_d44e2705
und	bv_doc_id__55_d44e2707
aus	bv_doc_id__55_d44e2709
diesem	bv_doc_id__55_d44e2712
Sitzplane	bv_doc_id__55_d44e2714
ergibt	bv_doc_id__55_d44e2716
sich	bv_doc_id__55_d44e2718
<g/>
,	
welche	bv_doc_id__55_d44e2722
Plätze	bv_doc_id__55_d44e2725
den	bv_doc_id__55_d44e2727
einzelnen	bv_doc_id__55_d44e2729
Herren	bv_doc_id__55_d44e2731
angewiesen	bv_doc_id__55_d44e2733
find	bv_doc_id__55_d44e2735
<g/>
.	
Ich	bv_doc_id__55_d44e2740
erteile	bv_doc_id__55_d44e2742
zuerft	bv_doc_id__55_d44e2744
das	bv_doc_id__55_d44e2746
Wort	bv_doc_id__55_d44e2748
dem	bv_doc_id__55_d44e2751
Herrn	bv_doc_id__55_d44e2753
Landeshauptmann	bv_doc_id__55_d44e2755
Geber	bv_doc_id__55_d44e2757
mit	bv_doc_id__55_d44e2759
der	bv_doc_id__55_d44e2761
Bitte	bv_doc_id__55_d44e2764
<g/>
,	
über	bv_doc_id__55_d44e2768
das	bv_doc_id__55_d44e2770
Ergebnis	bv_doc_id__55_d44e2772
der	bv_doc_id__55_d44e2774
gestrigen	bv_doc_id__55_d44e2777
Konferenz	bv_doc_id__55_d44e2779
des	bv_doc_id__55_d44e2781
Geschäftsordnungskomitees	bv_doc_id__55_d44e2783
zu	bv_doc_id__55_d44e2785
berichten	bv_doc_id__55_d44e2787
<g/>
.	
Herr	bv_doc_id__55_d44e2792
Landeshauptmann	bv_doc_id__55_d44e2794
von	bv_doc_id__55_d44e2796
Niederöfterreich	bv_doc_id__55_d44e2798
Seber	bv_doc_id__55_d44e2800
<g/>
:	
Hochverehrte	bv_doc_id__55_d44e2805
Herren	bv_doc_id__55_d44e2807
<g/>
!	
Das	bv_doc_id__55_d44e2811
Geschäftsordnungskomitee	bv_doc_id__55_d44e2813
schlägt	bv_doc_id__55_d44e2816
Ihnen	bv_doc_id__55_d44e2818
vor	bv_doc_id__55_d44e2820
<g/>
,	
die	bv_doc_id__55_d44e2824
Geschäftsordnung	bv_doc_id__55_d44e2826
<g/>
,	
die	bv_doc_id__55_d44e2831
wir	bv_doc_id__55_d44e2833
uns	bv_doc_id__55_d44e2835
in	bv_doc_id__55_d44e2837
Salzburg	bv_doc_id__55_d44e2839
gegeben	bv_doc_id__55_d44e2842
haben	bv_doc_id__55_d44e2844
<g/>
,	
mit	bv_doc_id__55_d44e2848
einigen	bv_doc_id__55_d44e2850
kleinen	bv_doc_id__55_d44e2852
Abänderungen	bv_doc_id__55_d44e2855
neuerdings	bv_doc_id__55_d44e2857
wieder	bv_doc_id__55_d44e2859
annehmen	bv_doc_id__55_d44e2861
zu	bv_doc_id__55_d44e2863
wollen	bv_doc_id__55_d44e2865
<g/>
.	
Im	bv_doc_id__55_d44e2870
<g/>
§	
2	bv_doc_id__55_d44e2874
<g/>
,	
Absak	bv_doc_id__55_d44e2878
3	bv_doc_id__55_d44e2881
<g/>
,	
ist	bv_doc_id__55_d44e2885
eine	bv_doc_id__55_d44e2887
irrtümliche	bv_doc_id__55_d44e2889
Schreibweise	bv_doc_id__55_d44e2891
<g/>
.	
Es	bv_doc_id__55_d44e2896
heißt	bv_doc_id__55_d44e2898
dort	bv_doc_id__55_d44e2900
<g/>
,	
wenn	bv_doc_id__55_d44e2904
ein	bv_doc_id__55_d44e2907
Antrag	bv_doc_id__55_d44e2909
auf	bv_doc_id__55_d44e2911
Schluß	bv_doc_id__55_d44e2913
der	bv_doc_id__55_d44e2915
Dehatte	bv_doc_id__55_d44e2917
gestellt	bv_doc_id__55_d44e2920
und	bv_doc_id__55_d44e2922
angenommen	bv_doc_id__55_d44e2924
wird	bv_doc_id__55_d44e2926
<g/>
,	
so	bv_doc_id__55_d44e2930
wird	bv_doc_id__55_d44e2933
sofort	bv_doc_id__55_d44e2935
zur	bv_doc_id__55_d44e2937
Abstimmung	bv_doc_id__55_d44e2939
über	bv_doc_id__55_d44e2941
den	bv_doc_id__55_d44e2943
Verhandlungsgegenstand	bv_doc_id__55_d44e2946
geschritten	bv_doc_id__55_d44e2948
<g/>
.	
<g/>
(	
s	bv_doc_id__55_d44e2958
foll	bv_doc_id__55_d44e2960
heißen	bv_doc_id__55_d44e2962
<g/>
:	
„Wird	bv_doc_id__55_d44e2967
sofort	bv_doc_id__55_d44e2969
die	bv_doc_id__55_d44e2971
Meinungsäußerung	bv_doc_id__55_d44e2973
der	bv_doc_id__55_d44e2975
verschiedenen	bv_doc_id__55_d44e2977
Parteien	bv_doc_id__55_d44e2980
zur	bv_doc_id__55_d44e2982
Kenntnis	bv_doc_id__55_d44e2984
genommen“	bv_doc_id__55_d44e2986
<g/>
,	
so	bv_doc_id__55_d44e2990
wie	bv_doc_id__55_d44e2993
wir	bv_doc_id__55_d44e2995
das	bv_doc_id__55_d44e2997
in	bv_doc_id__55_d44e2999
Salzburg	bv_doc_id__55_d44e3001
beschlossen	bv_doc_id__55_d44e3003
haben	bv_doc_id__55_d44e3006
<g/>
.	
Im	bv_doc_id__55_d44e3010
Artikel	bv_doc_id__55_d44e3012
5	bv_doc_id__55_d44e3014
der	bv_doc_id__55_d44e3016
Geschäftsordnung	bv_doc_id__55_d44e3019
sind	bv_doc_id__55_d44e3021
zu	bv_doc_id__55_d44e3023
streichen	bv_doc_id__55_d44e3025
die	bv_doc_id__55_d44e3027
Bunfte	bv_doc_id__55_d44e3029
1	bv_doc_id__55_d44e3032
<g/>
,	
2	bv_doc_id__55_d44e3036
<g/>
,	
3	bv_doc_id__55_d44e3040
<g/>
,	
4	bv_doc_id__55_d44e3045
<g/>
,	
5	bv_doc_id__55_d44e3049
<g/>
,	
6	bv_doc_id__55_d44e3053
<g/>
,	
weil	bv_doc_id__55_d44e3058
wir	bv_doc_id__55_d44e3060
Ihnen	bv_doc_id__55_d44e3062
eine	bv_doc_id__55_d44e3064
andere	bv_doc_id__55_d44e3066
Form	bv_doc_id__55_d44e3068
der	bv_doc_id__55_d44e3071
Behandlung	bv_doc_id__55_d44e3073
des	bv_doc_id__55_d44e3075
Gegenstandes	bv_doc_id__55_d44e3077
vorschlagen	bv_doc_id__55_d44e3079
werden	bv_doc_id__55_d44e3081
<g/>
.	
Was	bv_doc_id__55_d44e3086
die	bv_doc_id__55_d44e3088
Geschäftsführung	bv_doc_id__55_d44e3090
selbst	bv_doc_id__55_d44e3092
anbelangt	bv_doc_id__55_d44e3094
<g/>
,	
so	bv_doc_id__55_d44e3099
schlägt	bv_doc_id__55_d44e3101
Ihnen	bv_doc_id__55_d44e3103
der	bv_doc_id__55_d44e3105
Geschäftsordnungsausschuß	bv_doc_id__55_d44e3107
vor	bv_doc_id__55_d44e3110
<g/>
,	
daß	bv_doc_id__55_d44e3114
heute	bv_doc_id__55_d44e3116
nachmittags	bv_doc_id__55_d44e3118
die	bv_doc_id__55_d44e3120
Generaldebatte	bv_doc_id__55_d44e3123
abgeführt	bv_doc_id__55_d44e3125
werden	bv_doc_id__55_d44e3127
fofl	bv_doc_id__55_d44e3129
<g/>
,	
die	bv_doc_id__55_d44e3133
wir	bv_doc_id__55_d44e3136
heute	bv_doc_id__55_d44e3138
zu	bv_doc_id__55_d44e3140
Gndeführen	bv_doc_id__55_d44e3142
wollen	bv_doc_id__55_d44e3144
<g/>
.	
Morgen	bv_doc_id__55_d44e3149
vormittags	bv_doc_id__55_d44e3151
foll	bv_doc_id__55_d44e3153
dann	bv_doc_id__55_d44e3155
eine	bv_doc_id__55_d44e3157
Sitzung	bv_doc_id__55_d44e3159
stattfinden	bv_doc_id__55_d44e3162
<g/>
,	
die	bv_doc_id__55_d44e3166
nicht	bv_doc_id__55_d44e3168
als	bv_doc_id__55_d44e3170
Plenarsitzung	bv_doc_id__55_d44e3172
der	bv_doc_id__55_d44e3175
Länderkonferenz	bv_doc_id__55_d44e3177
<g/>
,	
sondern	bv_doc_id__55_d44e3181
als	bv_doc_id__55_d44e3183
eine	bv_doc_id__55_d44e3185
Ausschußfitzung	bv_doc_id__55_d44e3188
gelten	bv_doc_id__55_d44e3190
soll	bv_doc_id__55_d44e3192
In	bv_doc_id__55_d44e3194
dieser	bv_doc_id__55_d44e3196
Sitzung	bv_doc_id__55_d44e3198
follen	bv_doc_id__55_d44e3201
die	bv_doc_id__55_d44e3203
ersten	bv_doc_id__55_d44e3205
zwei	bv_doc_id__55_d44e3207
Punkte	bv_doc_id__55_d44e3209
<g/>
,	
die	bv_doc_id__55_d44e3214
wir	bv_doc_id__55_d44e3216
als	bv_doc_id__55_d44e3218
Behandlungsgegenstände	bv_doc_id__55_d44e3220
verhandeln	bv_doc_id__55_d44e3222
wollen	bv_doc_id__55_d44e3224
<g/>
,	
die	bv_doc_id__55_d44e3229
Rompetenz	bv_doc_id__55_d44e3231
und	bv_doc_id__55_d44e3233
die	bv_doc_id__55_d44e3235
Finanzen	bv_doc_id__55_d44e3237
ausschußzmäßig	bv_doc_id__55_d44e3240
verhandelt	bv_doc_id__55_d44e3242
werden	bv_doc_id__55_d44e3244
<g/>
.	
Gs	bv_doc_id__55_d44e3248
werden	bv_doc_id__55_d44e3250
die	bv_doc_id__55_d44e3253
Herren	bv_doc_id__55_d44e3255
Referenten	bv_doc_id__55_d44e3257
von	bv_doc_id__55_d44e3259
den	bv_doc_id__55_d44e3261
Staatsämtern	bv_doc_id__55_d44e3263
das	bv_doc_id__55_d44e3266
Wort	bv_doc_id__55_d44e3268
ergreifen	bv_doc_id__55_d44e3270
und	bv_doc_id__55_d44e3272
der	bv_doc_id__55_d44e3274
Herr	bv_doc_id__55_d44e3276
Staatssekretär	bv_doc_id__55_d44e3279
selbst	bv_doc_id__55_d44e3281
in	bv_doc_id__55_d44e3283
liebenswürdiger	bv_doc_id__55_d44e3285
Weise	bv_doc_id__55_d44e3287
alle	bv_doc_id__55_d44e3289
verlangten	bv_doc_id__55_d44e3292
Aufflärungen	bv_doc_id__55_d44e3294
geben	bv_doc_id__55_d44e3296
<g/>
.	
Diese	bv_doc_id__55_d44e3300
Sitzung	bv_doc_id__55_d44e3302
soll	bv_doc_id__55_d44e3305
weder	bv_doc_id__55_d44e3307
stenographisch	bv_doc_id__55_d44e3309
aufgenommen	bv_doc_id__55_d44e3311
noch	bv_doc_id__55_d44e3313
darüber	bv_doc_id__55_d44e3315
ein	bv_doc_id__55_d44e3318
Protofoll	bv_doc_id__55_d44e3320
geführt	bv_doc_id__55_d44e3322
werden	bv_doc_id__55_d44e3324
<g/>
.	
Gs	bv_doc_id__55_d44e3328
foll	bv_doc_id__55_d44e3331
ganz	bv_doc_id__55_d44e3333
eine	bv_doc_id__55_d44e3335
interne	bv_doc_id__55_d44e3337
Sitzung	bv_doc_id__55_d44e3339
jein	bv_doc_id__55_d44e3341
<g/>
,	
die	bv_doc_id__55_d44e3346
wohl	bv_doc_id__55_d44e3348
als	bv_doc_id__55_d44e3350
Ausschußzsitzung	bv_doc_id__55_d44e3352
der	bv_doc_id__55_d44e3354
Länderkonferenz	bv_doc_id__55_d44e3357
gedacht	bv_doc_id__55_d44e3359
ist	bv_doc_id__55_d44e3361
<g/>
,	
an	bv_doc_id__55_d44e3365
der	bv_doc_id__55_d44e3367
sich	bv_doc_id__55_d44e3370
jedoch	bv_doc_id__55_d44e3372
sämtliche	bv_doc_id__55_d44e3374
Herren	bv_doc_id__55_d44e3376
der	bv_doc_id__55_d44e3378
Länderkonferenz	bv_doc_id__55_d44e3380
beteiligen	bv_doc_id__55_d44e3383
follen	bv_doc_id__55_d44e3385
<g/>
.	
Nachmittag	bv_doc_id__55_d44e3389
findet	bv_doc_id__55_d44e3391
dann	bv_doc_id__55_d44e3393
die	bv_doc_id__55_d44e3396
Plenarsitzung	bv_doc_id__55_d44e3398
der	bv_doc_id__55_d44e3400
Länderkonferenz	bv_doc_id__55_d44e3402
ftatt	bv_doc_id__55_d44e3404
und	bv_doc_id__55_d44e3406
bitten	bv_doc_id__55_d44e3409
wir	bv_doc_id__55_d44e3411
Sie	bv_doc_id__55_d44e3413
<g/>
,	
nach	bv_doc_id__55_d44e3417
folgenden	bv_doc_id__55_d44e3419
Bunften	bv_doc_id__55_d44e3422
die	bv_doc_id__55_d44e3424
Erledigung	bv_doc_id__55_d44e3426
der	bv_doc_id__55_d44e3428
Tagesordnung	bv_doc_id__55_d44e3430
vorzunehmen	bv_doc_id__55_d44e3432
<g/>
:	
Punkt	bv_doc_id__55_d44e3437
1	bv_doc_id__55_d44e3439
Kompetenz	bv_doc_id__55_d44e3441
<g/>
,	
Punkt	bv_doc_id__55_d44e3445
2	bv_doc_id__55_d44e3448
Finanzen	bv_doc_id__55_d44e3450
<g/>
,	
Punkt	bv_doc_id__55_d44e3454
3	bv_doc_id__55_d44e3456
Abschnitt	bv_doc_id__55_d44e3458
IV	bv_doc_id__55_d44e3461
<g/>
.	
Punkt	bv_doc_id__55_d44e3465
4	bv_doc_id__55_d44e3467
Grund-	bv_doc_id__55_d44e3469
und	bv_doc_id__55_d44e3471
Freiheitsrecht	bv_doc_id__55_d44e3474
und	bv_doc_id__55_d44e3476
Punkt	bv_doc_id__55_d44e3478
5	bv_doc_id__55_d44e3480
Behandlung	bv_doc_id__55_d44e3482
des	bv_doc_id__55_d44e3484
Artifels	bv_doc_id__55_d44e3487
141.	bv_doc_id__55_d44e3489
Das	bv_doc_id__55_d44e3491
Geschäftsordnungskomitee	bv_doc_id__55_d44e3493
bittet	bv_doc_id__55_d44e3495
die	bv_doc_id__55_d44e3497
Herren	bv_doc_id__55_d44e3500
<g/>
,	
wenn	bv_doc_id__55_d44e3504
wir	bv_doc_id__55_d44e3506
in	bv_doc_id__55_d44e3508
die	bv_doc_id__55_d44e3510
Plenarsitzung	bv_doc_id__55_d44e3513
eingehen	bv_doc_id__55_d44e3515
<g/>
,	
weniger	bv_doc_id__55_d44e3519
auf	bv_doc_id__55_d44e3521
lange	bv_doc_id__55_d44e3523
Reden	bv_doc_id__55_d44e3526
zu	bv_doc_id__55_d44e3528
sehen	bv_doc_id__55_d44e3530
<g/>
,	
als	bv_doc_id__55_d44e3534
auf	bv_doc_id__55_d44e3536
strenge	bv_doc_id__55_d44e3539
<g/>
,	
kurze	bv_doc_id__55_d44e3543
und	bv_doc_id__55_d44e3545
fachliche	bv_doc_id__55_d44e3547
Behandlung	bv_doc_id__55_d44e3549
der	bv_doc_id__55_d44e3552
Gegenstände	bv_doc_id__55_d44e3554
<g/>
,	
die	bv_doc_id__55_d44e3558
jeweils	bv_doc_id__55_d44e3560
auf	bv_doc_id__55_d44e3562
der	bv_doc_id__55_d44e3565
Tagesordnung	bv_doc_id__55_d44e3567
stehen	bv_doc_id__55_d44e3569
<g/>
.	
Die	bv_doc_id__55_d44e3573
Parteien	bv_doc_id__55_d44e3575
werden	bv_doc_id__55_d44e3578
gebeten	bv_doc_id__55_d44e3580
<g/>
,	
ihre	bv_doc_id__55_d44e3584
Anträge	bv_doc_id__55_d44e3586
zu	bv_doc_id__55_d44e3588
stellen	bv_doc_id__55_d44e3591
und	bv_doc_id__55_d44e3593
nachdem	bv_doc_id__55_d44e3595
ohnehin	bv_doc_id__55_d44e3597
eine	bv_doc_id__55_d44e3599
Generaldebatte	bv_doc_id__55_d44e3601
heute	bv_doc_id__55_d44e3604
8	bv_doc_id__55_d44e3608
stattfindet	bv_doc_id__55_d44e3610
<g/>
,	
nur	bv_doc_id__55_d44e3614
in	bv_doc_id__55_d44e3617
kurzen	bv_doc_id__55_d44e3619
Umrissen	bv_doc_id__55_d44e3621
ihre	bv_doc_id__55_d44e3623
Anträge	bv_doc_id__55_d44e3625
zu	bv_doc_id__55_d44e3627
begründen	bv_doc_id__55_d44e3630
<g/>
,	
um	bv_doc_id__55_d44e3634
die	bv_doc_id__55_d44e3636
Möglichkeit	bv_doc_id__55_d44e3638
zu	bv_doc_id__55_d44e3640
geben	bv_doc_id__55_d44e3643
<g/>
,	
daß	bv_doc_id__55_d44e3647
wir	bv_doc_id__55_d44e3649
so	bv_doc_id__55_d44e3651
rasch	bv_doc_id__55_d44e3653
als	bv_doc_id__55_d44e3656
möglich	bv_doc_id__55_d44e3658
mit	bv_doc_id__55_d44e3660
der	bv_doc_id__55_d44e3662
uns	bv_doc_id__55_d44e3664
gestellten	bv_doc_id__55_d44e3666
Arheit	bv_doc_id__55_d44e3669
fertig	bv_doc_id__55_d44e3671
werden	bv_doc_id__55_d44e3673
<g/>
.	
In	bv_doc_id__55_d44e3677
großen	bv_doc_id__55_d44e3679
Umrissen	bv_doc_id__55_d44e3682
haben	bv_doc_id__55_d44e3684
wir	bv_doc_id__55_d44e3686
über	bv_doc_id__55_d44e3688
die	bv_doc_id__55_d44e3690
ganze	bv_doc_id__55_d44e3692
Verfassung	bv_doc_id__55_d44e3695
in	bv_doc_id__55_d44e3697
Salzburg	bv_doc_id__55_d44e3699
gesprochen	bv_doc_id__55_d44e3701
<g/>
.	
Wir	bv_doc_id__55_d44e3705
glauben	bv_doc_id__55_d44e3708
<g/>
,	
daß	bv_doc_id__55_d44e3712
die	bv_doc_id__55_d44e3714
heutige	bv_doc_id__55_d44e3716
Tägung	bv_doc_id__55_d44e3718
dazu	bv_doc_id__55_d44e3721
bestimmt	bv_doc_id__55_d44e3723
sein	bv_doc_id__55_d44e3725
soll	bv_doc_id__55_d44e3727
<g/>
,	
über	bv_doc_id__55_d44e3731
die	bv_doc_id__55_d44e3734
Verfassung	bv_doc_id__55_d44e3736
eine	bv_doc_id__55_d44e3738
Spezialdebatte	bv_doc_id__55_d44e3740
abzuführen	bv_doc_id__55_d44e3742
und	bv_doc_id__55_d44e3744
dadurch	bv_doc_id__55_d44e3747
dem	bv_doc_id__55_d44e3749
Herrn	bv_doc_id__55_d44e3751
Staatssekretär	bv_doc_id__55_d44e3753
unsere	bv_doc_id__55_d44e3755
Wünsche	bv_doc_id__55_d44e3757
bekanntzugeben	bv_doc_id__55_d44e3760
<g/>
.	
Nur	bv_doc_id__55_d44e3764
auf	bv_doc_id__55_d44e3766
diese	bv_doc_id__55_d44e3768
Art	bv_doc_id__55_d44e3770
und	bv_doc_id__55_d44e3773
Weise	bv_doc_id__55_d44e3775
<g/>
,	
wenn	bv_doc_id__55_d44e3779
nicht	bv_doc_id__55_d44e3781
allzuviel	bv_doc_id__55_d44e3783
gesprochen	bv_doc_id__55_d44e3786
wird	bv_doc_id__55_d44e3788
<g/>
,	
ift	bv_doc_id__55_d44e3792
die	bv_doc_id__55_d44e3794
Möglichkeit	bv_doc_id__55_d44e3796
vorhanden	bv_doc_id__55_d44e3799
<g/>
,	
rechtzeitig	bv_doc_id__55_d44e3803
auch	bv_doc_id__55_d44e3805
hier	bv_doc_id__55_d44e3807
in	bv_doc_id__55_d44e3809
Zinz	bv_doc_id__55_d44e3812
fertig	bv_doc_id__55_d44e3814
zu	bv_doc_id__55_d44e3816
werden	bv_doc_id__55_d44e3818
<g/>
.	
Ich	bv_doc_id__55_d44e3822
gestatte	bv_doc_id__55_d44e3825
mir	bv_doc_id__55_d44e3827
im	bv_doc_id__55_d44e3829
Namen	bv_doc_id__55_d44e3831
des	bv_doc_id__55_d44e3833
Ausschusses	bv_doc_id__55_d44e3835
Sie	bv_doc_id__55_d44e3838
zu	bv_doc_id__55_d44e3840
bitten	bv_doc_id__55_d44e3842
<g/>
,	
auf	bv_doc_id__55_d44e3846
die	bv_doc_id__55_d44e3848
vorgeschlagene	bv_doc_id__55_d44e3851
Form	bv_doc_id__55_d44e3853
der	bv_doc_id__55_d44e3855
Tagung	bv_doc_id__55_d44e3857
einzugehen	bv_doc_id__55_d44e3859
<g/>
.	
Herr	bv_doc_id__55_d44e3864
Vorsitzender	bv_doc_id__55_d44e3866
Dr	bv_doc_id__55_d44e3868
<g/>
.	
Mintelen	bv_doc_id__55_d44e3872
<g/>
:	
Zum	bv_doc_id__55_d44e3877
Worte	bv_doc_id__55_d44e3879
gemeldet	bv_doc_id__55_d44e3881
sind	bv_doc_id__55_d44e3883
bisher	bv_doc_id__55_d44e3885
Herr	bv_doc_id__55_d44e3887
Landeshauptmannstellvertreter	bv_doc_id__55_d44e3890
Gruber	bv_doc_id__55_d44e3892
<g/>
,	
Herr	bv_doc_id__55_d44e3896
Landeshauptmannftellvertreter	bv_doc_id__55_d44e3898
Langoth	bv_doc_id__55_d44e3900
<g/>
,	
Herr	bv_doc_id__55_d44e3905
Landeshauptmann	bv_doc_id__55_d44e3907
Dr	bv_doc_id__55_d44e3909
<g/>
.	
Gnder	bv_doc_id__55_d44e3913
<g/>
,	
erner	bv_doc_id__55_d44e3918
Herr	bv_doc_id__55_d44e3920
Staatssekretär	bv_doc_id__55_d44e3922
a	bv_doc_id__55_d44e3924
<g/>
.	
D	bv_doc_id__55_d44e3929
<g/>
.	
Dr	bv_doc_id__55_d44e3933
<g/>
.	
Steinwender	bv_doc_id__55_d44e3937
und	bv_doc_id__55_d44e3939
Herr	bv_doc_id__55_d44e3942
Abgeordneter	bv_doc_id__55_d44e3944
Runschak	bv_doc_id__55_d44e3946
<g/>
.	
Von	bv_doc_id__55_d44e3950
der	bv_doc_id__55_d44e3952
sozialdemokratischen	bv_doc_id__55_d44e3955
Partei	bv_doc_id__55_d44e3957
wird	bv_doc_id__55_d44e3959
<g/>
,	
glaube	bv_doc_id__55_d44e3963
