<doc id="bv_doc_id__46" attrs="word lemma type">
erovototl	bv_doc_id__46_d35e307
Bundss	bv_doc_id__46_d35e1941
und	bv_doc_id__46_d35e1943
der	bv_doc_id__46_d35e1946
tandar	bv_doc_id__46_d35e1948
<g/>
,	
die	bv_doc_id__46_d35e1952
behördlichs	bv_doc_id__46_d35e1954
Aufgeben	bv_doc_id__46_d35e1956
zu	bv_doc_id__46_d35e1959
besorgen	bv_doc_id__46_d35e1961
haben	bv_doc_id__46_d35e1963
<g/>
,	
nach	bv_doc_id__46_d35e1967
einheitlichen	bv_doc_id__46_d35e1969
Grundestzen	bv_doc_id__46_d35e1972
aurch	bv_doc_id__46_d35e1974
Bundssgssetz	bv_doc_id__46_d35e1976
geregelt	bv_doc_id__46_d35e1978
<g/>
.	
Hiebsi	bv_doc_id__46_d35e1982
wird	bv_doc_id__46_d35e1985
insbesondere	bv_doc_id__46_d35e1987
auch	bv_doc_id__46_d35e1989
festgesstzt	bv_doc_id__46_d35e1991
<g/>
,	
inrisneit	bv_doc_id__46_d35e1995
bai	bv_doc_id__46_d35e1998
der	bv_doc_id__46_d35e2000
Regslung	bv_doc_id__46_d35e2002
der	bv_doc_id__46_d35e2004
Rechts	bv_doc_id__46_d35e2006
und	bv_doc_id__46_d35e2008
Pflichten	bv_doc_id__46_d35e2011
disser	bv_doc_id__46_d35e2013
Orgens	bv_doc_id__46_d35e2015
unbeschadst	bv_doc_id__46_d35e2017
der	bv_doc_id__46_d35e2019
Menstheheit	bv_doc_id__46_d35e2021
dss	bv_doc_id__46_d35e2024
Bundes	bv_doc_id__46_d35e2026
und	bv_doc_id__46_d35e2028
der	bv_doc_id__46_d35e2030
funder	bv_doc_id__46_d35e2032
Fersonalvertretungen	bv_doc_id__46_d35e2034
teilzunchsen	bv_doc_id__46_d35e2037
heben	bv_doc_id__46_d35e2039
<g/>
:	
12	bv_doc_id__46_d35e2043
<g/>
)	
Dis	bv_doc_id__46_d35e2047
Dienstioheit	bv_doc_id__46_d35e2050
des	bv_doc_id__46_d35e2052
Bundss	bv_doc_id__46_d35e2054
gegenüber	bv_doc_id__46_d35e2056
seinen	bv_doc_id__46_d35e2058
Organen	bv_doc_id__46_d35e2060
wird	bv_doc_id__46_d35e2063
von	bv_doc_id__46_d35e2065
den	bv_doc_id__46_d35e2067
Volksbgauftragten	bv_doc_id__46_d35e2069
des	bv_doc_id__46_d35e2071
Bundes	bv_doc_id__46_d35e2073
<g/>
,	
die	bv_doc_id__46_d35e2078
Diensthohett	bv_doc_id__46_d35e2080
der	bv_doc_id__46_d35e2082
lander	bv_doc_id__46_d35e2084
gegenüber	bv_doc_id__46_d35e2086
ihren	bv_doc_id__46_d35e2089
Orgaden	bv_doc_id__46_d35e2091
von	bv_doc_id__46_d35e2093
den	bv_doc_id__46_d35e2095
Volkatseuktragten	bv_doc_id__46_d35e2097
der	bv_doc_id__46_d35e2099
Len	bv_doc_id__46_d35e2102
<g/>
.	
der	bv_doc_id__46_d35e2106
ausgeübt	bv_doc_id__46_d35e2108
<g/>
.	
151	bv_doc_id__46_d35e2112
Die	bv_doc_id__46_d35e2115
Bestellung	bv_doc_id__46_d35e2117
und	bv_doc_id__46_d35e2119
das	bv_doc_id__46_d35e2121
Dienstrecht	bv_doc_id__46_d35e2123
der	bv_doc_id__46_d35e2125
Organe	bv_doc_id__46_d35e2128
der	bv_doc_id__46_d35e2130
Sabietts-und	bv_doc_id__46_d35e2132
Ortogeneinden	bv_doc_id__46_d35e2134
<g/>
,	
die	bv_doc_id__46_d35e2138
behördliche	bv_doc_id__46_d35e2141
Aufgeban	bv_doc_id__46_d35e2143
zu	bv_doc_id__46_d35e2145
vollzichen	bv_doc_id__46_d35e2147
haben	bv_doc_id__46_d35e2149
<g/>
,	
werden	bv_doc_id__46_d35e2154
durch	bv_doc_id__46_d35e2156
die	bv_doc_id__46_d35e2158
Gesstze	bv_doc_id__46_d35e2160
über	bv_doc_id__46_d35e2162
die	bv_doc_id__46_d35e2164
Irganisation	bv_doc_id__46_d35e2167
der	bv_doc_id__46_d35e2169
Vernaltung	bv_doc_id__46_d35e2171
getegelt	bv_doc_id__46_d35e2173
<g/>
.	
14	bv_doc_id__46_d35e2177
<g/>
)	
die	bv_doc_id__46_d35e2182
vöglichtett	bv_doc_id__46_d35e2184
des	bv_doc_id__46_d35e2186
Vebertrittes	bv_doc_id__46_d35e2188
eur	bv_doc_id__46_d35e2190
den	bv_doc_id__46_d35e2193
Pienste	bv_doc_id__46_d35e2195
des	bv_doc_id__46_d35e2197
Jundes	bv_doc_id__46_d35e2199
in	bv_doc_id__46_d35e2201
den	bv_doc_id__46_d35e2203
sinss	bv_doc_id__46_d35e2206
landes	bv_doc_id__46_d35e2208
oder	bv_doc_id__46_d35e2210
einer	bv_doc_id__46_d35e2212
Sensinds	bv_doc_id__46_d35e2214
uad	bv_doc_id__46_d35e2216
ungekehrt	bv_doc_id__46_d35e2219
<g/>
,	
aus	bv_doc_id__46_d35e2223
den	bv_doc_id__46_d35e2225
Dienste	bv_doc_id__46_d35e2227
einss	bv_doc_id__46_d35e2229
landes	bv_doc_id__46_d35e2232
in	bv_doc_id__46_d35e2234
den	bv_doc_id__46_d35e2236
sinss	bv_doc_id__46_d35e2238
anderen	bv_doc_id__46_d35e2240
Lindes	bv_doc_id__46_d35e2242
oder	bv_doc_id__46_d35e2245
einer	bv_doc_id__46_d35e2247
sensinde	bv_doc_id__46_d35e2249
und	bv_doc_id__46_d35e2251
ungekehrt	bv_doc_id__46_d35e2253
<g/>
,	
sonis	bv_doc_id__46_d35e2258
aus	bv_doc_id__46_d35e2260
den	bv_doc_id__46_d35e2262
Dienste	bv_doc_id__46_d35e2264
einer	bv_doc_id__46_d35e2266
Geneinde	bv_doc_id__46_d35e2268
in	bv_doc_id__46_d35e2271
den	bv_doc_id__46_d35e2273
einer	bv_doc_id__46_d35e2275
anderen	bv_doc_id__46_d35e2277
bleibt	bv_doc_id__46_d35e2279
fedsrralt	bv_doc_id__46_d35e2281
genahrt	bv_doc_id__46_d35e2284
<g/>
.	
Der	bv_doc_id__46_d35e2288
Deustwechsel	bv_doc_id__46_d35e2290
wird	bv_doc_id__46_d35e2292
iu	bv_doc_id__46_d35e2294
Einvernehnen	bv_doc_id__46_d35e2297
der	bv_doc_id__46_d35e2299
zur	bv_doc_id__46_d35e2301
desütung	bv_doc_id__46_d35e2303
der	bv_doc_id__46_d35e2305
Dienittsheit	bv_doc_id__46_d35e2307
berufesen	bv_doc_id__46_d35e2310
stellen	bv_doc_id__46_d35e2312
vollzoger	bv_doc_id__46_d35e2314
<g/>
.	
Durch	bv_doc_id__46_d35e2318
Rundesgesetz	bv_doc_id__46_d35e2320
können	bv_doc_id__46_d35e2323
besonders	bv_doc_id__46_d35e2325
Sinrichtungen	bv_doc_id__46_d35e2327
zur	bv_doc_id__46_d35e2329
Erleichtsrung	bv_doc_id__46_d35e2331
des	bv_doc_id__46_d35e2333
Dienstnochsels	bv_doc_id__46_d35e2336
geschaffen	bv_doc_id__46_d35e2338
werden	bv_doc_id__46_d35e2340
<g/>
.	
15	bv_doc_id__46_d35e2344
<g/>
)	
antstitet	bv_doc_id__46_d35e2349
für	bv_doc_id__46_d35e2351
die	bv_doc_id__46_d35e2353
in	bv_doc_id__46_d35e2355
Absatzl	bv_doc_id__46_d35e2357
beretchnsten	bv_doc_id__46_d35e2359
Organs	bv_doc_id__46_d35e2362
können	bv_doc_id__46_d35e2364
5.	bv_doc_id__46_d35e2368
durch	bv_doc_id__46_d35e2374
Bundesgesetz	bv_doc_id__46_d35e2376
einheitlich	bv_doc_id__46_d35e2378
festgesetzt	bv_doc_id__46_d35e2380
werden	bv_doc_id__46_d35e2382
<g/>
.	
Solche	bv_doc_id__46_d35e2387
Antetital	bv_doc_id__46_d35e2389
sind	bv_doc_id__46_d35e2391
gesetzlich	bv_doc_id__46_d35e2393
geschützt	bv_doc_id__46_d35e2395
<g/>
.	
