<doc id="bv_doc_id__40" attrs="word lemma type">
Pretokel1	bv_doc_id__40_d30e240
gewesen	bv_doc_id__40_d30e2135
sei	bv_doc_id__40_d30e2137
<g/>
.	
Der	bv_doc_id__40_d30e2141
Setz	bv_doc_id__40_d30e2143
sei	bv_doc_id__40_d30e2145
entbehrlich	bv_doc_id__40_d30e2148
<g/>
,	
da	bv_doc_id__40_d30e2152
ja	bv_doc_id__40_d30e2154
ein	bv_doc_id__40_d30e2156
Gerichtahef	bv_doc_id__40_d30e2158
für	bv_doc_id__40_d30e2161
solche	bv_doc_id__40_d30e2163
Streitfälle	bv_doc_id__40_d30e2165
vorgesehen	bv_doc_id__40_d30e2167
sei	bv_doc_id__40_d30e2169
<g/>
,	
sodaß	bv_doc_id__40_d30e2174
der	bv_doc_id__40_d30e2176
Grundsatz	bv_doc_id__40_d30e2178
-Reichsrecht	bv_doc_id__40_d30e2180
bricht	bv_doc_id__40_d30e2182
landesrechte	bv_doc_id__40_d30e2184
durch	bv_doc_id__40_d30e2187
gerichtliche	bv_doc_id__40_d30e2189
Garantie	bv_doc_id__40_d30e2191
gesichert	bv_doc_id__40_d30e2193
sei	bv_doc_id__40_d30e2195
<g/>
.	
Der	bv_doc_id__40_d30e2200
Versitzende	bv_doc_id__40_d30e2202
lehat	bv_doc_id__40_d30e2204
die	bv_doc_id__40_d30e2206
Streichung	bv_doc_id__40_d30e2208
ab	bv_doc_id__40_d30e2210
<g/>
,	
weil	bv_doc_id__40_d30e2215
nicht	bv_doc_id__40_d30e2217
nur	bv_doc_id__40_d30e2219
reale	bv_doc_id__40_d30e2221
<g/>
,	
sondern	bv_doc_id__40_d30e2226
auch	bv_doc_id__40_d30e2228
ideale	bv_doc_id__40_d30e2230
konkurrierende	bv_doc_id__40_d30e2232
Kompetenz	bv_doc_id__40_d30e2234
besteht	bv_doc_id__40_d30e2236
<g/>
.	
So	bv_doc_id__40_d30e2241
konnte	bv_doc_id__40_d30e2243
zum	bv_doc_id__40_d30e2245
Beispiel	bv_doc_id__40_d30e2247
das	bv_doc_id__40_d30e2249
Bundesparlament	bv_doc_id__40_d30e2252
in	bv_doc_id__40_d30e2254
einem	bv_doc_id__40_d30e2256
großzugigen	bv_doc_id__40_d30e2258
Bodenreformgesetz	bv_doc_id__40_d30e2260
unter	bv_doc_id__40_d30e2262
anderem	bv_doc_id__40_d30e2265
auch	bv_doc_id__40_d30e2267
Bestimmungen	bv_doc_id__40_d30e2269
über	bv_doc_id__40_d30e2271
Kommassatioa	bv_doc_id__40_d30e2273
treffen	bv_doc_id__40_d30e2275
<g/>
:	
daraufhin	bv_doc_id__40_d30e2280
konne	bv_doc_id__40_d30e2282
ein	bv_doc_id__40_d30e2284
Landtag	bv_doc_id__40_d30e2286
die	bv_doc_id__40_d30e2288
bundesrechtlichen	bv_doc_id__40_d30e2291
Bestimmungen	bv_doc_id__40_d30e2293
über	bv_doc_id__40_d30e2295
Kommessatica	bv_doc_id__40_d30e2297
<g/>
,	
chae	bv_doc_id__40_d30e2301
daß	bv_doc_id__40_d30e2304
der	bv_doc_id__40_d30e2306
Verfassuagsgerichtshof	bv_doc_id__40_d30e2308
dagegen	bv_doc_id__40_d30e2310
einschreiten	bv_doc_id__40_d30e2312
konnte	bv_doc_id__40_d30e2314
<g/>
,	
weil	bv_doc_id__40_d30e2319
ein	bv_doc_id__40_d30e2321
Ge-	bv_doc_id__40_d30e2323
640	bv_doc_id__40_d30e2328
5	bv_doc_id__40_d30e2332
setz	bv_doc_id__40_d30e2337
mangelt	bv_doc_id__40_d30e2339
<g/>
.	
denzufelge	bv_doc_id__40_d30e2343
Kindesrecht	bv_doc_id__40_d30e2345
den	bv_doc_id__40_d30e2348
landesrecht	bv_doc_id__40_d30e2350
vorgeht	bv_doc_id__40_d30e2352
<g/>
.	
dr	bv_doc_id__40_d30e2356
<g/>
.	
Sei	bv_doc_id__40_d30e2361
pel	bv_doc_id__40_d30e2363
lehnt	bv_doc_id__40_d30e2365
die	bv_doc_id__40_d30e2367
Ruknehme	bv_doc_id__40_d30e2369
eines	bv_doc_id__40_d30e2371
solchen	bv_doc_id__40_d30e2374
Satzes	bv_doc_id__40_d30e2376
aus	bv_doc_id__40_d30e2378
politisch	bv_doc_id__40_d30e2380
taktischen	bv_doc_id__40_d30e2382
Gründen	bv_doc_id__40_d30e2384
ab	bv_doc_id__40_d30e2387
<g/>
,	
während	bv_doc_id__40_d30e2391
Aogeerdoster	bv_doc_id__40_d30e2393
Abr	bv_doc_id__40_d30e2395
am	bv_doc_id__40_d30e2397
einen	bv_doc_id__40_d30e2400
solchen	bv_doc_id__40_d30e2402
Fingerzeig	bv_doc_id__40_d30e2404
für	bv_doc_id__40_d30e2406
die	bv_doc_id__40_d30e2408
Länder	bv_doc_id__40_d30e2410
für	bv_doc_id__40_d30e2413
munschensnert	bv_doc_id__40_d30e2415
erachtet	bv_doc_id__40_d30e2417
<g/>
,	
Professer	bv_doc_id__40_d30e2421
Dr	bv_doc_id__40_d30e2423
<g/>
.	
Kelsen	bv_doc_id__40_d30e2428
hält	bv_doc_id__40_d30e2430
eine	bv_doc_id__40_d30e2432
Abgrenzung	bv_doc_id__40_d30e2434
enne	bv_doc_id__40_d30e2436
ergänzende	bv_doc_id__40_d30e2439
Judikatur	bv_doc_id__40_d30e2441
des	bv_doc_id__40_d30e2443
Verfassungsgerichtshefes	bv_doc_id__40_d30e2445
fur	bv_doc_id__40_d30e2447
unmöglich	bv_doc_id__40_d30e2449
<g/>
.	
Ueber	bv_doc_id__40_d30e2454
Antrag	bv_doc_id__40_d30e2456
des	bv_doc_id__40_d30e2458
Versitzenden	bv_doc_id__40_d30e2460
wird	bv_doc_id__40_d30e2462
dieser	bv_doc_id__40_d30e2465
Absatz	bv_doc_id__40_d30e2467
zunächst	bv_doc_id__40_d30e2469
zuruckgestellt	bv_doc_id__40_d30e2471
und	bv_doc_id__40_d30e2473
die	bv_doc_id__40_d30e2475
Finrerhung	bv_doc_id__40_d30e2478
ernes	bv_doc_id__40_d30e2480
entsprechenden	bv_doc_id__40_d30e2482
Petres	bv_doc_id__40_d30e2484
in	bv_doc_id__40_d30e2486
die	bv_doc_id__40_d30e2488
Verfassung	bv_doc_id__40_d30e2491
einer	bv_doc_id__40_d30e2493
späteren	bv_doc_id__40_d30e2495
Sitzung	bv_doc_id__40_d30e2497
verbenalten	bv_doc_id__40_d30e2499
<g/>
.	
in	bv_doc_id__40_d30e2504
weiteren	bv_doc_id__40_d30e2506
Verleuf	bv_doc_id__40_d30e2508
der	bv_doc_id__40_d30e2510
Beratungen	bv_doc_id__40_d30e2512
über	bv_doc_id__40_d30e2514
das	bv_doc_id__40_d30e2517
Vererdnungsrecht	bv_doc_id__40_d30e2519
<g/>
,	
an	bv_doc_id__40_d30e2523
der	bv_doc_id__40_d30e2525
sich	bv_doc_id__40_d30e2527
Stestssekretär	bv_doc_id__40_d30e2530
dr	bv_doc_id__40_d30e2532
<g/>
.	
Mayr	bv_doc_id__40_d30e2536
<g/>
.	
Dr	bv_doc_id__40_d30e2540
<g/>
.	
Denneberg	bv_doc_id__40_d30e2545
<g/>
.	
Dr	bv_doc_id__40_d30e2549
<g/>
.	
Seipel	bv_doc_id__40_d30e2553
<g/>
,	
Ministerialrst	bv_doc_id__40_d30e2558
dr	bv_doc_id__40_d30e2560
<g/>
.	
Frrehlich	bv_doc_id__40_d30e2564
und	bv_doc_id__40_d30e2566
Professer	bv_doc_id__40_d30e2569
br	bv_doc_id__40_d30e2571
<g/>
.	
felsen	bv_doc_id__40_d30e2575
beteiligen	bv_doc_id__40_d30e2577
<g/>
.	
wird	bv_doc_id__40_d30e2582
über	bv_doc_id__40_d30e2584
Antrag	bv_doc_id__40_d30e2586
des	bv_doc_id__40_d30e2588
Berichterstatters	bv_doc_id__40_d30e2590
die	bv_doc_id__40_d30e2592
Astinnung	bv_doc_id__40_d30e2595
über	bv_doc_id__40_d30e2597
Absatz	bv_doc_id__40_d30e2599
z	bv_doc_id__40_d30e2601
des	bv_doc_id__40_d30e2603
Artifels	bv_doc_id__40_d30e2605
Il	bv_doc_id__40_d30e2608
resssumert	bv_doc_id__40_d30e2610
<g/>
;	
während	bv_doc_id__40_d30e2614
dieser	bv_doc_id__40_d30e2616
Absatz	bv_doc_id__40_d30e2618
früher	bv_doc_id__40_d30e2621
abgelehnt	bv_doc_id__40_d30e2623
werden	bv_doc_id__40_d30e2625
wer	bv_doc_id__40_d30e2627
und	bv_doc_id__40_d30e2629
ein	bv_doc_id__40_d30e2631
Mincritätsvctun	bv_doc_id__40_d30e2634
dr	bv_doc_id__40_d30e2636
<g/>
.	
Danneber	bv_doc_id__40_d30e2640
8s	bv_doc_id__40_d30e2642
angemeldet	bv_doc_id__40_d30e2644
war	bv_doc_id__40_d30e2647
<g/>
,	
wird	bv_doc_id__40_d30e2651
er	bv_doc_id__40_d30e2653
nunnehr	bv_doc_id__40_d30e2655
in	bv_doc_id__40_d30e2657
der	bv_doc_id__40_d30e2660
Fassung	bv_doc_id__40_d30e2662
Die	bv_doc_id__40_d30e2664
Durchführungsverordnungen	bv_doc_id__40_d30e2666
zu	bv_doc_id__40_d30e2668
den	bv_doc_id__40_d30e2670
nach	bv_doc_id__40_d30e2673
dem	bv_doc_id__40_d30e2675
ersten	bv_doc_id__40_d30e2677
Ansatz	bv_doc_id__40_d30e2679
ergewenden	bv_doc_id__40_d30e2681
Gesetzen	bv_doc_id__40_d30e2683
sind	bv_doc_id__40_d30e2686
<g/>
,	
somert	bv_doc_id__40_d30e2690
in	bv_doc_id__40_d30e2692
diesen	bv_doc_id__40_d30e2694
Gesetzen	bv_doc_id__40_d30e2696
nichts	bv_doc_id__40_d30e2699
anderes	bv_doc_id__40_d30e2701
bestinnt	bv_doc_id__40_d30e2703
ist	bv_doc_id__40_d30e2705
<g/>
,	
vom	bv_doc_id__40_d30e2709
funde	bv_doc_id__40_d30e2712
zu	bv_doc_id__40_d30e2714
erlassen-	bv_doc_id__40_d30e2716
angenommen	bv_doc_id__40_d30e2718
<g/>
.	
wogegen	bv_doc_id__40_d30e2722
von	bv_doc_id__40_d30e2725
den	bv_doc_id__40_d30e2727
christlichsczielen	bv_doc_id__40_d30e2729
Uitgliedern	bv_doc_id__40_d30e2731
ein	bv_doc_id__40_d30e2733
Mrocritätsvctum	bv_doc_id__40_d30e2735
angemeldet	bv_doc_id__40_d30e2738
wird	bv_doc_id__40_d30e2740
<g/>
.	
Auch	bv_doc_id__40_d30e2744
Asatz	bv_doc_id__40_d30e2746
4	bv_doc_id__40_d30e2748
des	bv_doc_id__40_d30e2751
Art.	bv_doc_id__40_d30e2753
15	bv_doc_id__40_d30e2755
wird	bv_doc_id__40_d30e2757
angenenmen	bv_doc_id__40_d30e2759
<g/>
:	
els	bv_doc_id__40_d30e2764
jenen	bv_doc_id__40_d30e2766
Angelegenherten	bv_doc_id__40_d30e2768
<g/>
,	
die	bv_doc_id__40_d30e2772
noch	bv_doc_id__40_d30e2774
Artikel	bv_doc_id__40_d30e2777
11	bv_doc_id__40_d30e2779
und	bv_doc_id__40_d30e2781
12.	bv_doc_id__40_d30e2783
zur	bv_doc_id__40_d30e2785
Gänze	bv_doc_id__40_d30e2787
oder	bv_doc_id__40_d30e2790
der	bv_doc_id__40_d30e2792
Regelung	bv_doc_id__40_d30e2794
der	bv_doc_id__40_d30e2796
Grundsätze	bv_doc_id__40_d30e2798
nach	bv_doc_id__40_d30e2800
der	bv_doc_id__40_d30e2803
Bundesgesetzgelung	bv_doc_id__40_d30e2805
verbehalten	bv_doc_id__40_d30e2807
sind	bv_doc_id__40_d30e2809
<g/>
,	
steut	bv_doc_id__40_d30e2813
dem	bv_doc_id__40_d30e2816
Bunde	bv_doc_id__40_d30e2818
der	bv_doc_id__40_d30e2820
Fecht	bv_doc_id__40_d30e2822
zur	bv_doc_id__40_d30e2824
die	bv_doc_id__40_d30e2826
Einhaltung	bv_doc_id__40_d30e2829
der	bv_doc_id__40_d30e2831
von	bv_doc_id__40_d30e2833
ihm	bv_doc_id__40_d30e2835
erlassenen	bv_doc_id__40_d30e2837
Verschriften	bv_doc_id__40_d30e2839
wahrzunchnea	bv_doc_id__40_d30e2842
<g/>
.	
Bei	bv_doc_id__40_d30e2846
der	bv_doc_id__40_d30e2848
Feratung	bv_doc_id__40_d30e2850
des	bv_doc_id__40_d30e2852
frt	bv_doc_id__40_d30e2855
<g/>
.	
11	bv_doc_id__40_d30e2859
meint	bv_doc_id__40_d30e2861
Steatssekretär	bv_doc_id__40_d30e2863
Dr	bv_doc_id__40_d30e2865
<g/>
.	
Ks	bv_doc_id__40_d30e2870
y	bv_doc_id__40_d30e2872
F	bv_doc_id__40_d30e2874
<g/>
,	
man	bv_doc_id__40_d30e2878
könne	bv_doc_id__40_d30e2881
As	bv_doc_id__40_d30e2883
<g/>
.	
2	bv_doc_id__40_d30e2887
streichen	bv_doc_id__40_d30e2889
<g/>
,	
da	bv_doc_id__40_d30e2894
der	bv_doc_id__40_d30e2896
Bund	bv_doc_id__40_d30e2898
auch	bv_doc_id__40_d30e2900
ehne	bv_doc_id__40_d30e2902
verfassungsrechtliche	bv_doc_id__40_d30e2904
Ermächtigung	bv_doc_id__40_d30e2907
dazu	bv_doc_id__40_d30e2909
berechtigt	bv_doc_id__40_d30e2911
sei	bv_doc_id__40_d30e2913
<g/>
,	
Mährend	bv_doc_id__40_d30e2917
lr	bv_doc_id__40_d30e2920
<g/>
.	
Dennsberg	bv_doc_id__40_d30e2924
für	bv_doc_id__40_d30e2926
die	bv_doc_id__40_d30e2928
Berbehaltung	bv_doc_id__40_d30e2930
ist	bv_doc_id__40_d30e2933
<g/>
.	
Auch	bv_doc_id__40_d30e2937
641	bv_doc_id__40_d30e2942
6	bv_doc_id__40_d30e2946
1i	bv_doc_id__40_d30e2951
Professer	bv_doc_id__40_d30e2956
Kelsen	bv_doc_id__40_d30e2958
fniet	bv_doc_id__40_d30e2960
in	bv_doc_id__40_d30e2962
Fell	bv_doc_id__40_d30e2964
der	bv_doc_id__40_d30e2967
Streichung	bv_doc_id__40_d30e2969
verschiedene	bv_doc_id__40_d30e2971
Auffassungen	bv_doc_id__40_d30e2973
nöglich	bv_doc_id__40_d30e2975
<g/>
;	
dan	bv_doc_id__40_d30e2980
konnte	bv_doc_id__40_d30e2982
aldenfalls	bv_doc_id__40_d30e2984
vertreten	bv_doc_id__40_d30e2986
<g/>
.	
dass	bv_doc_id__40_d30e2990
Alles	bv_doc_id__40_d30e2993
<g/>
,	
was	bv_doc_id__40_d30e2997
der	bv_doc_id__40_d30e2999
Kundetun	bv_doc_id__40_d30e3001
darf	bv_doc_id__40_d30e3003
<g/>
,	
wenn	bv_doc_id__40_d30e3008
hr	bv_doc_id__40_d30e3010
Kemistenzen	bv_doc_id__40_d30e3012
des	bv_doc_id__40_d30e3014
Bundes	bv_doc_id__40_d30e3016
lekativ	bv_doc_id__40_d30e3019
aufgezähit	bv_doc_id__40_d30e3021
sind	bv_doc_id__40_d30e3023
<g/>
.	
ausdrücklich	bv_doc_id__40_d30e3027
angegeben	bv_doc_id__40_d30e3029
sein	bv_doc_id__40_d30e3032
müsse	bv_doc_id__40_d30e3034
<g/>
.	
sonst	bv_doc_id__40_d30e3038
könne	bv_doc_id__40_d30e3040
ein	bv_doc_id__40_d30e3042
lend	bv_doc_id__40_d30e3045
jede	bv_doc_id__40_d30e3047
privstwirtschaftliche	bv_doc_id__40_d30e3049
Tätigkert	bv_doc_id__40_d30e3051
des	bv_doc_id__40_d30e3053
Bundes	bv_doc_id__40_d30e3055
iegen	bv_doc_id__40_d30e3058
Mangels	bv_doc_id__40_d30e3060
einer	bv_doc_id__40_d30e3062
bezüglichen	bv_doc_id__40_d30e3064
Bestamrung	bv_doc_id__40_d30e3066
in	bv_doc_id__40_d30e3068
der	bv_doc_id__40_d30e3071
Verfassung	bv_doc_id__40_d30e3073
bekämpfen	bv_doc_id__40_d30e3075
<g/>
.	
nach	bv_doc_id__40_d30e3079
längerer	bv_doc_id__40_d30e3081
Nebstie	bv_doc_id__40_d30e3084
<g/>
,	
en	bv_doc_id__40_d30e3088
der	bv_doc_id__40_d30e3090
sich	bv_doc_id__40_d30e3092
der	bv_doc_id__40_d30e3094
Versitzende	bv_doc_id__40_d30e3097
Dr	bv_doc_id__40_d30e3099
<g/>
.	
Seipel	bv_doc_id__40_d30e3103
und	bv_doc_id__40_d30e3105
Sekt	bv_doc_id__40_d30e3107
<g/>
.	
hat	bv_doc_id__40_d30e3112
Dr	bv_doc_id__40_d30e3114
<g/>
.	
Msaalicher	bv_doc_id__40_d30e3118
beteilixen	bv_doc_id__40_d30e3120
<g/>
,	
wird	bv_doc_id__40_d30e3125
der	bv_doc_id__40_d30e3127
fhs	bv_doc_id__40_d30e3129
<g/>
.	
2	bv_doc_id__40_d30e3133
des	bv_doc_id__40_d30e3136
frt	bv_doc_id__40_d30e3138
<g/>
.	
11	bv_doc_id__40_d30e3142
gestrichen	bv_doc_id__40_d30e3144
<g/>
,	
weil	bv_doc_id__40_d30e3149
der	bv_doc_id__40_d30e3151
Innalt	bv_doc_id__40_d30e3153
sonchl	bv_doc_id__40_d30e3155
von	bv_doc_id__40_d30e3157
christlichgenaler	bv_doc_id__40_d30e3159
als	bv_doc_id__40_d30e3162
auch	bv_doc_id__40_d30e3164
gezialdenskratischer	bv_doc_id__40_d30e3166
Seits	bv_doc_id__40_d30e3168
als	bv_doc_id__40_d30e3170
selöstverständlich	bv_doc_id__40_d30e3172
erklärt	bv_doc_id__40_d30e3175
werden	bv_doc_id__40_d30e3177
<g/>
,	
der	bv_doc_id__40_d30e3181
Z	bv_doc_id__40_d30e3183
<g/>
.	
Msstz	bv_doc_id__40_d30e3188
wird	bv_doc_id__40_d30e3190
angenommen	bv_doc_id__40_d30e3192
<g/>
.	
der	bv_doc_id__40_d30e3196
Versitzende	bv_doc_id__40_d30e3198
erteilt	bv_doc_id__40_d30e3201
hiersur	bv_doc_id__40_d30e3203
den	bv_doc_id__40_d30e3205
Ferichterstatter	bv_doc_id__40_d30e3207
Fink	bv_doc_id__40_d30e3209
das	bv_doc_id__40_d30e3211
Nert	bv_doc_id__40_d30e3214
zur	bv_doc_id__40_d30e3216
Besprechung	bv_doc_id__40_d30e3218
des	bv_doc_id__40_d30e3220
Abschnittes	bv_doc_id__40_d30e3222
<g/>
,	
der	bv_doc_id__40_d30e3227
von	bv_doc_id__40_d30e3229
der	bv_doc_id__40_d30e3231
Gesetzgebung	bv_doc_id__40_d30e3233
des	bv_doc_id__40_d30e3235
Aindes	bv_doc_id__40_d30e3237
hanteit	bv_doc_id__40_d30e3240
<g/>
.	
Abgeerdneter	bv_doc_id__40_d30e3244
Finf	bv_doc_id__40_d30e3246
erklärt	bv_doc_id__40_d30e3248
<g/>
,	
dass	bv_doc_id__40_d30e3253
er	bv_doc_id__40_d30e3255
st3	bv_doc_id__40_d30e3257
Grundiage	bv_doc_id__40_d30e3259
den	bv_doc_id__40_d30e3261
Linzer	bv_doc_id__40_d30e3263
Bntwurf	bv_doc_id__40_d30e3266
<g/>
(	
ses	bv_doc_id__40_d30e3270
der	bv_doc_id__40_d30e3272
Bezlaxen	bv_doc_id__40_d30e3274
<g/>
)	
gemänlt	bv_doc_id__40_d30e3279
hebe	bv_doc_id__40_d30e3281
und	bv_doc_id__40_d30e3283
vergleicht	bv_doc_id__40_d30e3285
die	bv_doc_id__40_d30e3287
einschlägigen	bv_doc_id__40_d30e3289
Bestimmungen	bv_doc_id__40_d30e3292
der	bv_doc_id__40_d30e3294
übrigen	bv_doc_id__40_d30e3296
Entwirfe	bv_doc_id__40_d30e3298
<g/>
.	
Die	bv_doc_id__40_d30e3302
verhandenen	bv_doc_id__40_d30e3305
Unterschiede	bv_doc_id__40_d30e3307
hett	bv_doc_id__40_d30e3309
Dr	bv_doc_id__40_d30e3311
<g/>
.	
Danneberg	bv_doc_id__40_d30e3315
bewnders	bv_doc_id__40_d30e3318
herver	bv_doc_id__40_d30e3320
<g/>
,	
inden	bv_doc_id__40_d30e3324
er	bv_doc_id__40_d30e3326
betrnt	bv_doc_id__40_d30e3328
<g/>
,	
dass	bv_doc_id__40_d30e3333
seine	bv_doc_id__40_d30e3335
farter	bv_doc_id__40_d30e3337
grundsätzlich	bv_doc_id__40_d30e3339
eine	bv_doc_id__40_d30e3341
Landerkenner	bv_doc_id__40_d30e3344
ablehne	bv_doc_id__40_d30e3346
<g/>
:	
soll	bv_doc_id__40_d30e3350
es	bv_doc_id__40_d30e3352
aber	bv_doc_id__40_d30e3354
doch	bv_doc_id__40_d30e3357
eine	bv_doc_id__40_d30e3359
zwerte	bv_doc_id__40_d30e3361
Versannlung	bv_doc_id__40_d30e3363
geben	bv_doc_id__40_d30e3365
<g/>
,	
so	bv_doc_id__40_d30e3370
müsste	bv_doc_id__40_d30e3372
sie	bv_doc_id__40_d30e3374
auf	bv_doc_id__40_d30e3376
Grind	bv_doc_id__40_d30e3378
eines	bv_doc_id__40_d30e3380
Proporz	bv_doc_id__40_d30e3383
zusaunepgesetzt	bv_doc_id__40_d30e3385
sein	bv_doc_id__40_d30e3387
<g/>
,	
wie	bv_doc_id__40_d30e3391
es	bv_doc_id__40_d30e3393
in	bv_doc_id__40_d30e3396
drt	bv_doc_id__40_d30e3398
<g/>
.	
28	bv_doc_id__40_d30e3402
des	bv_doc_id__40_d30e3404
Entwurfes	bv_doc_id__40_d30e3406
dat	bv_doc_id__40_d30e3409
<g/>
(	
der	bv_doc_id__40_d30e3413
Kerlagen	bv_doc_id__40_d30e3415
<g/>
)	
dergestellt	bv_doc_id__40_d30e3419
sei	bv_doc_id__40_d30e3422
<g/>
.	
Nach	bv_doc_id__40_d30e3426
den	bv_doc_id__40_d30e3428
Entrurf	bv_doc_id__40_d30e3430
Dr	bv_doc_id__40_d30e3432
<g/>
.	
Mafr	bv_doc_id__40_d30e3437
»jeder	bv_doc_id__40_d30e3439
Greetzesbeschluss	bv_doc_id__40_d30e3441
bedarf	bv_doc_id__40_d30e3443
grundsätzlich	bv_doc_id__40_d30e3445
der	bv_doc_id__40_d30e3448
Zustinnung	bv_doc_id__40_d30e3450
des	bv_doc_id__40_d30e3452
Fundesratese	bv_doc_id__40_d30e3454
wird	bv_doc_id__40_d30e3456
dieser	bv_doc_id__40_d30e3458
vellende	bv_doc_id__40_d30e3461
zu	bv_doc_id__40_d30e3463
einer	bv_doc_id__40_d30e3465
ersten	bv_doc_id__40_d30e3467
Kanner	bv_doc_id__40_d30e3469
<g/>
.	
Ag	bv_doc_id__40_d30e3474
<g/>
.	
C1+ss	bv_doc_id__40_d30e3478
in	bv_doc_id__40_d30e3480
bringt	bv_doc_id__40_d30e3482
den	bv_doc_id__40_d30e3484
eres-deutschen	bv_doc_id__40_d30e3487
Steatrunkt	bv_doc_id__40_d30e3489
zur	bv_doc_id__40_d30e3491
Kenninis	bv_doc_id__40_d30e3493
<g/>
,	
die	bv_doc_id__40_d30e3497
eine	bv_doc_id__40_d30e3500
forderalistische	bv_doc_id__40_d30e3502
Verfassung	bv_doc_id__40_d30e3504
münsche	bv_doc_id__40_d30e3506
<g/>
;	
seine	bv_doc_id__40_d30e3510
Fartei	bv_doc_id__40_d30e3513
nähert	bv_doc_id__40_d30e3515
sich	bv_doc_id__40_d30e3517
hirsichtlich	bv_doc_id__40_d30e3519
der	bv_doc_id__40_d30e3521
Zussanensetzung	bv_doc_id__40_d30e3523
des	bv_doc_id__40_d30e3526
Bunsesrstes	bv_doc_id__40_d30e3528
dem	bv_doc_id__40_d30e3530
Stankunkt	bv_doc_id__40_d30e3532
der	bv_doc_id__40_d30e3534
Christlichsczialen	bv_doc_id__40_d30e3536
<g/>
:	
im	bv_doc_id__40_d30e3541
Gegensatz	bv_doc_id__40_d30e3543
zu	bv_doc_id__40_d30e3545
den	bv_doc_id__40_d30e3547
Srziallenckreten	bv_doc_id__40_d30e3549
munscht	bv_doc_id__40_d30e3552
er	bv_doc_id__40_d30e3554
Oeffentlichkeit	bv_doc_id__40_d30e3556
der	bv_doc_id__40_d30e3558
Sitzungen	bv_doc_id__40_d30e3560
des	bv_doc_id__40_d30e3562
Bundesrates	bv_doc_id__40_d30e3565
<g/>
.	
642	bv_doc_id__40_d30e3573
7	bv_doc_id__40_d30e3577
Staatssstretär	bv_doc_id__40_d30e3582
dr	bv_doc_id__40_d30e3584
<g/>
.	
Ma	bv_doc_id__40_d30e3588
yr	bv_doc_id__40_d30e3590
teilt	bv_doc_id__40_d30e3593
mit	bv_doc_id__40_d30e3595
<g/>
,	
lass	bv_doc_id__40_d30e3599
bei	bv_doc_id__40_d30e3601
den	bv_doc_id__40_d30e3603
linzer	bv_doc_id__40_d30e3606
Verhandlungen	bv_doc_id__40_d30e3608
besraders	bv_doc_id__40_d30e3610
der	bv_doc_id__40_d30e3612
Gedanke	bv_doc_id__40_d30e3614
zum	bv_doc_id__40_d30e3616
Ausdruck	bv_doc_id__40_d30e3619
gebracht	bv_doc_id__40_d30e3621
wurde	bv_doc_id__40_d30e3623
<g/>
,	
dass	bv_doc_id__40_d30e3627
die	bv_doc_id__40_d30e3629
linder	bv_doc_id__40_d30e3632
in	bv_doc_id__40_d30e3634
anderen	bv_doc_id__40_d30e3636
Bundesstasten	bv_doc_id__40_d30e3638
gleichberechtikt	bv_doc_id__40_d30e3640
seien	bv_doc_id__40_d30e3642
<g/>
,	
daher	bv_doc_id__40_d30e3647
sollte	bv_doc_id__40_d30e3649
auch	bv_doc_id__40_d30e3651
bei	bv_doc_id__40_d30e3653
uns	bv_doc_id__40_d30e3655
jedes	bv_doc_id__40_d30e3658
Land	bv_doc_id__40_d30e3660
eigentlich	bv_doc_id__40_d30e3662
die	bv_doc_id__40_d30e3664
gleiche	bv_doc_id__40_d30e3666
Anzanl	bv_doc_id__40_d30e3668
Vertreter	bv_doc_id__40_d30e3671
winlen	bv_doc_id__40_d30e3673
<g/>
.	
Hieber	bv_doc_id__40_d30e3677
ser	bv_doc_id__40_d30e3679
das	bv_doc_id__40_d30e3681
luster	bv_doc_id__40_d30e3684
der	bv_doc_id__40_d30e3686
deutschen	bv_doc_id__40_d30e3688
verfassung	bv_doc_id__40_d30e3690
befolgt	bv_doc_id__40_d30e3692
werden	bv_doc_id__40_d30e3694
<g/>
.	
Im	bv_doc_id__40_d30e3699
ealgegiet	bv_doc_id__40_d30e3701
Ageerineter	bv_doc_id__40_d30e3703
Abram	bv_doc_id__40_d30e3705
mit	bv_doc_id__40_d30e3707
dem	bv_doc_id__40_d30e3710
Hinreis	bv_doc_id__40_d30e3712
auf	bv_doc_id__40_d30e3714
die	bv_doc_id__40_d30e3716
Anschauungen	bv_doc_id__40_d30e3718
der	bv_doc_id__40_d30e3720
Erbeiterklasse	bv_doc_id__40_d30e3723
und	bv_doc_id__40_d30e3725
lehnt	bv_doc_id__40_d30e3727
sercht	bv_doc_id__40_d30e3729
das	bv_doc_id__40_d30e3731
Schweizer	bv_doc_id__40_d30e3733
als	bv_doc_id__40_d30e3736
das	bv_doc_id__40_d30e3738
deutsche	bv_doc_id__40_d30e3740
Reispiel	bv_doc_id__40_d30e3742
aw	bv_doc_id__40_d30e3744
<g/>
.	
In	bv_doc_id__40_d30e3749
ämnlichen	bv_doc_id__40_d30e3751
Sinne	bv_doc_id__40_d30e3753
äussert	bv_doc_id__40_d30e3755
sich	bv_doc_id__40_d30e3757
Mg	bv_doc_id__40_d30e3759
<g/>
.	
beuthner	bv_doc_id__40_d30e3764
<g/>
.	
den	bv_doc_id__40_d30e3768
der	bv_doc_id__40_d30e3770
Verertznade	bv_doc_id__40_d30e3772
verpflichtet	bv_doc_id__40_d30e3775
<g/>
,	
