<doc id="bv_doc_id__9" attrs="word lemma type">
Zweite	bv_doc_id__9_d57e407
Grenze	bv_doc_id__9_d57e2251
gegen	bv_doc_id__9_d57e2253
das	bv_doc_id__9_d57e2255
Ausland	bv_doc_id__9_d57e2257
oder	bv_doc_id__9_d57e2259
zwischen	bv_doc_id__9_d57e2261
Ländern	bv_doc_id__9_d57e2264
bilden	bv_doc_id__9_d57e2266
<g/>
,	
oder	bv_doc_id__9_d57e2270
die	bv_doc_id__9_d57e2272
zwei	bv_doc_id__9_d57e2274
oder	bv_doc_id__9_d57e2277
mehrere	bv_doc_id__9_d57e2279
Länder	bv_doc_id__9_d57e2281
durchfließen	bv_doc_id__9_d57e2283
<g/>
,	
den	bv_doc_id__9_d57e2287
Bau	bv_doc_id__9_d57e2290
derjenigen	bv_doc_id__9_d57e2292
Wasserstratzen	bv_doc_id__9_d57e2294
<g/>
,	
die	bv_doc_id__9_d57e2298
das	bv_doc_id__9_d57e2300
Inland	bv_doc_id__9_d57e2303
mit	bv_doc_id__9_d57e2305
dem	bv_doc_id__9_d57e2307
Ausland	bv_doc_id__9_d57e2309
<g/>
,	
oder	bv_doc_id__9_d57e2313
die	bv_doc_id__9_d57e2316
mehrere	bv_doc_id__9_d57e2318
Länder	bv_doc_id__9_d57e2320
verbinden	bv_doc_id__9_d57e2322
<g/>
;	
das	bv_doc_id__9_d57e2326
Dampfkessel-	bv_doc_id__9_d57e2329
und	bv_doc_id__9_d57e2331
Kraftmaschinenwesen	bv_doc_id__9_d57e2333
<g/>
;	
das	bv_doc_id__9_d57e2337
Vermessungswesen	bv_doc_id__9_d57e2339
<g/>
;	
9.	bv_doc_id__9_d57e2347
das	bv_doc_id__9_d57e2353
gesamte	bv_doc_id__9_d57e2355
Arbeiterrecht	bv_doc_id__9_d57e2357
und	bv_doc_id__9_d57e2359
den	bv_doc_id__9_d57e2361
Arbeiter-	bv_doc_id__9_d57e2364
und	bv_doc_id__9_d57e2366
Angestelltenschutz	bv_doc_id__9_d57e2368
<g/>
,	
soweit	bv_doc_id__9_d57e2372
es	bv_doc_id__9_d57e2374
sich	bv_doc_id__9_d57e2377
nicht	bv_doc_id__9_d57e2379
um	bv_doc_id__9_d57e2381
land-	bv_doc_id__9_d57e2383
und	bv_doc_id__9_d57e2385
forstwirtschaftliche	bv_doc_id__9_d57e2387
Arbeiter	bv_doc_id__9_d57e2390
und	bv_doc_id__9_d57e2392
Angestellte	bv_doc_id__9_d57e2394
handelt	bv_doc_id__9_d57e2398
<g/>
;	
das	bv_doc_id__9_d57e2403
Sozial-	bv_doc_id__9_d57e2405
und	bv_doc_id__9_d57e2407
Vertragsversicherungswesen	bv_doc_id__9_d57e2409
<g/>
;	
10.	bv_doc_id__9_d57e2416
das	bv_doc_id__9_d57e2421
Hochschulwesen	bv_doc_id__9_d57e2423
<g/>
;	
die	bv_doc_id__9_d57e2427
fachlichen	bv_doc_id__9_d57e2429
Zentrallehranstalten	bv_doc_id__9_d57e2432
<g/>
;	
die	bv_doc_id__9_d57e2436
Schulaufsicht	bv_doc_id__9_d57e2438
<g/>
;	
die	bv_doc_id__9_d57e2442
Ausbildung	bv_doc_id__9_d57e2445
<g/>
,	
Fortbildung	bv_doc_id__9_d57e2449
und	bv_doc_id__9_d57e2451
Berufsausübung	bv_doc_id__9_d57e2453
von	bv_doc_id__9_d57e2455
Heilpersonen	bv_doc_id__9_d57e2458
<g/>
;	
das	bv_doc_id__9_d57e2462
Heilmittelwesen	bv_doc_id__9_d57e2464
<g/>
;	
die	bv_doc_id__9_d57e2468
Bekämpfung	bv_doc_id__9_d57e2471
übertragbarer	bv_doc_id__9_d57e2473
Krankheiten	bv_doc_id__9_d57e2475
von	bv_doc_id__9_d57e2477
Menschen	bv_doc_id__9_d57e2479
und	bv_doc_id__9_d57e2481
Tieren	bv_doc_id__9_d57e2484
<g/>
;	
das	bv_doc_id__9_d57e2488
Archiv-	bv_doc_id__9_d57e2490
und	bv_doc_id__9_d57e2492
Bibliothekswesen	bv_doc_id__9_d57e2494
<g/>
;	
die	bv_doc_id__9_d57e2499
Angelegenheiten	bv_doc_id__9_d57e2501
der	bv_doc_id__9_d57e2503
künstlerischen	bv_doc_id__9_d57e2505
und	bv_doc_id__9_d57e2507
wissenschaftlichen	bv_doc_id__9_d57e2510
Sammlungen	bv_doc_id__9_d57e2512
und	bv_doc_id__9_d57e2514
Einrichtungen	bv_doc_id__9_d57e2516
<g/>
;	
den	bv_doc_id__9_d57e2520
Denkmalschutz	bv_doc_id__9_d57e2523
<g/>
;	
die	bv_doc_id__9_d57e2527
Angelegenheiten	bv_doc_id__9_d57e2529
des	bv_doc_id__9_d57e2531
Kultus	bv_doc_id__9_d57e2533
<g/>
;	
das	bv_doc_id__9_d57e2538
Volkszählungswesen	bv_doc_id__9_d57e2540
sowie	bv_doc_id__9_d57e2542
die	bv_doc_id__9_d57e2544
sonstige	bv_doc_id__9_d57e2546
Statistik	bv_doc_id__9_d57e2549
<g/>
,	
soweit	bv_doc_id__9_d57e2553
sie	bv_doc_id__9_d57e2555
nicht	bv_doc_id__9_d57e2557
nur	bv_doc_id__9_d57e2559
den	bv_doc_id__9_d57e2562
Interessen	bv_doc_id__9_d57e2564
eines	bv_doc_id__9_d57e2566
einzelnen	bv_doc_id__9_d57e2568
Landes	bv_doc_id__9_d57e2570
dient	bv_doc_id__9_d57e2572
<g/>
;	
das	bv_doc_id__9_d57e2577
Stiftungs-	bv_doc_id__9_d57e2579
und	bv_doc_id__9_d57e2581
Fondswesen	bv_doc_id__9_d57e2583
<g/>
,	
soweit	bv_doc_id__9_d57e2588
es	bv_doc_id__9_d57e2590
sich	bv_doc_id__9_d57e2592
um	bv_doc_id__9_d57e2594
Stiftungen	bv_doc_id__9_d57e2596
und	bv_doc_id__9_d57e2598
Fonds	bv_doc_id__9_d57e2601
handelt	bv_doc_id__9_d57e2603
<g/>
,	
die	bv_doc_id__9_d57e2607
nach	bv_doc_id__9_d57e2609
ihren	bv_doc_id__9_d57e2611
Zwecken	bv_doc_id__9_d57e2614
über	bv_doc_id__9_d57e2616
den	bv_doc_id__9_d57e2618
Interessenbereich	bv_doc_id__9_d57e2620
eines	bv_doc_id__9_d57e2622
Landes	bv_doc_id__9_d57e2624
hinausgehen	bv_doc_id__9_d57e2627
<g/>
;	
11.	bv_doc_id__9_d57e2634
die	bv_doc_id__9_d57e2639
militärischen	bv_doc_id__9_d57e2641
Angelegenheiten	bv_doc_id__9_d57e2643
<g/>
;	
die	bv_doc_id__9_d57e2647
Kriegsschadenangelegenheiten	bv_doc_id__9_d57e2650
und	bv_doc_id__9_d57e2652
die	bv_doc_id__9_d57e2654
Fürsorge	bv_doc_id__9_d57e2656
für	bv_doc_id__9_d57e2658
Kriegsteilnehmer	bv_doc_id__9_d57e2660
und	bv_doc_id__9_d57e2663
deren	bv_doc_id__9_d57e2665
Hinterbliebene	bv_doc_id__9_d57e2667
<g/>
;	
das	bv_doc_id__9_d57e2671
Kriegsgräberwesen	bv_doc_id__9_d57e2673
<g/>
;	
die	bv_doc_id__9_d57e2678
aus	bv_doc_id__9_d57e2680
Anlaß	bv_doc_id__9_d57e2682
eines	bv_doc_id__9_d57e2684
Krieges	bv_doc_id__9_d57e2686
oder	bv_doc_id__9_d57e2689
im	bv_doc_id__9_d57e2691
Gefolge	bv_doc_id__9_d57e2693
eines	bv_doc_id__9_d57e2695
solchen	bv_doc_id__9_d57e2697
zur	bv_doc_id__9_d57e2699
Sicherung	bv_doc_id__9_d57e2702
der	bv_doc_id__9_d57e2704
einheitlichen	bv_doc_id__9_d57e2706
Führung	bv_doc_id__9_d57e2708
der	bv_doc_id__9_d57e2710
Wirtschaft	bv_doc_id__9_d57e2712
notwendig	bv_doc_id__9_d57e2715
erscheinenden	bv_doc_id__9_d57e2717
Maßnahmen	bv_doc_id__9_d57e2719
<g/>
,	
insbesondere	bv_doc_id__9_d57e2723
auch	bv_doc_id__9_d57e2725
hinsichtlich	bv_doc_id__9_d57e2728
der	bv_doc_id__9_d57e2730
Versorgung	bv_doc_id__9_d57e2732
der	bv_doc_id__9_d57e2734
Bevölkerung	bv_doc_id__9_d57e2736
mit	bv_doc_id__9_d57e2738
Bedarfsgegenständen	bv_doc_id__9_d57e2741
<g/>
;	
12.	bv_doc_id__9_d57e2748
die	bv_doc_id__9_d57e2754
innere	bv_doc_id__9_d57e2756
Einrichtung	bv_doc_id__9_d57e2758
<g/>
,	
Ausrüstung	bv_doc_id__9_d57e2762
und	bv_doc_id__9_d57e2765
Ausbildung	bv_doc_id__9_d57e2767
der	bv_doc_id__9_d57e2769
Gendarmerie	bv_doc_id__9_d57e2771
einschließlich	bv_doc_id__9_d57e2773
der	bv_doc_id__9_d57e2775
Dienstvorschriften	bv_doc_id__9_d57e2778
<g/>
,	
das	bv_doc_id__9_d57e2782
Verfügungsrecht	bv_doc_id__9_d57e2784
über	bv_doc_id__9_d57e2786
die	bv_doc_id__9_d57e2788
Gendarmerie	bv_doc_id__9_d57e2791
jedoch	bv_doc_id__9_d57e2793
nur	bv_doc_id__9_d57e2795
insoweit	bv_doc_id__9_d57e2797
<g/>
,	
als	bv_doc_id__9_d57e2801
es	bv_doc_id__9_d57e2804
sich	bv_doc_id__9_d57e2806
bei	bv_doc_id__9_d57e2808
Notstand	bv_doc_id__9_d57e2810
und	bv_doc_id__9_d57e2812
Unruhen	bv_doc_id__9_d57e2814
um	bv_doc_id__9_d57e2817
die	bv_doc_id__9_d57e2819
zeitweilige	bv_doc_id__9_d57e2821
Verwendung	bv_doc_id__9_d57e2823
von	bv_doc_id__9_d57e2825
Teilen	bv_doc_id__9_d57e2827
der	bv_doc_id__9_d57e2830
Gendarmerie	bv_doc_id__9_d57e2832
außerhalb	bv_doc_id__9_d57e2834
des	bv_doc_id__9_d57e2836
Landesbereiches	bv_doc_id__9_d57e2838
handelt	bv_doc_id__9_d57e2840
<g/>
;	
13.	bv_doc_id__9_d57e2848
die	bv_doc_id__9_d57e2853
Organisation	bv_doc_id__9_d57e2855
der	bv_doc_id__9_d57e2857
Bundesbehörden	bv_doc_id__9_d57e2859
und	bv_doc_id__9_d57e2861
das	bv_doc_id__9_d57e2864
Dienstrecht	bv_doc_id__9_d57e2866
der	bv_doc_id__9_d57e2868
Bundesangestellten	bv_doc_id__9_d57e2870
einschließlich	bv_doc_id__9_d57e2872
der	bv_doc_id__9_d57e2874
Regelung	bv_doc_id__9_d57e2877
des	bv_doc_id__9_d57e2879
im	bv_doc_id__9_d57e2881
Einvernehmen	bv_doc_id__9_d57e2883
mit	bv_doc_id__9_d57e2885
dem	bv_doc_id__9_d57e2887
in	bv_doc_id__9_d57e2890
Betracht	bv_doc_id__9_d57e2892
kommenden	bv_doc_id__9_d57e2894
Land	bv_doc_id__9_d57e2896
zu	bv_doc_id__9_d57e2898
vollziehenden	bv_doc_id__9_d57e2900
Wechsels	bv_doc_id__9_d57e2903
zwischen	bv_doc_id__9_d57e2905
Bundes-	bv_doc_id__9_d57e2907
und	bv_doc_id__9_d57e2909
Landesdienst	bv_doc_id__9_d57e2911
<g/>
.	
Artikel	bv_doc_id__9_d57e2923
11.	bv_doc_id__9_d57e2925
<g/>
(	
1	bv_doc_id__9_d57e2934
<g/>
)	
Der	bv_doc_id__9_d57e2939
Gesetzgebung	bv_doc_id__9_d57e2941
des	bv_doc_id__9_d57e2943
Bundes	bv_doc_id__9_d57e2945
wird	bv_doc_id__9_d57e2948
übertragen	bv_doc_id__9_d57e2950
<g/>
:	
1.	bv_doc_id__9_d57e2958
die	bv_doc_id__9_d57e2963
Staatsbürgerschaft	bv_doc_id__9_d57e2965
und	bv_doc_id__9_d57e2967
das	bv_doc_id__9_d57e2969
Heimatrecht	bv_doc_id__9_d57e2971
<g/>
;	
2.	bv_doc_id__9_d57e2979
das	bv_doc_id__9_d57e2984
Vereins-	bv_doc_id__9_d57e2986
und	bv_doc_id__9_d57e2988
Versammlungsrecht	bv_doc_id__9_d57e2990
<g/>
;	
die	bv_doc_id__9_d57e2995
Angelegenheiten	bv_doc_id__9_d57e2997
der	bv_doc_id__9_d57e2999
Presse	bv_doc_id__9_d57e3001
<g/>
;	
3.	bv_doc_id__9_d57e3008
die	bv_doc_id__9_d57e3014
beruflichen	bv_doc_id__9_d57e3016
Vertretungen	bv_doc_id__9_d57e3018
mit	bv_doc_id__9_d57e3020
Ausnahme	bv_doc_id__9_d57e3022
jener	bv_doc_id__9_d57e3025
auf	bv_doc_id__9_d57e3027
land-	bv_doc_id__9_d57e3029
und	bv_doc_id__9_d57e3031
forstwirtschaftlichem	bv_doc_id__9_d57e3033
Gebiete	bv_doc_id__9_d57e3035
<g/>
;	
4.	bv_doc_id__9_d57e3043
Personenstandsangelegenheiten	bv_doc_id__9_d57e3048
einschließlich	bv_doc_id__9_d57e3050
des	bv_doc_id__9_d57e3052
Matrikenwesens	bv_doc_id__9_d57e3054
und	bv_doc_id__9_d57e3056
der	bv_doc_id__9_d57e3059
Namensänderung	bv_doc_id__9_d57e3061
<g/>
;	
5.	bv_doc_id__9_d57e3068
das	bv_doc_id__9_d57e3073
Paßwesen	bv_doc_id__9_d57e3075
und	bv_doc_id__9_d57e3077
die	bv_doc_id__9_d57e3079
Fremdenpolizei	bv_doc_id__9_d57e3081
<g/>
;	
6.	bv_doc_id__9_d57e3089
die	bv_doc_id__9_d57e3095
pädagogisch-	bv_doc_id__9_d57e3097
didaktische	bv_doc_id__9_d57e3099
Einrichtung	bv_doc_id__9_d57e3101
des	bv_doc_id__9_d57e3103
mittleren	bv_doc_id__9_d57e3106
und	bv_doc_id__9_d57e3108
niederen	bv_doc_id__9_d57e3110
Schulwesens	bv_doc_id__9_d57e3112
<g/>
;	
7.	bv_doc_id__9_d57e3119
das	bv_doc_id__9_d57e3124
Gewerbewesen	bv_doc_id__9_d57e3126
<g/>
,	
die	bv_doc_id__9_d57e3130
öffentlichen	bv_doc_id__9_d57e3132
Agentien	bv_doc_id__9_d57e3135
und	bv_doc_id__9_d57e3137
die	bv_doc_id__9_d57e3139
Privatgeschäftsvermittlung	bv_doc_id__9_d57e3141
<g/>
;	
8.	bv_doc_id__9_d57e3150
hinsichtlich	bv_doc_id__9_d57e3155
der	bv_doc_id__9_d57e3157
öffentlichen	bv_doc_id__9_d57e3159
Abgaben	bv_doc_id__9_d57e3161
<g/>
,	
die	bv_doc_id__9_d57e3166
nicht	bv_doc_id__9_d57e3168
ausschließlich	bv_doc_id__9_d57e3170
oder	bv_doc_id__9_d57e3172
teilweise	bv_doc_id__9_d57e3174
für	bv_doc_id__9_d57e3176
den	bv_doc_id__9_d57e3179
Bund	bv_doc_id__9_d57e3181
eingehoben	bv_doc_id__9_d57e3183
werden	bv_doc_id__9_d57e3185
<g/>
:	
die	bv_doc_id__9_d57e3189
Anordnungen	bv_doc_id__9_d57e3192
zur	bv_doc_id__9_d57e3194
Verhinderung	bv_doc_id__9_d57e3196
von	bv_doc_id__9_d57e3198
Doppelbesteuerungen	bv_doc_id__9_d57e3200
oder	bv_doc_id__9_d57e3202
sonstigen	bv_doc_id__9_d57e3205
übermäßigen	bv_doc_id__9_d57e3207
Belastungen	bv_doc_id__9_d57e3209
<g/>
,	
zur	bv_doc_id__9_d57e3213
Verhinderung	bv_doc_id__9_d57e3215
von	bv_doc_id__9_d57e3218
Erschwerungen	bv_doc_id__9_d57e3220
des	bv_doc_id__9_d57e3222
Verkehrs	bv_doc_id__9_d57e3224
oder	bv_doc_id__9_d57e3226
der	bv_doc_id__9_d57e3228
wirtschaftlichen	bv_doc_id__9_d57e3231
Beziehungen	bv_doc_id__9_d57e3233
im	bv_doc_id__9_d57e3235
Verhältnis	bv_doc_id__9_d57e3237
zum	bv_doc_id__9_d57e3239
Ausland	bv_doc_id__9_d57e3241
oder	bv_doc_id__9_d57e3244
zwischen	bv_doc_id__9_d57e3246
den	bv_doc_id__9_d57e3248
Ländern	bv_doc_id__9_d57e3250
und	bv_doc_id__9_d57e3252
Landesteilen	bv_doc_id__9_d57e3254
zur	bv_doc_id__9_d57e3257
Verhinderung	bv_doc_id__9_d57e3259
der	bv_doc_id__9_d57e3261
übermäßigen	bv_doc_id__9_d57e3263
oder	bv_doc_id__9_d57e3265
verkehrserschwerenden	bv_doc_id__9_d57e3267
Belastung	bv_doc_id__9_d57e3270
der	bv_doc_id__9_d57e3272
Benutzung	bv_doc_id__9_d57e3274
öffentlicher	bv_doc_id__9_d57e3276
Verkehrswege	bv_doc_id__9_d57e3278
und	bv_doc_id__9_d57e3280
Einrichtungen	bv_doc_id__9_d57e3283
mit	bv_doc_id__9_d57e3285
Gebühren	bv_doc_id__9_d57e3287
und	bv_doc_id__9_d57e3289
zur	bv_doc_id__9_d57e3291
Verhinderung	bv_doc_id__9_d57e3293
der	bv_doc_id__9_d57e3296
Schädigung	bv_doc_id__9_d57e3298
der	bv_doc_id__9_d57e3300
Bundesfinanzen	bv_doc_id__9_d57e3302
<g/>
;	
die	bv_doc_id__9_d57e3306
Bestimmungen	bv_doc_id__9_d57e3309
über	bv_doc_id__9_d57e3311
die	bv_doc_id__9_d57e3313
Besteuerung	bv_doc_id__9_d57e3315
der	bv_doc_id__9_d57e3317
Bundesunternehmungen	bv_doc_id__9_d57e3319
<g/>
;	
9.	bv_doc_id__9_d57e3328
das	bv_doc_id__9_d57e3333
Munitions-	bv_doc_id__9_d57e3335
<g/>
,	
Schieß-	bv_doc_id__9_d57e3339
und	bv_doc_id__9_d57e3341
Sprengmittelwesen	bv_doc_id__9_d57e3344
<g/>
,	
soweit	bv_doc_id__9_d57e3348
es	bv_doc_id__9_d57e3350
nicht	bv_doc_id__9_d57e3352
dem	bv_doc_id__9_d57e3354
Monopol	bv_doc_id__9_d57e3357
unterliegt	bv_doc_id__9_d57e3359
<g/>
,	
sowie	bv_doc_id__9_d57e3363
das	bv_doc_id__9_d57e3365
Waffenwesen	bv_doc_id__9_d57e3367
<g/>
;	
das	bv_doc_id__9_d57e3372
Kraftfahrwesen	bv_doc_id__9_d57e3374
<g/>
;	
10.	bv_doc_id__9_d57e3381
das	bv_doc_id__9_d57e3386
Wasserrecht	bv_doc_id__9_d57e3388
und	bv_doc_id__9_d57e3390
das	bv_doc_id__9_d57e3392
Elektrizitätswesen	bv_doc_id__9_d57e3394
<g/>
;	
11.	bv_doc_id__9_d57e3402
das	bv_doc_id__9_d57e3407
Gesundheitswesen	bv_doc_id__9_d57e3409
mit	bv_doc_id__9_d57e3411
Ausnahme	bv_doc_id__9_d57e3413
der	bv_doc_id__9_d57e3415
Heil-	bv_doc_id__9_d57e3418
und	bv_doc_id__9_d57e3420
Pflegeanstalten	bv_doc_id__9_d57e3422
und	bv_doc_id__9_d57e3424
Ambulatorien	bv_doc_id__9_d57e3426
<g/>
,	
des	bv_doc_id__9_d57e3431
Kurorte-	bv_doc_id__9_d57e3433
<g/>
,	
Leichen-	bv_doc_id__9_d57e3437
und	bv_doc_id__9_d57e3439
Begräbniswesens	bv_doc_id__9_d57e3441
sowie	bv_doc_id__9_d57e3444
des	bv_doc_id__9_d57e3446
Gemeindesanitätsdienstes	bv_doc_id__9_d57e3448
und	bv_doc_id__9_d57e3450
Rettungswesens	bv_doc_id__9_d57e3452
<g/>
;	
das	bv_doc_id__9_d57e3457
Volkswohnungs-	bv_doc_id__9_d57e3459
und	bv_doc_id__9_d57e3461
Volkspflegestättenwesen	bv_doc_id__9_d57e3463
<g/>
;	
das	bv_doc_id__9_d57e3467
Veterinärwesen	bv_doc_id__9_d57e3470
<g/>
;	
12.	bv_doc_id__9_d57e3478
das	bv_doc_id__9_d57e3483
Verwaltungs-	bv_doc_id__9_d57e3485
und	bv_doc_id__9_d57e3487
das	bv_doc_id__9_d57e3489
Verwalttungsstrafverfahren	bv_doc_id__9_d57e3491
einschließlich	bv_doc_id__9_d57e3494
der	bv_doc_id__9_d57e3496
Zwangsvollstreckung	bv_doc_id__9_d57e3498
sowie	bv_doc_id__9_d57e3500
die	bv_doc_id__9_d57e3502
allgemeinen	bv_doc_id__9_d57e3504
Bestimmungen	bv_doc_id__9_d57e3507
des	bv_doc_id__9_d57e3509
Verwaltungsstrafrechtes	bv_doc_id__9_d57e3511
in	bv_doc_id__9_d57e3513
Angelegenheiten	bv_doc_id__9_d57e3515
<g/>
,	
deren	bv_doc_id__9_d57e3520
Vollziehung	bv_doc_id__9_d57e3522
den	bv_doc_id__9_d57e3524
Ländern	bv_doc_id__9_d57e3526
zusteht	bv_doc_id__9_d57e3528
<g/>
.	
<g/>
(	
2	bv_doc_id__9_d57e3541
<g/>
)	
Die	bv_doc_id__9_d57e3546
Durchführungsverordnungen	bv_doc_id__9_d57e3548
zu	bv_doc_id__9_d57e3550
den	bv_doc_id__9_d57e3552
nach	bv_doc_id__9_d57e3555
dem	bv_doc_id__9_d57e3557
ersten	bv_doc_id__9_d57e3559
Absatze	bv_doc_id__9_d57e3561
ergehenden	bv_doc_id__9_d57e3563
Gesetzen	bv_doc_id__9_d57e3565
sind	bv_doc_id__9_d57e3568
<g/>
,	
soweit	bv_doc_id__9_d57e3572
in	bv_doc_id__9_d57e3574
diesen	bv_doc_id__9_d57e3576
Gesetzen	bv_doc_id__9_d57e3578
nicht	bv_doc_id__9_d57e3581
anderes	bv_doc_id__9_d57e3583
bestimmt	bv_doc_id__9_d57e3585
ist	bv_doc_id__9_d57e3587
<g/>
,	
vom	bv_doc_id__9_d57e3591
Bunde	bv_doc_id__9_d57e3594
zu	bv_doc_id__9_d57e3596
erlassen	bv_doc_id__9_d57e3598
<g/>
.	
<g/>
(	
3	bv_doc_id__9_d57e3609
<g/>
)	
Die	bv_doc_id__9_d57e3614
allgemein	bv_doc_id__9_d57e3616
anerkannten	bv_doc_id__9_d57e3618
Regeln	bv_doc_id__9_d57e3620
des	bv_doc_id__9_d57e3623
Völkerrechtes	bv_doc_id__9_d57e3625
gelten	bv_doc_id__9_d57e3627
als	bv_doc_id__9_d57e3629
Bestandteile	bv_doc_id__9_d57e3631
des	bv_doc_id__9_d57e3633
Bundesrechts	bv_doc_id__9_d57e3636
Artikel	bv_doc_id__9_d57e3644
12.	bv_doc_id__9_d57e3646
<g/>
(	
1	bv_doc_id__9_d57e3655
<g/>
)	
Lediglich	bv_doc_id__9_d57e3660
die	bv_doc_id__9_d57e3662
Regelung	bv_doc_id__9_d57e3664
der	bv_doc_id__9_d57e3666
Grundsätze	bv_doc_id__9_d57e3669
obliegt	bv_doc_id__9_d57e3671
der	bv_doc_id__9_d57e3673
Bundesgesetzgebung	bv_doc_id__9_d57e3675
für	bv_doc_id__9_d57e3677
<g/>
:	
1.	bv_doc_id__9_d57e3686
die	bv_doc_id__9_d57e3691
Organisation	bv_doc_id__9_d57e3693
der	bv_doc_id__9_d57e3695
Verwaltung	bv_doc_id__9_d57e3697
in	bv_doc_id__9_d57e3699
den	bv_doc_id__9_d57e3702
Ländern	bv_doc_id__9_d57e3704
<g/>
;	
2.	bv_doc_id__9_d57e3711
das	bv_doc_id__9_d57e3716
Verhältnis	bv_doc_id__9_d57e3718
zwischen	bv_doc_id__9_d57e3720
Schule	bv_doc_id__9_d57e3722
und	bv_doc_id__9_d57e3724
Kirche	bv_doc_id__9_d57e3727
<g/>
;	
die	bv_doc_id__9_d57e3731
Errichtung	bv_doc_id__9_d57e3733
und	bv_doc_id__9_d57e3735
Erhaltung	bv_doc_id__9_d57e3737
von	bv_doc_id__9_d57e3740
mittleren	bv_doc_id__9_d57e3742
und	bv_doc_id__9_d57e3744
niederen	bv_doc_id__9_d57e3746
Unterrichtsanstalten	bv_doc_id__9_d57e3748
<g/>
;	
den	bv_doc_id__9_d57e3753
Privatunterricht	bv_doc_id__9_d57e3755
und	bv_doc_id__9_d57e3757
das	bv_doc_id__9_d57e3759
Privatschulwesen	bv_doc_id__9_d57e3761
<g/>
;	
das	bv_doc_id__9_d57e3766
Volksbildungswesen	bv_doc_id__9_d57e3768
<g/>
;	
3.	bv_doc_id__9_d57e3775
das	bv_doc_id__9_d57e3781
Armenwesen	bv_doc_id__9_d57e3783
<g/>
;	
die	bv_doc_id__9_d57e3787
Bevölkerungspolitik	bv_doc_id__9_d57e3789
<g/>
;	
die	bv_doc_id__9_d57e3794
Mutterschafts-	bv_doc_id__9_d57e3796
<g/>
,	
Säuglings-	bv_doc_id__9_d57e3800
und	bv_doc_id__9_d57e3802
Jugendfürsorge	bv_doc_id__9_d57e3805
<g/>
:	
das	bv_doc_id__9_d57e3809
Heil-	bv_doc_id__9_d57e3811
und	bv_doc_id__9_d57e3813
Pflegeanstaltenwesen	bv_doc_id__9_d57e3815
einschließlich	bv_doc_id__9_d57e3818
der	bv_doc_id__9_d57e3820
Ambularien	bv_doc_id__9_d57e3822
<g/>
;	
die	bv_doc_id__9_d57e3826
Ausgrabung	bv_doc_id__9_d57e3828
und	bv_doc_id__9_d57e3831
Überführung	bv_doc_id__9_d57e3833
von	bv_doc_id__9_d57e3835
Leichen	bv_doc_id__9_d57e3837
<g/>
;	
4.	bv_doc_id__9_d57e3844
die	bv_doc_id__9_d57e3849
Einrichtungen	bv_doc_id__9_d57e3851
zum	bv_doc_id__9_d57e3853
Schutze	bv_doc_id__9_d57e3855
der	bv_doc_id__9_d57e3857
Gesellschaft	bv_doc_id__9_d57e3860
gegen	bv_doc_id__9_d57e3862
verbrecherische	bv_doc_id__9_d57e3864
<g/>
,	
verwahrloste	bv_doc_id__9_d57e3868
oder	bv_doc_id__9_d57e3870
sonst	bv_doc_id__9_d57e3873
gefährliche	bv_doc_id__9_d57e3875
Personen	bv_doc_id__9_d57e3877
<g/>
,	
wie	bv_doc_id__9_d57e3881
Zwangsarbeits-	bv_doc_id__9_d57e3883
und	bv_doc_id__9_d57e3886
ähnliche	bv_doc_id__9_d57e3888
Anstalten	bv_doc_id__9_d57e3890
<g/>
;	
die	bv_doc_id__9_d57e3894
Abschiebung	bv_doc_id__9_d57e3896
und	bv_doc_id__9_d57e3899
Abschaffung	bv_doc_id__9_d57e3901
aus	bv_doc_id__9_d57e3903
einem	bv_doc_id__9_d57e3905
in	bv_doc_id__9_d57e3907
ein	bv_doc_id__9_d57e3909
anderes	bv_doc_id__9_d57e3912
Land	bv_doc_id__9_d57e3914
<g/>
;	
5.	bv_doc_id__9_d57e3923
die	bv_doc_id__9_d57e3928
öffentlichen	bv_doc_id__9_d57e3930
Einrichtungen	bv_doc_id__9_d57e3932
zur	bv_doc_id__9_d57e3934
außergerichtlichen	bv_doc_id__9_d57e3936
Vermittlung	bv_doc_id__9_d57e3939
von	bv_doc_id__9_d57e3941
Streitigkeiten	bv_doc_id__9_d57e3943
<g/>
;	
6.	bv_doc_id__9_d57e3951
das	bv_doc_id__9_d57e3956
Arbeiterrecht	bv_doc_id__9_d57e3958
und	bv_doc_id__9_d57e3960
den	bv_doc_id__9_d57e3962
Arbeiter-	bv_doc_id__9_d57e3964
und	bv_doc_id__9_d57e3967
Angestelltenschutz	bv_doc_id__9_d57e3969
<g/>
,	
soweit	bv_doc_id__9_d57e3973
es	bv_doc_id__9_d57e3975
sich	bv_doc_id__9_d57e3977
um	bv_doc_id__9_d57e3980
land-	bv_doc_id__9_d57e3982
und	bv_doc_id__9_d57e3984
forstwirtschaftliche	bv_doc_id__9_d57e3986
Arbeiter	bv_doc_id__9_d57e3988
und	bv_doc_id__9_d57e3990
Angestellte	bv_doc_id__9_d57e3993
handelt	bv_doc_id__9_d57e3995
<g/>
;	
7.	bv_doc_id__9_d57e4002
die	bv_doc_id__9_d57e4007
beruflichen	bv_doc_id__9_d57e4009
Vertretungen	bv_doc_id__9_d57e4011
auf	bv_doc_id__9_d57e4013
land-	bv_doc_id__9_d57e4015
und	bv_doc_id__9_d57e4018
