<doc id="bv_doc_id__68" attrs="word lemma type">
Vorentwurf	bv_doc_id__68_d52e312
Schiffahrt	bv_doc_id__68_d52e2105
<g/>
,	
außer	bv_doc_id__68_d52e2110
auf	bv_doc_id__68_d52e2112
einem	bv_doc_id__68_d52e2114
See	bv_doc_id__68_d52e2116
<g/>
,	
der	bv_doc_id__68_d52e2121
nur	bv_doc_id__68_d52e2123
zu	bv_doc_id__68_d52e2125
einem	bv_doc_id__68_d52e2127
Lande	bv_doc_id__68_d52e2129
gehört	bv_doc_id__68_d52e2131
<g/>
,	
Luft=	bv_doc_id__68_d52e2136
und	bv_doc_id__68_d52e2138
Kraftfahrzeuge	bv_doc_id__68_d52e2140
<g/>
,	
Bundesbahnen	bv_doc_id__68_d52e2144
<g/>
,	
Bundesstraßen	bv_doc_id__68_d52e2149
<g/>
.	
<g/>
-	
2	bv_doc_id__68_d52e2158
<g/>
-	
9.	bv_doc_id__68_d52e2164
Bergbauangelegenheiten	bv_doc_id__68_d52e2167
<g/>
,	
Energiewirtschaft	bv_doc_id__68_d52e2171
mit	bv_doc_id__68_d52e2173
Ausnahme	bv_doc_id__68_d52e2175
der	bv_doc_id__68_d52e2177
Elektrizität	bv_doc_id__68_d52e2180
<g/>
,	
Kraft=	bv_doc_id__68_d52e2184
und	bv_doc_id__68_d52e2186
Maschinenanlagen	bv_doc_id__68_d52e2188
und	bv_doc_id__68_d52e2190
Regelung	bv_doc_id__68_d52e2193
der	bv_doc_id__68_d52e2195
technischen	bv_doc_id__68_d52e2197
Gebrauchsformen	bv_doc_id__68_d52e2199
<g/>
.	
10.	bv_doc_id__68_d52e2209
Das	bv_doc_id__68_d52e2212
Volks-	bv_doc_id__68_d52e2214
<g/>
,	
Mittel=	bv_doc_id__68_d52e2218
und	bv_doc_id__68_d52e2221
Hochschulwesen	bv_doc_id__68_d52e2223
<g/>
.	
11.	bv_doc_id__68_d52e2232
Das	bv_doc_id__68_d52e2235
Bundesfinanzwesen	bv_doc_id__68_d52e2237
<g/>
:	
die	bv_doc_id__68_d52e2241
Regelung	bv_doc_id__68_d52e2244
des	bv_doc_id__68_d52e2246
Bundeshaushaltes	bv_doc_id__68_d52e2248
<g/>
,	
der	bv_doc_id__68_d52e2252
Bundessteuern	bv_doc_id__68_d52e2254
<g/>
,	
der	bv_doc_id__68_d52e2259
Bundesschulden	bv_doc_id__68_d52e2261
<g/>
,	
des	bv_doc_id__68_d52e2265
Bundesvermögens	bv_doc_id__68_d52e2267
<g/>
,	
einschließlich	bv_doc_id__68_d52e2272
der	bv_doc_id__68_d52e2274
Bundesmonopole	bv_doc_id__68_d52e2276
<g/>
,	
die	bv_doc_id__68_d52e2280
Verteilung	bv_doc_id__68_d52e2283
der	bv_doc_id__68_d52e2285
Steuerquellen	bv_doc_id__68_d52e2287
zwischen	bv_doc_id__68_d52e2289
Bund	bv_doc_id__68_d52e2291
und	bv_doc_id__68_d52e2293
Ländern	bv_doc_id__68_d52e2296
<g/>
,	
wobei	bv_doc_id__68_d52e2300
als	bv_doc_id__68_d52e2302
Grundsatz	bv_doc_id__68_d52e2304
zu	bv_doc_id__68_d52e2306
gelten	bv_doc_id__68_d52e2309
hat	bv_doc_id__68_d52e2311
<g/>
,	
daß	bv_doc_id__68_d52e2315
die	bv_doc_id__68_d52e2317
von	bv_doc_id__68_d52e2319
Grund	bv_doc_id__68_d52e2322
und	bv_doc_id__68_d52e2324
Boden	bv_doc_id__68_d52e2326
zu	bv_doc_id__68_d52e2328
entrichtenden	bv_doc_id__68_d52e2330
Steuern	bv_doc_id__68_d52e2332
<g/>
(	
Grund-	bv_doc_id__68_d52e2337
<g/>
,	
Haus-	bv_doc_id__68_d52e2341
<g/>
,	
bezw	bv_doc_id__68_d52e2345
<g/>
.	
Bodenwertsteuer	bv_doc_id__68_d52e2350
<g/>
)	
den	bv_doc_id__68_d52e2354
Ländern	bv_doc_id__68_d52e2356
zu	bv_doc_id__68_d52e2358
verbleiben	bv_doc_id__68_d52e2361
haben	bv_doc_id__68_d52e2363
<g/>
,	
daß	bv_doc_id__68_d52e2367
die	bv_doc_id__68_d52e2369
Steuer	bv_doc_id__68_d52e2371
im	bv_doc_id__68_d52e2374
Lande	bv_doc_id__68_d52e2376
der	bv_doc_id__68_d52e2378
Produktionsstätte	bv_doc_id__68_d52e2380
zu	bv_doc_id__68_d52e2382
entrichten	bv_doc_id__68_d52e2384
ist	bv_doc_id__68_d52e2387
und	bv_doc_id__68_d52e2389
daß	bv_doc_id__68_d52e2391
Doppelbesteuerung	bv_doc_id__68_d52e2393
zu	bv_doc_id__68_d52e2395
vermeiden	bv_doc_id__68_d52e2397
ist	bv_doc_id__68_d52e2400
<g/>
.	
12.	bv_doc_id__68_d52e2409
Das	bv_doc_id__68_d52e2412
bürgerliche	bv_doc_id__68_d52e2414
Recht	bv_doc_id__68_d52e2416
<g/>
,	
das	bv_doc_id__68_d52e2421
Strafrecht	bv_doc_id__68_d52e2423
<g/>
,	
des	bv_doc_id__68_d52e2427
Polizei=	bv_doc_id__68_d52e2429
Bundessteuer=	bv_doc_id__68_d52e2431
und	bv_doc_id__68_d52e2434
Gefällsstrafrecht	bv_doc_id__68_d52e2436
<g/>
,	
das	bv_doc_id__68_d52e2440
gerichtliche	bv_doc_id__68_d52e2442
Verfahren	bv_doc_id__68_d52e2444
<g/>
.	
13.	bv_doc_id__68_d52e2454
Arbeitsrecht	bv_doc_id__68_d52e2457
<g/>
,	
Arbeitsschutz	bv_doc_id__68_d52e2461
<g/>
,	
einschließlich	bv_doc_id__68_d52e2466
der	bv_doc_id__68_d52e2468
Gewerbeinspektion	bv_doc_id__68_d52e2470
<g/>
,	
Arbeitsnachweis	bv_doc_id__68_d52e2474
und	bv_doc_id__68_d52e2476
Sozialversicherung	bv_doc_id__68_d52e2479
(Art.	bv_doc_id__68_d52e2481
36	bv_doc_id__68_d52e2483
<g/>
).	
14.	bv_doc_id__68_d52e2492
Preßrecht	bv_doc_id__68_d52e2495
<g/>
.	
Art.	bv_doc_id__68_d52e2505
7.	bv_doc_id__68_d52e2507
Der	bv_doc_id__68_d52e2514
grundlegende	bv_doc_id__68_d52e2516
Wirkungskreis	bv_doc_id__68_d52e2518
des	bv_doc_id__68_d52e2520
Bundes	bv_doc_id__68_d52e2522
<g/>
.	
Zu	bv_doc_id__68_d52e2528
dem	bv_doc_id__68_d52e2530
grundlegenden	bv_doc_id__68_d52e2532
Wirkungskreis	bv_doc_id__68_d52e2534
des	bv_doc_id__68_d52e2537
Bundes	bv_doc_id__68_d52e2539
gehören	bv_doc_id__68_d52e2541
<g/>
:	
1.	bv_doc_id__68_d52e2550
Die	bv_doc_id__68_d52e2553
Organisation	bv_doc_id__68_d52e2555
der	bv_doc_id__68_d52e2557
Behörde	bv_doc_id__68_d52e2559
<g/>
,	
die	bv_doc_id__68_d52e2564
Regelung	bv_doc_id__68_d52e2566
des	bv_doc_id__68_d52e2568
Verhältnisses	bv_doc_id__68_d52e2570
der	bv_doc_id__68_d52e2572
Advokaten	bv_doc_id__68_d52e2575
und	bv_doc_id__68_d52e2577
Notare	bv_doc_id__68_d52e2579
<g/>
,	
die	bv_doc_id__68_d52e2583
Regelung	bv_doc_id__68_d52e2585
der	bv_doc_id__68_d52e2588
Rechte	bv_doc_id__68_d52e2590
der	bv_doc_id__68_d52e2592
öffentlichen	bv_doc_id__68_d52e2594
Angestellten	bv_doc_id__68_d52e2596
<g/>
.	
2.	bv_doc_id__68_d52e2605
Das	bv_doc_id__68_d52e2608
Versicherungswesen	bv_doc_id__68_d52e2610
mit	bv_doc_id__68_d52e2612
Ausnahme	bv_doc_id__68_d52e2614
der	bv_doc_id__68_d52e2617
Sozialversicherung	bv_doc_id__68_d52e2619
<g/>
.	
3.	bv_doc_id__68_d52e2628
Das	bv_doc_id__68_d52e2631
Fürsorgewesen	bv_doc_id__68_d52e2633
<g/>
,	
insbesondere	bv_doc_id__68_d52e2637
hinsichtlich	bv_doc_id__68_d52e2640
der	bv_doc_id__68_d52e2642
Kriegsbeschädigten	bv_doc_id__68_d52e2644
<g/>
,	
der	bv_doc_id__68_d52e2648
Kriegswitwen	bv_doc_id__68_d52e2650
und	bv_doc_id__68_d52e2653
=Waisen	bv_doc_id__68_d52e2655
<g/>
,	
der	bv_doc_id__68_d52e2659
Schutz	bv_doc_id__68_d52e2661
der	bv_doc_id__68_d52e2663
Mutterschaft	bv_doc_id__68_d52e2666
<g/>
,	
Säuglings=	bv_doc_id__68_d52e2670
und	bv_doc_id__68_d52e2672
Jugendfürsorge	bv_doc_id__68_d52e2674
<g/>
.	
4.	bv_doc_id__68_d52e2684
Volkswohnungs=	bv_doc_id__68_d52e2687
und	bv_doc_id__68_d52e2689
Heimstättenwesen	bv_doc_id__68_d52e2691
<g/>
.	
5.	bv_doc_id__68_d52e2700
Das	bv_doc_id__68_d52e2703
Handel=	bv_doc_id__68_d52e2705
und	bv_doc_id__68_d52e2707
Gewerbewesen	bv_doc_id__68_d52e2709
mit	bv_doc_id__68_d52e2712
Ausnahme	bv_doc_id__68_d52e2714
des	bv_doc_id__68_d52e2716
Bank-	bv_doc_id__68_d52e2718
und	bv_doc_id__68_d52e2720
Börsenwesens	bv_doc_id__68_d52e2722
<g/>
,	
Bekämpfung	bv_doc_id__68_d52e2727
des	bv_doc_id__68_d52e2729
unlauteren	bv_doc_id__68_d52e2731
Wettbewerbes	bv_doc_id__68_d52e2733
6.	bv_doc_id__68_d52e2740
Die	bv_doc_id__68_d52e2743
Gesetzgebung	bv_doc_id__68_d52e2745
über	bv_doc_id__68_d52e2747
Berufsverbände	bv_doc_id__68_d52e2749
<g/>
,	
Planwirtschaft	bv_doc_id__68_d52e2754
und	bv_doc_id__68_d52e2756
Enteignung	bv_doc_id__68_d52e2758
<g/>
.	
7.	bv_doc_id__68_d52e2767
Der	bv_doc_id__68_d52e2770
Verkehr	bv_doc_id__68_d52e2772
mit	bv_doc_id__68_d52e2774
Nahrungs=	bv_doc_id__68_d52e2776
und	bv_doc_id__68_d52e2779
Genußmitteln	bv_doc_id__68_d52e2781
sowie	bv_doc_id__68_d52e2783
mit	bv_doc_id__68_d52e2785
notwendigen	bv_doc_id__68_d52e2787
Bedarfsgegenständen	bv_doc_id__68_d52e2789
<g/>
.	
8.	bv_doc_id__68_d52e2799
Das	bv_doc_id__68_d52e2802
Vereins=	bv_doc_id__68_d52e2804
und	bv_doc_id__68_d52e2806
Versammlungsrecht	bv_doc_id__68_d52e2808
<g/>
.	
9.	bv_doc_id__68_d52e2818
Die	bv_doc_id__68_d52e2821
Regelung	bv_doc_id__68_d52e2823
der	bv_doc_id__68_d52e2825
Religionsgesellschaften	bv_doc_id__68_d52e2827
<g/>
.	
10.	bv_doc_id__68_d52e2838
Personalstandsangelegenheiten	bv_doc_id__68_d52e2841
<g/>
,	
einschließlich	bv_doc_id__68_d52e2845
der	bv_doc_id__68_d52e2847
Matrikenführung	bv_doc_id__68_d52e2850
<g/>
.	
11.	bv_doc_id__68_d52e2859
Vermessungswesen	bv_doc_id__68_d52e2862
<g/>
.	
12.	bv_doc_id__68_d52e2871
Bestattungswesen	bv_doc_id__68_d52e2874
<g/>
.	
Art.	bv_doc_id__68_d52e2884
8.	bv_doc_id__68_d52e2886
Der	bv_doc_id__68_d52e2893
grundsätzliche	bv_doc_id__68_d52e2895
Wirkungskreis	bv_doc_id__68_d52e2897
<g/>
.	
Zum	bv_doc_id__68_d52e2902
grundsätzlichen	bv_doc_id__68_d52e2904
Wirkungskreis	bv_doc_id__68_d52e2906
des	bv_doc_id__68_d52e2908
Bundes	bv_doc_id__68_d52e2911
gehört	bv_doc_id__68_d52e2913
<g/>
:	
1.	bv_doc_id__68_d52e2922
Das	bv_doc_id__68_d52e2925
Heimatrecht	bv_doc_id__68_d52e2927
und	bv_doc_id__68_d52e2929
das	bv_doc_id__68_d52e2931
Landesbürgerrecht	bv_doc_id__68_d52e2934
<g/>
.	
2.	bv_doc_id__68_d52e2943
Das	bv_doc_id__68_d52e2946
Forstwesen	bv_doc_id__68_d52e2948
<g/>
.	
3.	bv_doc_id__68_d52e2957
Das	bv_doc_id__68_d52e2960
Agrarwesen	bv_doc_id__68_d52e2962
4.	bv_doc_id__68_d52e2970
Das	bv_doc_id__68_d52e2973
Fach=	bv_doc_id__68_d52e2975
und	bv_doc_id__68_d52e2977
Fortbildungsschulwesen	bv_doc_id__68_d52e2979
<g/>
.	
5.	bv_doc_id__68_d52e2989
Das	bv_doc_id__68_d52e2992
Bankwesen	bv_doc_id__68_d52e2994
<g/>
,	
soweit	bv_doc_id__68_d52e2998
es	bv_doc_id__68_d52e3001
nicht	bv_doc_id__68_d52e3003
in	bv_doc_id__68_d52e3005
den	bv_doc_id__68_d52e3007
ausschließlichen	bv_doc_id__68_d52e3009
Wirkungskreis	bv_doc_id__68_d52e3011
fällt	bv_doc_id__68_d52e3014
<g/>
.	
6.	bv_doc_id__68_d52e3023
Das	bv_doc_id__68_d52e3026
Bauwesen	bv_doc_id__68_d52e3028
<g/>
.	
7.	bv_doc_id__68_d52e3037
Das	bv_doc_id__68_d52e3040
Ernährungswesen	bv_doc_id__68_d52e3042
8.	bv_doc_id__68_d52e3049
Das	bv_doc_id__68_d52e3052
Wasserrechtwesen	bv_doc_id__68_d52e3054
<g/>
.	
Art.	bv_doc_id__68_d52e3065
9.	bv_doc_id__68_d52e3067
Die	bv_doc_id__68_d52e3074
Landesverfassungen	bv_doc_id__68_d52e3076
<g/>
.	
Jedes	bv_doc_id__68_d52e3081
Land	bv_doc_id__68_d52e3083
muß	bv_doc_id__68_d52e3085
eine	bv_doc_id__68_d52e3087
demokratische	bv_doc_id__68_d52e3090
<g/>
,	
republikanische	bv_doc_id__68_d52e3094
Verfassung	bv_doc_id__68_d52e3096
haben	bv_doc_id__68_d52e3098
<g/>
.	
Die	bv_doc_id__68_d52e3103
politische	bv_doc_id__68_d52e3105
Volksvertretung	bv_doc_id__68_d52e3107
in	bv_doc_id__68_d52e3109
Land	bv_doc_id__68_d52e3111
und	bv_doc_id__68_d52e3113
Gemeinde	bv_doc_id__68_d52e3116
muß	bv_doc_id__68_d52e3118
in	bv_doc_id__68_d52e3120
allgemeiner	bv_doc_id__68_d52e3122
<g/>
,	
gleicher	bv_doc_id__68_d52e3126
<g/>
,	
unmittelbarer	bv_doc_id__68_d52e3131
und	bv_doc_id__68_d52e3133
geheimer	bv_doc_id__68_d52e3135
Wahl	bv_doc_id__68_d52e3137
nach	bv_doc_id__68_d52e3139
den	bv_doc_id__68_d52e3142
Grundsätzen	bv_doc_id__68_d52e3144
der	bv_doc_id__68_d52e3146
Verhältniswahl	bv_doc_id__68_d52e3148
von	bv_doc_id__68_d52e3150
Männern	bv_doc_id__68_d52e3152
und	bv_doc_id__68_d52e3155
Frauen	bv_doc_id__68_d52e3157
gewählt	bv_doc_id__68_d52e3159
werden	bv_doc_id__68_d52e3161
<g/>
.	
Nur	bv_doc_id__68_d52e3165
die	bv_doc_id__68_d52e3168
Wahlberechtigung	bv_doc_id__68_d52e3170
in	bv_doc_id__68_d52e3172
die	bv_doc_id__68_d52e3174
Gemeinde	bv_doc_id__68_d52e3176
kann	bv_doc_id__68_d52e3178
durch	bv_doc_id__68_d52e3181
die	bv_doc_id__68_d52e3183
Bedingung	bv_doc_id__68_d52e3185
des	bv_doc_id__68_d52e3187
einjährigen	bv_doc_id__68_d52e3189
Aufenthaltes	bv_doc_id__68_d52e3191
in	bv_doc_id__68_d52e3194
der	bv_doc_id__68_d52e3196
Gemeinde	bv_doc_id__68_d52e3198
beschränkt	bv_doc_id__68_d52e3200
werden	bv_doc_id__68_d52e3202
<g/>
.	
Jedes	bv_doc_id__68_d52e3207
Land	bv_doc_id__68_d52e3209
muß	bv_doc_id__68_d52e3211
um	bv_doc_id__68_d52e3213
die	bv_doc_id__68_d52e3215
Gewährleistung	bv_doc_id__68_d52e3217
seiner	bv_doc_id__68_d52e3220
Verfassung	bv_doc_id__68_d52e3222
beim	bv_doc_id__68_d52e3224
Bund	bv_doc_id__68_d52e3226
ansuchen	bv_doc_id__68_d52e3228
<g/>
.	
<g/>
-	
3	bv_doc_id__68_d52e3237
<g/>
-	
Sofern	bv_doc_id__68_d52e3243
die	bv_doc_id__68_d52e3246
Landesverfassung	bv_doc_id__68_d52e3248
den	bv_doc_id__68_d52e3250
Vorschriften	bv_doc_id__68_d52e3252
der	bv_doc_id__68_d52e3254
Bundes	bv_doc_id__68_d52e3256
verfassung	bv_doc_id__68_d52e3259
nicht	bv_doc_id__68_d52e3261
widerstreitet	bv_doc_id__68_d52e3263
<g/>
,	
hat	bv_doc_id__68_d52e3267
der	bv_doc_id__68_d52e3269
Bund	bv_doc_id__68_d52e3272
die	bv_doc_id__68_d52e3274
Landesversassung	bv_doc_id__68_d52e3276
zu	bv_doc_id__68_d52e3278
gewährleisten	bv_doc_id__68_d52e3280
<g/>
.	
Mit	bv_doc_id__68_d52e3285
der	bv_doc_id__68_d52e3287
Gewährleistung	bv_doc_id__68_d52e3289
übernimmt	bv_doc_id__68_d52e3291
der	bv_doc_id__68_d52e3293
Bund	bv_doc_id__68_d52e3295
die	bv_doc_id__68_d52e3298
Pflicht	bv_doc_id__68_d52e3300
<g/>
,	
die	bv_doc_id__68_d52e3304
Landesverfassung	bv_doc_id__68_d52e3306
gegen	bv_doc_id__68_d52e3308
innere	bv_doc_id__68_d52e3311
und	bv_doc_id__68_d52e3313
äußere	bv_doc_id__68_d52e3315
Angriffe	bv_doc_id__68_d52e3317
zu	bv_doc_id__68_d52e3319
schützen	bv_doc_id__68_d52e3321
<g/>
.	
Art.	bv_doc_id__68_d52e3332
10.	bv_doc_id__68_d52e3334
Die	bv_doc_id__68_d52e3341
Ausübung	bv_doc_id__68_d52e3343
der	bv_doc_id__68_d52e3345
Staatsgewalt	bv_doc_id__68_d52e3347
<g/>
.	
Die	bv_doc_id__68_d52e3352
Staatsgewalt	bv_doc_id__68_d52e3354
wird	bv_doc_id__68_d52e3356
in	bv_doc_id__68_d52e3358
Bundesangelegenheiten	bv_doc_id__68_d52e3361
durch	bv_doc_id__68_d52e3363
Organe	bv_doc_id__68_d52e3365
des	bv_doc_id__68_d52e3367
Bundes	bv_doc_id__68_d52e3369
auf	bv_doc_id__68_d52e3371
Grund	bv_doc_id__68_d52e3374
der	bv_doc_id__68_d52e3376
Bundesverfassung	bv_doc_id__68_d52e3378
<g/>
,	
in	bv_doc_id__68_d52e3382
Landesangelegenheiten	bv_doc_id__68_d52e3384
durch	bv_doc_id__68_d52e3387
Organe	bv_doc_id__68_d52e3389
der	bv_doc_id__68_d52e3391
Länder	bv_doc_id__68_d52e3393
auf	bv_doc_id__68_d52e3395
Grund	bv_doc_id__68_d52e3397
der	bv_doc_id__68_d52e3400
Landeslassungen	bv_doc_id__68_d52e3402
ausgeübt	bv_doc_id__68_d52e3404
<g/>
.	
Soweit	bv_doc_id__68_d52e3408
den	bv_doc_id__68_d52e3410
Ländern	bv_doc_id__68_d52e3413
die	bv_doc_id__68_d52e3415
Durchführung	bv_doc_id__68_d52e3417
der	bv_doc_id__68_d52e3419
Bundesgesetze	bv_doc_id__68_d52e3421
überlassen	bv_doc_id__68_d52e3423
ist	bv_doc_id__68_d52e3426
<g/>
,	
sind	bv_doc_id__68_d52e3430
sie	bv_doc_id__68_d52e3432
verpflichtet	bv_doc_id__68_d52e3434
<g/>
,	
sich	bv_doc_id__68_d52e3439
der	bv_doc_id__68_d52e3441
Aufsicht	bv_doc_id__68_d52e3443
des	bv_doc_id__68_d52e3445
Bundes	bv_doc_id__68_d52e3447
zu	bv_doc_id__68_d52e3449
unterwerfen	bv_doc_id__68_d52e3452
und	bv_doc_id__68_d52e3454
über	bv_doc_id__68_d52e3456
Ersuchen	bv_doc_id__68_d52e3458
des	bv_doc_id__68_d52e3460
Bundes	bv_doc_id__68_d52e3462
Mängel	bv_doc_id__68_d52e3465
zu	bv_doc_id__68_d52e3467
beseitigen	bv_doc_id__68_d52e3469
<g/>
.	
II	bv_doc_id__68_d52e3475
<g/>
.	
Hauptteil	bv_doc_id__68_d52e3479
<g/>
.	
Grundrechte	bv_doc_id__68_d52e3486
und	bv_doc_id__68_d52e3488
Pflichten	bv_doc_id__68_d52e3490
der	bv_doc_id__68_d52e3492
Staatsbürger	bv_doc_id__68_d52e3494
<g/>
.	
Art.	bv_doc_id__68_d52e3506
11.	bv_doc_id__68_d52e3508
Bundes-	bv_doc_id__68_d52e3515
oder	bv_doc_id__68_d52e3517
Staatsbürgerschaft	bv_doc_id__68_d52e3519
<g/>
.	
Jedes	bv_doc_id__68_d52e3524
Land	bv_doc_id__68_d52e3526
hat	bv_doc_id__68_d52e3528
eine	bv_doc_id__68_d52e3530
Landesbürgerschaft	bv_doc_id__68_d52e3533
<g/>
.	
Die	bv_doc_id__68_d52e3537
Voraussetzungen	bv_doc_id__68_d52e3539
für	bv_doc_id__68_d52e3541
Erwerb	bv_doc_id__68_d52e3543
und	bv_doc_id__68_d52e3546
Verlust	bv_doc_id__68_d52e3548
der	bv_doc_id__68_d52e3550
Landesbürgerschaft	bv_doc_id__68_d52e3552
sind	bv_doc_id__68_d52e3554
in	bv_doc_id__68_d52e3556
jedem	bv_doc_id__68_d52e3559
Lande	bv_doc_id__68_d52e3561
gleich	bv_doc_id__68_d52e3563
und	bv_doc_id__68_d52e3565
durch	bv_doc_id__68_d52e3567
grundsätzliches	bv_doc_id__68_d52e3569
Bundesgesetz	bv_doc_id__68_d52e3572
geregelt	bv_doc_id__68_d52e3574
Grundlegende	bv_doc_id__68_d52e3576
Voraussetzung	bv_doc_id__68_d52e3578
ist	bv_doc_id__68_d52e3580
die	bv_doc_id__68_d52e3582
Zusicherung	bv_doc_id__68_d52e3585
der	bv_doc_id__68_d52e3587
Aufnahme	bv_doc_id__68_d52e3589
in	bv_doc_id__68_d52e3591
den	bv_doc_id__68_d52e3593
Heimatsverband	bv_doc_id__68_d52e3595
einer	bv_doc_id__68_d52e3598
Gemeinde	bv_doc_id__68_d52e3600
Mit	bv_doc_id__68_d52e3602
dem	bv_doc_id__68_d52e3604
Erwerb	bv_doc_id__68_d52e3606
der	bv_doc_id__68_d52e3608
Landesbürgerschaft	bv_doc_id__68_d52e3611
wird	bv_doc_id__68_d52e3613
die	bv_doc_id__68_d52e3615
Bundes-	bv_doc_id__68_d52e3617
oder	bv_doc_id__68_d52e3619
Staatsbürgerschaft	bv_doc_id__68_d52e3621
erworben	bv_doc_id__68_d52e3624
Jeder	bv_doc_id__68_d52e3626
Staatsbürger	bv_doc_id__68_d52e3628
hat	bv_doc_id__68_d52e3630
in	bv_doc_id__68_d52e3632
jedem	bv_doc_id__68_d52e3634
Lande	bv_doc_id__68_d52e3637
gleiche	bv_doc_id__68_d52e3639
Rechte	bv_doc_id__68_d52e3641
und	bv_doc_id__68_d52e3643
Pflichten	bv_doc_id__68_d52e3645
<g/>
.	
Art.	bv_doc_id__68_d52e3655
12.	bv_doc_id__68_d52e3657
Gleichheit	bv_doc_id__68_d52e3664
der	bv_doc_id__68_d52e3666
Staatsbürger	bv_doc_id__68_d52e3668
<g/>
.	
Die	bv_doc_id__68_d52e3673
Staatsbürger	bv_doc_id__68_d52e3675
sind	bv_doc_id__68_d52e3677
vor	bv_doc_id__68_d52e3679
dem	bv_doc_id__68_d52e3682
Gesetze	bv_doc_id__68_d52e3684
gleich	bv_doc_id__68_d52e3686
<g/>
;	
sie	bv_doc_id__68_d52e3690
haben	bv_doc_id__68_d52e3692
ohne	bv_doc_id__68_d52e3695
Unterschied	bv_doc_id__68_d52e3697
des	bv_doc_id__68_d52e3699
Geschlechtes	bv_doc_id__68_d52e3701
gleiche	bv_doc_id__68_d52e3703
Rechte	bv_doc_id__68_d52e3705
und	bv_doc_id__68_d52e3708
Pflichten	bv_doc_id__68_d52e3710
<g/>
.	
Alle	bv_doc_id__68_d52e3714
Standesvorrechte	bv_doc_id__68_d52e3716
sind	bv_doc_id__68_d52e3718
abgeschafft	bv_doc_id__68_d52e3721
<g/>
.	
Titel	bv_doc_id__68_d52e3725
und	bv_doc_id__68_d52e3727
Ehrenzeichen	bv_doc_id__68_d52e3729
dürfen	bv_doc_id__68_d52e3731
nur	bv_doc_id__68_d52e3734
auf	bv_doc_id__68_d52e3736
Grund	bv_doc_id__68_d52e3738
von	bv_doc_id__68_d52e3740
Gesetzen	bv_doc_id__68_d52e3742
verliehen	bv_doc_id__68_d52e3744
werden	bv_doc_id__68_d52e3747
<g/>
.	
Ausländische	bv_doc_id__68_d52e3751
Titel	bv_doc_id__68_d52e3753
und	bv_doc_id__68_d52e3755
Ehrenzeichen	bv_doc_id__68_d52e3757
dürfen	bv_doc_id__68_d52e3760
nur	bv_doc_id__68_d52e3762
mit	bv_doc_id__68_d52e3764
Zustimmung	bv_doc_id__68_d52e3766
der	bv_doc_id__68_d52e3768
Bundesregierung	bv_doc_id__68_d52e3770
angenommen	bv_doc_id__68_d52e3773
werden	bv_doc_id__68_d52e3775
<g/>
.	
Art.	bv_doc_id__68_d52e3785
13.	bv_doc_id__68_d52e3787
Freiheit	bv_doc_id__68_d52e3794
der	bv_doc_id__68_d52e3796
Person	bv_doc_id__68_d52e3798
<g/>
.	
Die	bv_doc_id__68_d52e3803
Freiheit	bv_doc_id__68_d52e3805
der	bv_doc_id__68_d52e3807
Person	bv_doc_id__68_d52e3809
ist	bv_doc_id__68_d52e3812
unverletzlich	bv_doc_id__68_d52e3814
<g/>
.	
Außer	bv_doc_id__68_d52e3818
im	bv_doc_id__68_d52e3820
Falle	bv_doc_id__68_d52e3822
der	bv_doc_id__68_d52e3825
Ergreifung	bv_doc_id__68_d52e3827
auf	bv_doc_id__68_d52e3829
frischer	bv_doc_id__68_d52e3831
Tat	bv_doc_id__68_d52e3833
kann	bv_doc_id__68_d52e3835
eine	bv_doc_id__68_d52e3838
Verhaftung	bv_doc_id__68_d52e3840
nur	bv_doc_id__68_d52e3842
auf	bv_doc_id__68_d52e3844
Grund	bv_doc_id__68_d52e3846
eines	bv_doc_id__68_d52e3848
Befehles	bv_doc_id__68_d52e3851
erfolgen	bv_doc_id__68_d52e3853
<g/>
,	
der	bv_doc_id__68_d52e3857
von	bv_doc_id__68_d52e3859
einem	bv_doc_id__68_d52e3861
Strafgericht	bv_doc_id__68_d52e3864
oder	bv_doc_id__68_d52e3866
Gefällsstrafgericht	bv_doc_id__68_d52e3868
erlassen	bv_doc_id__68_d52e3870
ist	bv_doc_id__68_d52e3872
<g/>
.	
Der	bv_doc_id__68_d52e3877
Verhaftete	bv_doc_id__68_d52e3879
ist	bv_doc_id__68_d52e3881
im	bv_doc_id__68_d52e3883
Laufe	bv_doc_id__68_d52e3885
des	bv_doc_id__68_d52e3887
folgenden	bv_doc_id__68_d52e3890
Tages	bv_doc_id__68_d52e3892
dem	bv_doc_id__68_d52e3894
Gerichte	bv_doc_id__68_d52e3896
zu	bv_doc_id__68_d52e3898
übergeben	bv_doc_id__68_d52e3900
oder	bv_doc_id__68_d52e3903
freizulassen	bv_doc_id__68_d52e3905
<g/>
.	
Widerrechtlich	bv_doc_id__68_d52e3909
verfügte	bv_doc_id__68_d52e3911
oder	bv_doc_id__68_d52e3913
verlängerte	bv_doc_id__68_d52e3916
Gefangenschaft	bv_doc_id__68_d52e3918
gewährt	bv_doc_id__68_d52e3920
Anspruch	bv_doc_id__68_d52e3922
auf	bv_doc_id__68_d52e3924
Genugtuung	bv_doc_id__68_d52e3926
und	bv_doc_id__68_d52e3929
Schadenersatz	bv_doc_id__68_d52e3931
<g/>
.	
Dieser	bv_doc_id__68_d52e3935
Anspruch	bv_doc_id__68_d52e3937
besteht	bv_doc_id__68_d52e3939
