<doc id="bv_doc_id__69" attrs="word lemma type">
Deutscher	bv_doc_id__69_d53e299
Verfahren	bv_doc_id__69_d53e2109
<g/>
,	
das	bv_doc_id__69_d53e2114
Preßrecht	bv_doc_id__69_d53e2116
<g/>
,	
die	bv_doc_id__69_d53e2120
Organisation	bv_doc_id__69_d53e2122
der	bv_doc_id__69_d53e2125
Bundesbehörden	bv_doc_id__69_d53e2127
<g/>
.	
Art.	bv_doc_id__69_d53e2137
7.	bv_doc_id__69_d53e2139
Der	bv_doc_id__69_d53e2146
grundlegende	bv_doc_id__69_d53e2148
Wirkungskreis	bv_doc_id__69_d53e2150
des	bv_doc_id__69_d53e2152
Bundes	bv_doc_id__69_d53e2154
<g/>
.	
Zu	bv_doc_id__69_d53e2160
dem	bv_doc_id__69_d53e2162
grundlegenden	bv_doc_id__69_d53e2164
Wirkungskreis	bv_doc_id__69_d53e2166
des	bv_doc_id__69_d53e2169
Bundes	bv_doc_id__69_d53e2171
gehören	bv_doc_id__69_d53e2173
<g/>
:	
1.	bv_doc_id__69_d53e2182
Die	bv_doc_id__69_d53e2185
Organisation	bv_doc_id__69_d53e2187
der	bv_doc_id__69_d53e2189
Behörde	bv_doc_id__69_d53e2191
<g/>
,	
die	bv_doc_id__69_d53e2196
Regelung	bv_doc_id__69_d53e2198
des	bv_doc_id__69_d53e2200
Verhältnisses	bv_doc_id__69_d53e2202
der	bv_doc_id__69_d53e2204
Advokaten	bv_doc_id__69_d53e2207
und	bv_doc_id__69_d53e2209
Notare	bv_doc_id__69_d53e2211
<g/>
,	
die	bv_doc_id__69_d53e2215
Regelung	bv_doc_id__69_d53e2217
der	bv_doc_id__69_d53e2220
Rechte	bv_doc_id__69_d53e2222
der	bv_doc_id__69_d53e2224
öffentlichen	bv_doc_id__69_d53e2226
Angestellten	bv_doc_id__69_d53e2228
<g/>
.	
2.	bv_doc_id__69_d53e2237
Die	bv_doc_id__69_d53e2240
Regelung	bv_doc_id__69_d53e2242
des	bv_doc_id__69_d53e2244
Arbeitsrechtes	bv_doc_id__69_d53e2246
<g/>
,	
des	bv_doc_id__69_d53e2251
Arbeitschutzes	bv_doc_id__69_d53e2253
und	bv_doc_id__69_d53e2255
des	bv_doc_id__69_d53e2257
Arbeitsnachweises	bv_doc_id__69_d53e2259
<g/>
.	
<g/>
-	
2	bv_doc_id__69_d53e2269
<g/>
-	
3.	bv_doc_id__69_d53e2275
Die	bv_doc_id__69_d53e2278
Regelung	bv_doc_id__69_d53e2280
der	bv_doc_id__69_d53e2282
Versicherung	bv_doc_id__69_d53e2284
für	bv_doc_id__69_d53e2286
den	bv_doc_id__69_d53e2288
Fall	bv_doc_id__69_d53e2291
der	bv_doc_id__69_d53e2293
Krankheit	bv_doc_id__69_d53e2295
<g/>
,	
des	bv_doc_id__69_d53e2299
Alters	bv_doc_id__69_d53e2301
<g/>
,	
der	bv_doc_id__69_d53e2306
Arbeitslosigkeit	bv_doc_id__69_d53e2308
und	bv_doc_id__69_d53e2310
des	bv_doc_id__69_d53e2312
Unfalles	bv_doc_id__69_d53e2314
<g/>
.	
4.	bv_doc_id__69_d53e2325
Das	bv_doc_id__69_d53e2328
Fürsorgewesen	bv_doc_id__69_d53e2330
<g/>
,	
insbesondere	bv_doc_id__69_d53e2334
hinsichtlich	bv_doc_id__69_d53e2337
der	bv_doc_id__69_d53e2339
Kriegsbeschädigten	bv_doc_id__69_d53e2341
<g/>
,	
der	bv_doc_id__69_d53e2345
Kriegswitwen	bv_doc_id__69_d53e2347
und	bv_doc_id__69_d53e2350
-Waisen	bv_doc_id__69_d53e2352
<g/>
,	
der	bv_doc_id__69_d53e2356
Schutz	bv_doc_id__69_d53e2358
der	bv_doc_id__69_d53e2360
Mutterschaft	bv_doc_id__69_d53e2363
<g/>
.	
5.	bv_doc_id__69_d53e2372
Das	bv_doc_id__69_d53e2375
Handel=	bv_doc_id__69_d53e2377
und	bv_doc_id__69_d53e2379
Gewerbewesen	bv_doc_id__69_d53e2381
mit	bv_doc_id__69_d53e2384
Ausnahme	bv_doc_id__69_d53e2386
des	bv_doc_id__69_d53e2388
Bank-	bv_doc_id__69_d53e2390
und	bv_doc_id__69_d53e2392
Börsenwesens	bv_doc_id__69_d53e2394
<g/>
.	
6.	bv_doc_id__69_d53e2404
Die	bv_doc_id__69_d53e2407
Gesetzgebung	bv_doc_id__69_d53e2409
über	bv_doc_id__69_d53e2411
Berufsverbände	bv_doc_id__69_d53e2413
<g/>
,	
Planwirtschaft	bv_doc_id__69_d53e2418
und	bv_doc_id__69_d53e2420
Enteignung	bv_doc_id__69_d53e2422
<g/>
.	
7.	bv_doc_id__69_d53e2431
Das	bv_doc_id__69_d53e2434
Ernährungswesen	bv_doc_id__69_d53e2436
<g/>
.	
8.	bv_doc_id__69_d53e2445
Das	bv_doc_id__69_d53e2448
Wasserrechtswesen	bv_doc_id__69_d53e2450
<g/>
.	
Art.	bv_doc_id__69_d53e2460
8	bv_doc_id__69_d53e2462
Der	bv_doc_id__69_d53e2469
grundsätzliche	bv_doc_id__69_d53e2471
Wirkungskreis	bv_doc_id__69_d53e2473
<g/>
.	
Zum	bv_doc_id__69_d53e2478
grundsätzlichen	bv_doc_id__69_d53e2480
Wirkungskreis	bv_doc_id__69_d53e2482
des	bv_doc_id__69_d53e2484
Bundes	bv_doc_id__69_d53e2487
gehört	bv_doc_id__69_d53e2489
<g/>
:	
1.	bv_doc_id__69_d53e2498
Das	bv_doc_id__69_d53e2501
Heimatrecht	bv_doc_id__69_d53e2503
und	bv_doc_id__69_d53e2505
das	bv_doc_id__69_d53e2507
Landesbürgerrecht	bv_doc_id__69_d53e2510
<g/>
;	
2.	bv_doc_id__69_d53e2519
das	bv_doc_id__69_d53e2522
Forstwesen	bv_doc_id__69_d53e2524
<g/>
;	
3.	bv_doc_id__69_d53e2533
das	bv_doc_id__69_d53e2536
Agrarwesen	bv_doc_id__69_d53e2538
<g/>
;	
4.	bv_doc_id__69_d53e2548
das	bv_doc_id__69_d53e2551
Kultuswesen	bv_doc_id__69_d53e2553
<g/>
;	
5.	bv_doc_id__69_d53e2562
das	bv_doc_id__69_d53e2565
Bankwesen	bv_doc_id__69_d53e2567
<g/>
,	
soweit	bv_doc_id__69_d53e2571
es	bv_doc_id__69_d53e2574
nicht	bv_doc_id__69_d53e2576
in	bv_doc_id__69_d53e2578
den	bv_doc_id__69_d53e2580
ausschließlichen	bv_doc_id__69_d53e2582
Wirkungskreis	bv_doc_id__69_d53e2584
fällt	bv_doc_id__69_d53e2587
<g/>
.	
Art.	bv_doc_id__69_d53e2597
9.	bv_doc_id__69_d53e2599
Die	bv_doc_id__69_d53e2606
Landesverfassungen	bv_doc_id__69_d53e2608
<g/>
.	
Jedes	bv_doc_id__69_d53e2616
Land	bv_doc_id__69_d53e2618
muß	bv_doc_id__69_d53e2620
eine	bv_doc_id__69_d53e2622
demokratische	bv_doc_id__69_d53e2624
Verfassung	bv_doc_id__69_d53e2627
haben	bv_doc_id__69_d53e2629
<g/>
.	
Die	bv_doc_id__69_d53e2633
politische	bv_doc_id__69_d53e2635
Volksvertretung	bv_doc_id__69_d53e2637
in	bv_doc_id__69_d53e2640
Land	bv_doc_id__69_d53e2642
und	bv_doc_id__69_d53e2644
Gemeinde	bv_doc_id__69_d53e2646
muß	bv_doc_id__69_d53e2648
in	bv_doc_id__69_d53e2650
allgemeiner	bv_doc_id__69_d53e2653
<g/>
,	
gleicher	bv_doc_id__69_d53e2657
<g/>
,	
unmittelbarer	bv_doc_id__69_d53e2661
und	bv_doc_id__69_d53e2663
geheimer	bv_doc_id__69_d53e2666
Wahl	bv_doc_id__69_d53e2668
nach	bv_doc_id__69_d53e2670
den	bv_doc_id__69_d53e2672
Grundsätzen	bv_doc_id__69_d53e2674
der	bv_doc_id__69_d53e2676
Verhältniswahl	bv_doc_id__69_d53e2679
von	bv_doc_id__69_d53e2681
Männern	bv_doc_id__69_d53e2683
und	bv_doc_id__69_d53e2685
Frauen	bv_doc_id__69_d53e2687
gewählt	bv_doc_id__69_d53e2689
werden	bv_doc_id__69_d53e2692
<g/>
.	
Nur	bv_doc_id__69_d53e2696
die	bv_doc_id__69_d53e2698
Wahlberechtigung	bv_doc_id__69_d53e2700
in	bv_doc_id__69_d53e2702
die	bv_doc_id__69_d53e2705
Gemeinde	bv_doc_id__69_d53e2707
kann	bv_doc_id__69_d53e2709
durch	bv_doc_id__69_d53e2711
die	bv_doc_id__69_d53e2713
Bedingung	bv_doc_id__69_d53e2715
des	bv_doc_id__69_d53e2718
einjährigen	bv_doc_id__69_d53e2720
Aufenthaltes	bv_doc_id__69_d53e2722
in	bv_doc_id__69_d53e2724
der	bv_doc_id__69_d53e2726
Gemeinde	bv_doc_id__69_d53e2728
beschränkt	bv_doc_id__69_d53e2731
werden	bv_doc_id__69_d53e2733
<g/>
.	
Jedes	bv_doc_id__69_d53e2737
Land	bv_doc_id__69_d53e2739
muß	bv_doc_id__69_d53e2741
um	bv_doc_id__69_d53e2744
die	bv_doc_id__69_d53e2746
Gewährleistung	bv_doc_id__69_d53e2748
seiner	bv_doc_id__69_d53e2750
Verfassung	bv_doc_id__69_d53e2752
Bund	bv_doc_id__69_d53e2754
ansuchen	bv_doc_id__69_d53e2757
<g/>
.	
Sofern	bv_doc_id__69_d53e2761
die	bv_doc_id__69_d53e2763
Landesverfassung	bv_doc_id__69_d53e2765
den	bv_doc_id__69_d53e2767
Vorschriften	bv_doc_id__69_d53e2770
der	bv_doc_id__69_d53e2772
Bundesverfassung	bv_doc_id__69_d53e2774
nicht	bv_doc_id__69_d53e2776
widerstreitet	bv_doc_id__69_d53e2778
<g/>
,	
hat	bv_doc_id__69_d53e2783
der	bv_doc_id__69_d53e2785
Bund	bv_doc_id__69_d53e2787
die	bv_doc_id__69_d53e2789
Landesversassung	bv_doc_id__69_d53e2791
zu	bv_doc_id__69_d53e2793
gewährleisten	bv_doc_id__69_d53e2796
<g/>
.	
Mit	bv_doc_id__69_d53e2800
der	bv_doc_id__69_d53e2802
Gewäyrleistung	bv_doc_id__69_d53e2804
übernimmt	bv_doc_id__69_d53e2806
der	bv_doc_id__69_d53e2809
Bund	bv_doc_id__69_d53e2811
die	bv_doc_id__69_d53e2813
Pflicht	bv_doc_id__69_d53e2815
<g/>
,	
die	bv_doc_id__69_d53e2819
Landesverfassung	bv_doc_id__69_d53e2822
gegen	bv_doc_id__69_d53e2824
innere	bv_doc_id__69_d53e2826
und	bv_doc_id__69_d53e2828
äußere	bv_doc_id__69_d53e2830
Angriffe	bv_doc_id__69_d53e2832
zu	bv_doc_id__69_d53e2835
schützen	bv_doc_id__69_d53e2837
<g/>
.	
Art.	bv_doc_id__69_d53e2848
10.	bv_doc_id__69_d53e2850
Die	bv_doc_id__69_d53e2857
Ausübung	bv_doc_id__69_d53e2859
der	bv_doc_id__69_d53e2861
Staatsgewalt	bv_doc_id__69_d53e2863
<g/>
.	
Die	bv_doc_id__69_d53e2868
Staatsgewalt	bv_doc_id__69_d53e2870
wird	bv_doc_id__69_d53e2872
in	bv_doc_id__69_d53e2874
Bundesangelegenheiten	bv_doc_id__69_d53e2877
durch	bv_doc_id__69_d53e2879
Organe	bv_doc_id__69_d53e2881
des	bv_doc_id__69_d53e2883
Bundes	bv_doc_id__69_d53e2885
auf	bv_doc_id__69_d53e2887
Grund	bv_doc_id__69_d53e2890
der	bv_doc_id__69_d53e2892
Bundesverfassung	bv_doc_id__69_d53e2894
<g/>
,	
in	bv_doc_id__69_d53e2898
Landesangelegenheiten	bv_doc_id__69_d53e2900
durch	bv_doc_id__69_d53e2903
Organe	bv_doc_id__69_d53e2905
der	bv_doc_id__69_d53e2907
Länder	bv_doc_id__69_d53e2909
auf	bv_doc_id__69_d53e2911
Grund	bv_doc_id__69_d53e2913
der	bv_doc_id__69_d53e2916
Landesverfassungen	bv_doc_id__69_d53e2918
ausgeübt	bv_doc_id__69_d53e2920
<g/>
.	
II	bv_doc_id__69_d53e2926
<g/>
.	
Hauptteil	bv_doc_id__69_d53e2930
<g/>
.	
Grundrechte	bv_doc_id__69_d53e2937
und	bv_doc_id__69_d53e2939
Pflichten	bv_doc_id__69_d53e2941
der	bv_doc_id__69_d53e2943
Staatsbürger	bv_doc_id__69_d53e2945
<g/>
.	
Art.	bv_doc_id__69_d53e2957
11.	bv_doc_id__69_d53e2959
Staatsbürgerschaft	bv_doc_id__69_d53e2966
<g/>
.	
Jedes	bv_doc_id__69_d53e2971
Land	bv_doc_id__69_d53e2973
hat	bv_doc_id__69_d53e2975
eine	bv_doc_id__69_d53e2977
Landesbürgerschaft	bv_doc_id__69_d53e2980
<g/>
.	
Die	bv_doc_id__69_d53e2984
Voraussetzungen	bv_doc_id__69_d53e2986
für	bv_doc_id__69_d53e2988
Erwerb	bv_doc_id__69_d53e2990
und	bv_doc_id__69_d53e2993
Verlust	bv_doc_id__69_d53e2995
der	bv_doc_id__69_d53e2997
Landesbürgerschaft	bv_doc_id__69_d53e2999
sind	bv_doc_id__69_d53e3001
in	bv_doc_id__69_d53e3003
jedem	bv_doc_id__69_d53e3006
Lande	bv_doc_id__69_d53e3008
gleich	bv_doc_id__69_d53e3010
und	bv_doc_id__69_d53e3012
durch	bv_doc_id__69_d53e3014
grundsätzliches	bv_doc_id__69_d53e3016
Bundesgesetz	bv_doc_id__69_d53e3019
geregelt	bv_doc_id__69_d53e3021
<g/>
.	
Mit	bv_doc_id__69_d53e3025
dem	bv_doc_id__69_d53e3027
Erwerb	bv_doc_id__69_d53e3029
der	bv_doc_id__69_d53e3032
Landesbürgerschaft	bv_doc_id__69_d53e3034
wird	bv_doc_id__69_d53e3036
die	bv_doc_id__69_d53e3038
Bundesbürgerschaft	bv_doc_id__69_d53e3040
erworben	bv_doc_id__69_d53e3042
<g/>
.	
Jeder	bv_doc_id__69_d53e3047
Staatsbürger	bv_doc_id__69_d53e3049
hat	bv_doc_id__69_d53e3051
in	bv_doc_id__69_d53e3053
jedem	bv_doc_id__69_d53e3055
Lande	bv_doc_id__69_d53e3058
gleiche	bv_doc_id__69_d53e3060
Rechte	bv_doc_id__69_d53e3062
und	bv_doc_id__69_d53e3064
Pflichten	bv_doc_id__69_d53e3066
<g/>
.	
<g/>
-	
3	bv_doc_id__69_d53e3075
<g/>
-	
Art.	bv_doc_id__69_d53e3087
12.	bv_doc_id__69_d53e3089
Gleichheit	bv_doc_id__69_d53e3096
der	bv_doc_id__69_d53e3098
Staatsbürger	bv_doc_id__69_d53e3100
<g/>
.	
Die	bv_doc_id__69_d53e3105
Staatsbürger	bv_doc_id__69_d53e3107
sind	bv_doc_id__69_d53e3109
vor	bv_doc_id__69_d53e3111
dem	bv_doc_id__69_d53e3114
Gesetze	bv_doc_id__69_d53e3116
gleich	bv_doc_id__69_d53e3118
<g/>
;	
sie	bv_doc_id__69_d53e3122
haben	bv_doc_id__69_d53e3124
ohne	bv_doc_id__69_d53e3127
Unterschied	bv_doc_id__69_d53e3129
des	bv_doc_id__69_d53e3131
Geschlechtes	bv_doc_id__69_d53e3133
gleiche	bv_doc_id__69_d53e3135
Rechte	bv_doc_id__69_d53e3137
und	bv_doc_id__69_d53e3140
Pflichten	bv_doc_id__69_d53e3142
<g/>
.	
Alle	bv_doc_id__69_d53e3146
Standesvorrechte	bv_doc_id__69_d53e3148
sind	bv_doc_id__69_d53e3150
abgeschafft	bv_doc_id__69_d53e3153
<g/>
.	
Titel	bv_doc_id__69_d53e3157
und	bv_doc_id__69_d53e3159
Ehrenzeichen	bv_doc_id__69_d53e3161
dürfen	bv_doc_id__69_d53e3163
nur	bv_doc_id__69_d53e3166
auf	bv_doc_id__69_d53e3168
Grund	bv_doc_id__69_d53e3170
von	bv_doc_id__69_d53e3172
Gesetzen	bv_doc_id__69_d53e3174
verliehen	bv_doc_id__69_d53e3176
werden	bv_doc_id__69_d53e3179
<g/>
.	
Art.	bv_doc_id__69_d53e3189
13.	bv_doc_id__69_d53e3191
Freiheit	bv_doc_id__69_d53e3198
der	bv_doc_id__69_d53e3200
Person	bv_doc_id__69_d53e3202
<g/>
.	
Die	bv_doc_id__69_d53e3207
Freiheit	bv_doc_id__69_d53e3209
der	bv_doc_id__69_d53e3211
Person	bv_doc_id__69_d53e3213
ist	bv_doc_id__69_d53e3216
unverletzlich	bv_doc_id__69_d53e3218
<g/>
.	
Außer	bv_doc_id__69_d53e3222
im	bv_doc_id__69_d53e3224
Falle	bv_doc_id__69_d53e3226
der	bv_doc_id__69_d53e3229
Ergreifung	bv_doc_id__69_d53e3231
auf	bv_doc_id__69_d53e3233
frischer	bv_doc_id__69_d53e3235
Tat	bv_doc_id__69_d53e3237
kann	bv_doc_id__69_d53e3239
eine	bv_doc_id__69_d53e3242
Verhaftung	bv_doc_id__69_d53e3244
nur	bv_doc_id__69_d53e3246
auf	bv_doc_id__69_d53e3248
Grund	bv_doc_id__69_d53e3250
eines	bv_doc_id__69_d53e3252
richterlichen	bv_doc_id__69_d53e3255
Befehles	bv_doc_id__69_d53e3257
erfolgen	bv_doc_id__69_d53e3259
<g/>
.	
Die	bv_doc_id__69_d53e3263
Polizei	bv_doc_id__69_d53e3265
muß	bv_doc_id__69_d53e3268
jeden	bv_doc_id__69_d53e3270
<g/>
,	
den	bv_doc_id__69_d53e3274
sie	bv_doc_id__69_d53e3276
in	bv_doc_id__69_d53e3278
Verwahrung	bv_doc_id__69_d53e3281
genommen	bv_doc_id__69_d53e3283
hat	bv_doc_id__69_d53e3285
<g/>
,	
im	bv_doc_id__69_d53e3289
Laufe	bv_doc_id__69_d53e3291
des	bv_doc_id__69_d53e3294
folgenden	bv_doc_id__69_d53e3296
Tages	bv_doc_id__69_d53e3298
dem	bv_doc_id__69_d53e3300
Gerichte	bv_doc_id__69_d53e3302
übergeben	bv_doc_id__69_d53e3304
oder	bv_doc_id__69_d53e3307
freilassen	bv_doc_id__69_d53e3309
<g/>
.	
Widerrechtlich	bv_doc_id__69_d53e3313
verfügte	bv_doc_id__69_d53e3315
oder	bv_doc_id__69_d53e3317
verlängerte	bv_doc_id__69_d53e3320
Gefangenschaft	bv_doc_id__69_d53e3322
gewährt	bv_doc_id__69_d53e3324
Anspruch	bv_doc_id__69_d53e3326
auf	bv_doc_id__69_d53e3328
Genugtuung	bv_doc_id__69_d53e3330
und	bv_doc_id__69_d53e3333
Schadenersatz	bv_doc_id__69_d53e3335
<g/>
.	
Dieser	bv_doc_id__69_d53e3339
Anspruch	bv_doc_id__69_d53e3341
besteht	bv_doc_id__69_d53e3343
gegen	bv_doc_id__69_d53e3346
den	bv_doc_id__69_d53e3348
Staat	bv_doc_id__69_d53e3350
und	bv_doc_id__69_d53e3352
ist	bv_doc_id__69_d53e3354
im	bv_doc_id__69_d53e3356
ordentlichen	bv_doc_id__69_d53e3359
Rechtswege	bv_doc_id__69_d53e3361
geltend	bv_doc_id__69_d53e3363
zu	bv_doc_id__69_d53e3365
machen	bv_doc_id__69_d53e3367
<g/>
.	
Art.	bv_doc_id__69_d53e3377
14.	bv_doc_id__69_d53e3379
Freiheit	bv_doc_id__69_d53e3386
der	bv_doc_id__69_d53e3388
Wohnung	bv_doc_id__69_d53e3390
Die	bv_doc_id__69_d53e3393
Wohnung	bv_doc_id__69_d53e3395
jedes	bv_doc_id__69_d53e3397
Staatsbürgers	bv_doc_id__69_d53e3399
ist	bv_doc_id__69_d53e3402
für	bv_doc_id__69_d53e3404
ihn	bv_doc_id__69_d53e3406
eine	bv_doc_id__69_d53e3408
unverletzliche	bv_doc_id__69_d53e3410
Freistätte	bv_doc_id__69_d53e3412
<g/>
.	
Eine	bv_doc_id__69_d53e3417
Hausdurchsuchung	bv_doc_id__69_d53e3419
ist	bv_doc_id__69_d53e3421
nur	bv_doc_id__69_d53e3423
zulässig	bv_doc_id__69_d53e3425
auf	bv_doc_id__69_d53e3428
Grund	bv_doc_id__69_d53e3430
eines	bv_doc_id__69_d53e3432
richterlichen	bv_doc_id__69_d53e3434
Befehles	bv_doc_id__69_d53e3436
im	bv_doc_id__69_d53e3438
Falle	bv_doc_id__69_d53e3441
der	bv_doc_id__69_d53e3443
Verfolgung	bv_doc_id__69_d53e3445
auf	bv_doc_id__69_d53e3447
frischer	bv_doc_id__69_d53e3449
Tat	bv_doc_id__69_d53e3451
durch	bv_doc_id__69_d53e3454
den	bv_doc_id__69_d53e3456
gesetzlich	bv_doc_id__69_d53e3458
berechtigten	bv_doc_id__69_d53e3460
Beamten	bv_doc_id__69_d53e3462
<g/>
.	
Die	bv_doc_id__69_d53e3467
Unverletzlichkeit	bv_doc_id__69_d53e3469
der	bv_doc_id__69_d53e3471
Wohnung	bv_doc_id__69_d53e3473
verhindert	bv_doc_id__69_d53e3475
nicht	bv_doc_id__69_d53e3477
die	bv_doc_id__69_d53e3480
Verhaftung	bv_doc_id__69_d53e3482
eines	bv_doc_id__69_d53e3484
gerichtlich	bv_doc_id__69_d53e3486
Verfolgten	bv_doc_id__69_d53e3488
<g/>
.	
Gegen	bv_doc_id__69_d53e3493
das	bv_doc_id__69_d53e3495
Eindringen	bv_doc_id__69_d53e3497
von	bv_doc_id__69_d53e3499
Privatpersonen	bv_doc_id__69_d53e3501
wird	bv_doc_id__69_d53e3503
das	bv_doc_id__69_d53e3506
Recht	bv_doc_id__69_d53e3508
der	bv_doc_id__69_d53e3510
Selbsthilfe	bv_doc_id__69_d53e3512
anerkannt	bv_doc_id__69_d53e3514
<g/>
.	
Art.	bv_doc_id__69_d53e3524
15.	bv_doc_id__69_d53e3526
Freiheit	bv_doc_id__69_d53e3533
der	bv_doc_id__69_d53e3535
Mitteilung	bv_doc_id__69_d53e3537
<g/>
.	
Das	bv_doc_id__69_d53e3542
Briefgeheimnis	bv_doc_id__69_d53e3544
<g/>
,	
das	bv_doc_id__69_d53e3548
Post-	bv_doc_id__69_d53e3551
<g/>
,	
Telegraphen-	bv_doc_id__69_d53e3555
und	bv_doc_id__69_d53e3557
Fernsprechgeheimnis	bv_doc_id__69_d53e3559
ist	bv_doc_id__69_d53e3561
unverletzlich	bv_doc_id__69_d53e3564
<g/>
.	
Nur	bv_doc_id__69_d53e3568
auf	bv_doc_id__69_d53e3570
Grund	bv_doc_id__69_d53e3572
eines	bv_doc_id__69_d53e3574
richterlichen	bv_doc_id__69_d53e3577
Befehles	bv_doc_id__69_d53e3579
kann	bv_doc_id__69_d53e3581
es	bv_doc_id__69_d53e3583
aufgehoben	bv_doc_id__69_d53e3585
werden	bv_doc_id__69_d53e3587
Art.	bv_doc_id__69_d53e3596
16.	bv_doc_id__69_d53e3598
Freizügigkeit	bv_doc_id__69_d53e3605
<g/>
.	
Jeder	bv_doc_id__69_d53e3610
Staatsbürger	bv_doc_id__69_d53e3612
hat	bv_doc_id__69_d53e3614
das	bv_doc_id__69_d53e3616
Recht	bv_doc_id__69_d53e3619
der	bv_doc_id__69_d53e3621
Freizügigkeit	bv_doc_id__69_d53e3623
in	bv_doc_id__69_d53e3625
allen	bv_doc_id__69_d53e3627
zum	bv_doc_id__69_d53e3629
Bunde	bv_doc_id__69_d53e3632
gehörigen	bv_doc_id__69_d53e3634
Ländern	bv_doc_id__69_d53e3636
<g/>
.	
Als	bv_doc_id__69_d53e3640
Folge	bv_doc_id__69_d53e3642
strafgerichtlicher	bv_doc_id__69_d53e3645
Verurteilung	bv_doc_id__69_d53e3647
kann	bv_doc_id__69_d53e3649
die	bv_doc_id__69_d53e3651
Freizügigkeit	bv_doc_id__69_d53e3653
beschränkt	bv_doc_id__69_d53e3655
werden	bv_doc_id__69_d53e3658
<g/>
.	
Im	bv_doc_id__69_d53e3662
Falle	bv_doc_id__69_d53e3664
der	bv_doc_id__69_d53e3666
Beschränkung	bv_doc_id__69_d53e3668
kann	bv_doc_id__69_d53e3671
der	bv_doc_id__69_d53e3673
Staatsbürger	bv_doc_id__69_d53e3675
zum	bv_doc_id__69_d53e3677
Aufenthalt	bv_doc_id__69_d53e3679
in	bv_doc_id__69_d53e3681
bestimmtem	bv_doc_id__69_d53e3684
Ort	bv_doc_id__69_d53e3686
oder	bv_doc_id__69_d53e3688
Gebiet	bv_doc_id__69_d53e3690
verhalten	bv_doc_id__69_d53e3692
oder	bv_doc_id__69_d53e3694
aus	bv_doc_id__69_d53e3697
einem	bv_doc_id__69_d53e3699
bestimmten	bv_doc_id__69_d53e3701
Ort	bv_doc_id__69_d53e3703
und	bv_doc_id__69_d53e3705
Gebiet	bv_doc_id__69_d53e3707
ausgewiesen	bv_doc_id__69_d53e3710
werden	bv_doc_id__69_d53e3712
<g/>
.	
Außer	bv_doc_id__69_d53e3716
dem	bv_doc_id__69_d53e3718
Fall	bv_doc_id__69_d53e3720
der	bv_doc_id__69_d53e3723
Anweisung	bv_doc_id__69_d53e3725
eines	bv_doc_id__69_d53e3727
bestimmten	bv_doc_id__69_d53e3729
Aufenthaltes	bv_doc_id__69_d53e3731
im	bv_doc_id__69_d53e3733
Bundesgebiet	bv_doc_id__69_d53e3736
kann	bv_doc_id__69_d53e3738
kein	bv_doc_id__69_d53e3740
Staatsbürger	bv_doc_id__69_d53e3742
aus	bv_doc_id__69_d53e3744
dem	bv_doc_id__69_d53e3746
Heimatlande	bv_doc_id__69_d53e3749
und	bv_doc_id__69_d53e3751
der	bv_doc_id__69_d53e3753
Heimatsgemeinde	bv_doc_id__69_d53e3755
ausgewiesen	bv_doc_id__69_d53e3757
werden	bv_doc_id__69_d53e3759
<g/>
.	
Art.	bv_doc_id__69_d53e3770
17.	bv_doc_id__69_d53e3772
Freiheit	bv_doc_id__69_d53e3779
der	bv_doc_id__69_d53e3781
Auswanderung	bv_doc_id__69_d53e3783
<g/>
.	
Jeder	bv_doc_id__69_d53e3788
Staatsbürger	bv_doc_id__69_d53e3790
ist	bv_doc_id__69_d53e3792
berechtigt	bv_doc_id__69_d53e3794
<g/>
,	
auszuwandern	bv_doc_id__69_d53e3799
<g/>
.	
Durch	bv_doc_id__69_d53e3803
Bundesgesetz	bv_doc_id__69_d53e3805
kann	bv_doc_id__69_d53e3807
die	bv_doc_id__69_d53e3810
Freiheit	bv_doc_id__69_d53e3812
der	bv_doc_id__69_d53e3814
Auswanderung	bv_doc_id__69_d53e3816
von	bv_doc_id__69_d53e3818
der	bv_doc_id__69_d53e3820
Erfüllung	bv_doc_id__69_d53e3823
der	bv_doc_id__69_d53e3825
öffentlichen	bv_doc_id__69_d53e3827
Dienstpflicht	bv_doc_id__69_d53e3829
abhängig	bv_doc_id__69_d53e3831
gemacht	bv_doc_id__69_d53e3833
werden	bv_doc_id__69_d53e3836
<g/>
.	
Art.	bv_doc_id__69_d53e3846
18	bv_doc_id__69_d53e3848
Rechtsschutz	bv_doc_id__69_d53e3855
<g/>
.	
Jeder	bv_doc_id__69_d53e3860
Staatsbürger	bv_doc_id__69_d53e3862
hat	bv_doc_id__69_d53e3864
Anspruch	bv_doc_id__69_d53e3866
auf	bv_doc_id__69_d53e3869
Rechtsschutz	bv_doc_id__69_d53e3871
<g/>
,	
der	bv_doc_id__69_d53e3875
ihm	bv_doc_id__69_d53e3877
von	bv_doc_id__69_d53e3879
bürgerlichen	bv_doc_id__69_d53e3882
oder	bv_doc_id__69_d53e3884
Verwaltungsgerichten	bv_doc_id__69_d53e3886
zu	bv_doc_id__69_d53e3888
leisten	bv_doc_id__69_d53e3890
ist	bv_doc_id__69_d53e3892
<g/>
.	
Nie	bv_doc_id__69_d53e3897
mand	bv_doc_id__69_d53e3899
darf	bv_doc_id__69_d53e3901
seinem	bv_doc_id__69_d53e3903
ordentlichen	bv_doc_id__69_d53e3905
Richter	bv_doc_id__69_d53e3908
entzogen	bv_doc_id__69_d53e3910
werden	bv_doc_id__69_d53e3912
<g/>
.	
