<doc id="bv_doc_id__21" attrs="word lemma type">
Fassung	bv_doc_id__21_d12e331
:	
Vermessungswesen	bv_doc_id__21_d12e2222
<g/>
;	
10.	bv_doc_id__21_d12e2231
Bodenreform	bv_doc_id__21_d12e2234
<g/>
(	
agrarische	bv_doc_id__21_d12e2238
Operationen	bv_doc_id__21_d12e2240
<g/>
,	
Wiederbesiedelung	bv_doc_id__21_d12e2245
usw	bv_doc_id__21_d12e2247
<g/>
.)	
und	bv_doc_id__21_d12e2251
Bodenentschuldung	bv_doc_id__21_d12e2253
11.	bv_doc_id__21_d12e2260
—	bv_doc_id__21_d12e2263
gesamtes	bv_doc_id__21_d12e2265
Arbeiterrecht	bv_doc_id__21_d12e2267
sowie	bv_doc_id__21_d12e2269
Arbeiter=	bv_doc_id__21_d12e2272
und	bv_doc_id__21_d12e2274
Angestelltenschutz	bv_doc_id__21_d12e2276
<g/>
,	
soweit	bv_doc_id__21_d12e2280
es	bv_doc_id__21_d12e2282
sich	bv_doc_id__21_d12e2285
nicht	bv_doc_id__21_d12e2287
um	bv_doc_id__21_d12e2289
land=	bv_doc_id__21_d12e2291
und	bv_doc_id__21_d12e2293
Volksabstimmung	bv_doc_id__21_d12e2298
Offen	bv_doc_id__21_d12e2300
2	bv_doc_id__21_d12e2320
174	bv_doc_id__21_d12e2325
forstwirtschaftliche	bv_doc_id__21_d12e2329
Arbeiter	bv_doc_id__21_d12e2331
und	bv_doc_id__21_d12e2333
Angestellte	bv_doc_id__21_d12e2336
handelt	bv_doc_id__21_d12e2338
<g/>
;	
Sozial=	bv_doc_id__21_d12e2342
und	bv_doc_id__21_d12e2344
Vertragsversicherungswesen	bv_doc_id__21_d12e2346
<g/>
;	
12.	bv_doc_id__21_d12e2357
Gesundheits-	bv_doc_id__21_d12e2360
und	bv_doc_id__21_d12e2362
Veterinärwesen	bv_doc_id__21_d12e2364
<g/>
,	
jedoch	bv_doc_id__21_d12e2369
mit	bv_doc_id__21_d12e2371
Ausnahme	bv_doc_id__21_d12e2373
der	bv_doc_id__21_d12e2375
Heil=	bv_doc_id__21_d12e2377
und	bv_doc_id__21_d12e2379
Pflegeanstalten	bv_doc_id__21_d12e2382
und	bv_doc_id__21_d12e2384
Ambulatorien	bv_doc_id__21_d12e2386
<g/>
,	
des	bv_doc_id__21_d12e2390
Kurorte-	bv_doc_id__21_d12e2392
<g/>
,	
Leichen-	bv_doc_id__21_d12e2397
und	bv_doc_id__21_d12e2399
Bestattungswesens	bv_doc_id__21_d12e2401
sowie	bv_doc_id__21_d12e2403
des	bv_doc_id__21_d12e2405
Gemeindesanitätsdienstes	bv_doc_id__21_d12e2408
und	bv_doc_id__21_d12e2410
Rettungswesens	bv_doc_id__21_d12e2412
<g/>
;	
Nahrungsmittelkontrolle	bv_doc_id__21_d12e2416
13.	bv_doc_id__21_d12e2423
gesamtes	bv_doc_id__21_d12e2426
Schul-	bv_doc_id__21_d12e2428
und	bv_doc_id__21_d12e2430
Erziehungswesen	bv_doc_id__21_d12e2432
<g/>
;	
Volks	bv_doc_id__21_d12e2437
bildungswesen	bv_doc_id__21_d12e2439
<g/>
;	
Regelung	bv_doc_id__21_d12e2443
des	bv_doc_id__21_d12e2445
wissenschaftlichen	bv_doc_id__21_d12e2448
und	bv_doc_id__21_d12e2450
fachtechnischen	bv_doc_id__21_d12e2452
Archiv=	bv_doc_id__21_d12e2454
und	bv_doc_id__21_d12e2456
Bibliotheksdienstes	bv_doc_id__21_d12e2458
<g/>
;	
Angelegenheiten	bv_doc_id__21_d12e2463
der	bv_doc_id__21_d12e2465
künstlerischen	bv_doc_id__21_d12e2467
und	bv_doc_id__21_d12e2469
wissenschaftlichen	bv_doc_id__21_d12e2471
Sammlungen	bv_doc_id__21_d12e2474
und	bv_doc_id__21_d12e2476
Einrichtungen	bv_doc_id__21_d12e2478
<g/>
;	
Denkmalschutz	bv_doc_id__21_d12e2482
Angelegenheiten	bv_doc_id__21_d12e2484
des	bv_doc_id__21_d12e2487
Kultus	bv_doc_id__21_d12e2489
<g/>
;	
Volkszählungswesen	bv_doc_id__21_d12e2493
sowie	bv_doc_id__21_d12e2495
sonstige	bv_doc_id__21_d12e2497
Statistik	bv_doc_id__21_d12e2500
<g/>
,	
soweit	bv_doc_id__21_d12e2504
sie	bv_doc_id__21_d12e2506
nicht	bv_doc_id__21_d12e2508
nur	bv_doc_id__21_d12e2510
den	bv_doc_id__21_d12e2513
Interessen	bv_doc_id__21_d12e2515
eines	bv_doc_id__21_d12e2517
einzelnen	bv_doc_id__21_d12e2519
Landes	bv_doc_id__21_d12e2521
dient	bv_doc_id__21_d12e2523
<g/>
;	
Stiftungs=	bv_doc_id__21_d12e2528
und	bv_doc_id__21_d12e2530
Fondswesen	bv_doc_id__21_d12e2532
<g/>
,	
soweit	bv_doc_id__21_d12e2536
es	bv_doc_id__21_d12e2539
sich	bv_doc_id__21_d12e2541
um	bv_doc_id__21_d12e2543
Stiftungen	bv_doc_id__21_d12e2545
und	bv_doc_id__21_d12e2547
Fonds	bv_doc_id__21_d12e2549
handelt	bv_doc_id__21_d12e2552
<g/>
,	
die	bv_doc_id__21_d12e2556
nach	bv_doc_id__21_d12e2558
ihren	bv_doc_id__21_d12e2560
Zwecken	bv_doc_id__21_d12e2562
über	bv_doc_id__21_d12e2565
den	bv_doc_id__21_d12e2567
Interessenbereich	bv_doc_id__21_d12e2569
eines	bv_doc_id__21_d12e2571
Landes	bv_doc_id__21_d12e2573
hinausgehen	bv_doc_id__21_d12e2575
und	bv_doc_id__21_d12e2578
nicht	bv_doc_id__21_d12e2580
schon	bv_doc_id__21_d12e2582
bisher	bv_doc_id__21_d12e2584
von	bv_doc_id__21_d12e2586
den	bv_doc_id__21_d12e2588
Ländern	bv_doc_id__21_d12e2591
autonom	bv_doc_id__21_d12e2593
verwaltet	bv_doc_id__21_d12e2595
wurden	bv_doc_id__21_d12e2597
<g/>
;	
14.	bv_doc_id__21_d12e2606
militärische	bv_doc_id__21_d12e2609
Angelegenheiten	bv_doc_id__21_d12e2611
<g/>
;	
Kriegsschadenangelegenheiten	bv_doc_id__21_d12e2615
und	bv_doc_id__21_d12e2618
Fürsorge	bv_doc_id__21_d12e2620
für	bv_doc_id__21_d12e2622
Kriegsteilnehmer	bv_doc_id__21_d12e2624
und	bv_doc_id__21_d12e2626
deren	bv_doc_id__21_d12e2628
Hinterbliebene	bv_doc_id__21_d12e2631
<g/>
;	
Kriegsgräberwesen	bv_doc_id__21_d12e2635
<g/>
;	
aus	bv_doc_id__21_d12e2639
Anlaß	bv_doc_id__21_d12e2641
eines	bv_doc_id__21_d12e2644
Krieges	bv_doc_id__21_d12e2646
oder	bv_doc_id__21_d12e2648
im	bv_doc_id__21_d12e2650
Gefolge	bv_doc_id__21_d12e2652
eines	bv_doc_id__21_d12e2654
solchen	bv_doc_id__21_d12e2657
zur	bv_doc_id__21_d12e2659
Sicherung	bv_doc_id__21_d12e2661
der	bv_doc_id__21_d12e2663
einheitlichen	bv_doc_id__21_d12e2665
Führung	bv_doc_id__21_d12e2667
der	bv_doc_id__21_d12e2670
Wirtschaft	bv_doc_id__21_d12e2672
notwendig	bv_doc_id__21_d12e2674
erscheinende	bv_doc_id__21_d12e2676
Maßnahmen	bv_doc_id__21_d12e2678
<g/>
,	
insbesondere	bv_doc_id__21_d12e2683
auch	bv_doc_id__21_d12e2685
hinsichtlich	bv_doc_id__21_d12e2687
der	bv_doc_id__21_d12e2689
Versorgung	bv_doc_id__21_d12e2691
der	bv_doc_id__21_d12e2693
Bevölkerung	bv_doc_id__21_d12e2696
mit	bv_doc_id__21_d12e2698
Bedarfsgegenständen	bv_doc_id__21_d12e2700
<g/>
;	
15.	bv_doc_id__21_d12e2709
Einrichtung	bv_doc_id__21_d12e2712
der	bv_doc_id__21_d12e2714
Bundesämter	bv_doc_id__21_d12e2716
und	bv_doc_id__21_d12e2718
sonstigen	bv_doc_id__21_d12e2721
Bundesbehörden	bv_doc_id__21_d12e2723
<g/>
;	
Dienstrecht	bv_doc_id__21_d12e2727
der	bv_doc_id__21_d12e2729
Bundesangestellten	bv_doc_id__21_d12e2731
Artikel	bv_doc_id__21_d12e2739
11.	bv_doc_id__21_d12e2741
<g/>
(	
1	bv_doc_id__21_d12e2750
<g/>
)	
Bundessache	bv_doc_id__21_d12e2755
ist	bv_doc_id__21_d12e2757
die	bv_doc_id__21_d12e2759
Gesetzgebung	bv_doc_id__21_d12e2761
<g/>
,	
Landessache	bv_doc_id__21_d12e2766
die	bv_doc_id__21_d12e2768
Vollziehung	bv_doc_id__21_d12e2770
in	bv_doc_id__21_d12e2772
folgenden	bv_doc_id__21_d12e2774
Angelegenheiten	bv_doc_id__21_d12e2777
<g/>
:	
1.	bv_doc_id__21_d12e2786
nicht	bv_doc_id__21_d12e2789
im	bv_doc_id__21_d12e2791
Artikel	bv_doc_id__21_d12e2793
10	bv_doc_id__21_d12e2795
angeführte	bv_doc_id__21_d12e2798
berufliche	bv_doc_id__21_d12e2800
Vertretungen	bv_doc_id__21_d12e2802
<g/>
;	
2.	bv_doc_id__21_d12e2811
Fremdenpolizei	bv_doc_id__21_d12e2814
<g/>
:	
3.	bv_doc_id__21_d12e2823
öffentliche	bv_doc_id__21_d12e2826
Agentien	bv_doc_id__21_d12e2828
und	bv_doc_id__21_d12e2830
Privatgeschäftsvermittlung	bv_doc_id__21_d12e2832
<g/>
;	
4.	bv_doc_id__21_d12e2843
hinsichtlich	bv_doc_id__21_d12e2846
der	bv_doc_id__21_d12e2848
öffentlichen	bv_doc_id__21_d12e2850
Abgaben	bv_doc_id__21_d12e2852
<g/>
,	
die	bv_doc_id__21_d12e2857
nicht	bv_doc_id__21_d12e2859
ausschließlich	bv_doc_id__21_d12e2861
oder	bv_doc_id__21_d12e2863
teilweise	bv_doc_id__21_d12e2865
für	bv_doc_id__21_d12e2868
den	bv_doc_id__21_d12e2870
Bund	bv_doc_id__21_d12e2872
eingehoben	bv_doc_id__21_d12e2874
werden	bv_doc_id__21_d12e2876
<g/>
:	
die	bv_doc_id__21_d12e2881
Anordnungen	bv_doc_id__21_d12e2883
zur	bv_doc_id__21_d12e2885
Verhinderung	bv_doc_id__21_d12e2887
von	bv_doc_id__21_d12e2889
Doppelbesteuerungen	bv_doc_id__21_d12e2891
oder	bv_doc_id__21_d12e2894
sonstigen	bv_doc_id__21_d12e2896
übermäßigen	bv_doc_id__21_d12e2898
Belastungen	bv_doc_id__21_d12e2900
<g/>
,	
zur	bv_doc_id__21_d12e2904
Verhinderung	bv_doc_id__21_d12e2907
von	bv_doc_id__21_d12e2909
Erschwerungen	bv_doc_id__21_d12e2911
des	bv_doc_id__21_d12e2913
Verkehres	bv_doc_id__21_d12e2915
oder	bv_doc_id__21_d12e2917
der	bv_doc_id__21_d12e2920
wirtschaftlichen	bv_doc_id__21_d12e2922
Beziehungen	bv_doc_id__21_d12e2924
im	bv_doc_id__21_d12e2926
Verhältnis	bv_doc_id__21_d12e2928
zum	bv_doc_id__21_d12e2930
Ausland	bv_doc_id__21_d12e2933
oder	bv_doc_id__21_d12e2935
zwischen	bv_doc_id__21_d12e2937
den	bv_doc_id__21_d12e2939
Ländern	bv_doc_id__21_d12e2941
und	bv_doc_id__21_d12e2943
Landesteilen	bv_doc_id__21_d12e2946
<g/>
,	
zur	bv_doc_id__21_d12e2950
Verhinderung	bv_doc_id__21_d12e2952
der	bv_doc_id__21_d12e2954
übermäßigen	bv_doc_id__21_d12e2956
oder	bv_doc_id__21_d12e2959
verkehrserschwerenden	bv_doc_id__21_d12e2961
Belastung	bv_doc_id__21_d12e2963
der	bv_doc_id__21_d12e2965
Benutzung	bv_doc_id__21_d12e2967
öffentlicher	bv_doc_id__21_d12e2969
Verkehrswege	bv_doc_id__21_d12e2972
und	bv_doc_id__21_d12e2974
Einrichtungen	bv_doc_id__21_d12e2976
mit	bv_doc_id__21_d12e2978
Gebühren	bv_doc_id__21_d12e2980
und	bv_doc_id__21_d12e2982
zur	bv_doc_id__21_d12e2985
Verhinderung	bv_doc_id__21_d12e2987
der	bv_doc_id__21_d12e2989
Schädigung	bv_doc_id__21_d12e2991
der	bv_doc_id__21_d12e2993
Bundessinanzen	bv_doc_id__21_d12e2995
<g/>
;	
5.	bv_doc_id__21_d12e3005
Munitions-	bv_doc_id__21_d12e3008
<g/>
,	
Schieß-	bv_doc_id__21_d12e3012
und	bv_doc_id__21_d12e3014
Sprengmittelwesen	bv_doc_id__21_d12e3017
<g/>
,	
soweit	bv_doc_id__21_d12e3021
es	bv_doc_id__21_d12e3023
nicht	bv_doc_id__21_d12e3025
dem	bv_doc_id__21_d12e3027
Monopol	bv_doc_id__21_d12e3030
unterliegt	bv_doc_id__21_d12e3032
<g/>
,	
sowie	bv_doc_id__21_d12e3036
Waffenwesen	bv_doc_id__21_d12e3038
<g/>
;	
<g/>
(	
betriebstechnische	bv_doc_id__21_d12e3045
Vorschriften	bv_doc_id__21_d12e3047
beim	bv_doc_id__21_d12e3049
Kraftfahrwesen	bv_doc_id__21_d12e3051
<g/>
:	
6.	bv_doc_id__21_d12e3060
Elektrizitätswesen	bv_doc_id__21_d12e3063
<g/>
;	
Volkswohnungs=	bv_doc_id__21_d12e3067
und	bv_doc_id__21_d12e3069
Volkspflegestättenwesen	bv_doc_id__21_d12e3072
<g/>
;	
Leichen=	bv_doc_id__21_d12e3076
und	bv_doc_id__21_d12e3078
Bestattungswesen	bv_doc_id__21_d12e3080
<g/>
;	
8.	bv_doc_id__21_d12e3089
Verwaltungs=	bv_doc_id__21_d12e3092
und	bv_doc_id__21_d12e3094
Verwattungsstrafverfahren	bv_doc_id__21_d12e3096
einschließlich	bv_doc_id__21_d12e3098
der	bv_doc_id__21_d12e3101
Zwangsvollstreckung	bv_doc_id__21_d12e3103
sowie	bv_doc_id__21_d12e3105
all	bv_doc_id__21_d12e3107
meine	bv_doc_id__21_d12e3109
Bestimmungen	bv_doc_id__21_d12e3111
des	bv_doc_id__21_d12e3114
Verwaltungsstrafrechtes	bv_doc_id__21_d12e3116
Angelegenheiten	bv_doc_id__21_d12e3118
<g/>
,	
deren	bv_doc_id__21_d12e3122
Vollziehung	bv_doc_id__21_d12e3124
den	bv_doc_id__21_d12e3127
Ländern	bv_doc_id__21_d12e3129
zusteht	bv_doc_id__21_d12e3131
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e3142
<g/>
)	
Die	bv_doc_id__21_d12e3147
Durchführungsverordnungen	bv_doc_id__21_d12e3149
zu	bv_doc_id__21_d12e3151
den	bv_doc_id__21_d12e3153
nach	bv_doc_id__21_d12e3156
dem	bv_doc_id__21_d12e3158
Absatz	bv_doc_id__21_d12e3160
1	bv_doc_id__21_d12e3162
ergehenden	bv_doc_id__21_d12e3164
Gesetzen	bv_doc_id__21_d12e3166
sind	bv_doc_id__21_d12e3169
<g/>
,	
soweit	bv_doc_id__21_d12e3173
in	bv_doc_id__21_d12e3175
diesen	bv_doc_id__21_d12e3177
Gesetzen	bv_doc_id__21_d12e3179
nichts	bv_doc_id__21_d12e3182
anderes	bv_doc_id__21_d12e3184
bestimmt	bv_doc_id__21_d12e3186
ist	bv_doc_id__21_d12e3188
<g/>
,	
vom	bv_doc_id__21_d12e3192
Bunde	bv_doc_id__21_d12e3195
zu	bv_doc_id__21_d12e3197
erlassen	bv_doc_id__21_d12e3199
<g/>
.	
Artikel	bv_doc_id__21_d12e3210
12.	bv_doc_id__21_d12e3212
Bundessache	bv_doc_id__21_d12e3217
ist	bv_doc_id__21_d12e3219
die	bv_doc_id__21_d12e3221
grundsätzliche	bv_doc_id__21_d12e3223
Gesetzgebung	bv_doc_id__21_d12e3225
<g/>
,	
Landessache	bv_doc_id__21_d12e3230
die	bv_doc_id__21_d12e3232
Erlassung	bv_doc_id__21_d12e3234
von	bv_doc_id__21_d12e3236
Ausführungsgesetzen	bv_doc_id__21_d12e3238
und	bv_doc_id__21_d12e3241
die	bv_doc_id__21_d12e3243
Vollziehung	bv_doc_id__21_d12e3245
in	bv_doc_id__21_d12e3247
folgenden	bv_doc_id__21_d12e3249
Angelegenheiten	bv_doc_id__21_d12e3251
<g/>
:	
1.	bv_doc_id__21_d12e3261
Organisation	bv_doc_id__21_d12e3264
der	bv_doc_id__21_d12e3266
Verwaltung	bv_doc_id__21_d12e3268
in	bv_doc_id__21_d12e3270
den	bv_doc_id__21_d12e3273
Ländern	bv_doc_id__21_d12e3275
<g/>
;	
Mutter	bv_doc_id__21_d12e3279
2.	bv_doc_id__21_d12e3286
Armenwesen	bv_doc_id__21_d12e3289
<g/>
;	
Bevölkerungspolitik	bv_doc_id__21_d12e3293
<g/>
;	
schafts-	bv_doc_id__21_d12e3298
<g/>
,	
Säuglings-	bv_doc_id__21_d12e3302
und	bv_doc_id__21_d12e3304
Jugendfürsorge	bv_doc_id__21_d12e3306
<g/>
;	
Heil-	bv_doc_id__21_d12e3311
und	bv_doc_id__21_d12e3313
Pflegeanstaltenwesen	bv_doc_id__21_d12e3315
einschließlich	bv_doc_id__21_d12e3317
der	bv_doc_id__21_d12e3319
Ambularien	bv_doc_id__21_d12e3321
<g/>
;	
offen	bv_doc_id__21_d12e3335
<g/>
(	
offen	bv_doc_id__21_d12e3340
<g/>
)	
offen	bv_doc_id__21_d12e3344
offen	bv_doc_id__21_d12e3346
3	bv_doc_id__21_d12e3352
175	bv_doc_id__21_d12e3357
3.	bv_doc_id__21_d12e3361
Einrichtungen	bv_doc_id__21_d12e3363
zum	bv_doc_id__21_d12e3365
Schutze	bv_doc_id__21_d12e3368
der	bv_doc_id__21_d12e3370
Gesellschaft	bv_doc_id__21_d12e3372
gegen	bv_doc_id__21_d12e3374
verbrecherische	bv_doc_id__21_d12e3376
<g/>
,	
verwahrloste	bv_doc_id__21_d12e3381
oder	bv_doc_id__21_d12e3383
sonst	bv_doc_id__21_d12e3385
gefährliche	bv_doc_id__21_d12e3387
Personen	bv_doc_id__21_d12e3389
<g/>
,	
wie	bv_doc_id__21_d12e3394
Zwangsarbeits-	bv_doc_id__21_d12e3396
und	bv_doc_id__21_d12e3398
ähnliche	bv_doc_id__21_d12e3400
Anstalten	bv_doc_id__21_d12e3402
Abschiebung	bv_doc_id__21_d12e3404
und	bv_doc_id__21_d12e3407
Abschaffung	bv_doc_id__21_d12e3409
aus	bv_doc_id__21_d12e3411
einem	bv_doc_id__21_d12e3413
in	bv_doc_id__21_d12e3415
ein	bv_doc_id__21_d12e3417
anderes	bv_doc_id__21_d12e3420
Land	bv_doc_id__21_d12e3422
4.	bv_doc_id__21_d12e3429
öffentliche	bv_doc_id__21_d12e3432
Einrichtungen	bv_doc_id__21_d12e3434
zur	bv_doc_id__21_d12e3436
außergerichtlichen	bv_doc_id__21_d12e3438
Vermittlung	bv_doc_id__21_d12e3441
von	bv_doc_id__21_d12e3443
Streitigkeiten	bv_doc_id__21_d12e3445
5.	bv_doc_id__21_d12e3452
Arbeiterrecht	bv_doc_id__21_d12e3455
sowie	bv_doc_id__21_d12e3457
Arbeiter=	bv_doc_id__21_d12e3459
und	bv_doc_id__21_d12e3461
Angestelltenschutz	bv_doc_id__21_d12e3464
<g/>
,	
soweit	bv_doc_id__21_d12e3468
es	bv_doc_id__21_d12e3470
sich	bv_doc_id__21_d12e3472
um	bv_doc_id__21_d12e3474
land=	bv_doc_id__21_d12e3477
und	bv_doc_id__21_d12e3479
forstwirtschaftliche	bv_doc_id__21_d12e3481
Arbeiter	bv_doc_id__21_d12e3483
und	bv_doc_id__21_d12e3485
Angestellte	bv_doc_id__21_d12e3487
handelt	bv_doc_id__21_d12e3490
<g/>
;	
6.	bv_doc_id__21_d12e3499
Forstwesen	bv_doc_id__21_d12e3502
einschließlich	bv_doc_id__21_d12e3504
des	bv_doc_id__21_d12e3506
Triftwesens	bv_doc_id__21_d12e3508
<g/>
;	
Schutz	bv_doc_id__21_d12e3513
der	bv_doc_id__21_d12e3515
Pflanzen	bv_doc_id__21_d12e3517
gegen	bv_doc_id__21_d12e3519
Krankheiten	bv_doc_id__21_d12e3521
und	bv_doc_id__21_d12e3524
Schädlinge	bv_doc_id__21_d12e3526
Wasserrecht	bv_doc_id__21_d12e3528
7.	bv_doc_id__21_d12e3535
Regelung	bv_doc_id__21_d12e3538
des	bv_doc_id__21_d12e3540
Bauwesens	bv_doc_id__21_d12e3542
Dienstrecht	bv_doc_id__21_d12e3544
der	bv_doc_id__21_d12e3547
Organe	bv_doc_id__21_d12e3549
der	bv_doc_id__21_d12e3551
Länder	bv_doc_id__21_d12e3553
<g/>
,	
die	bv_doc_id__21_d12e3557
behördliche	bv_doc_id__21_d12e3560
Aufgaben	bv_doc_id__21_d12e3562
zu	bv_doc_id__21_d12e3564
besorgen	bv_doc_id__21_d12e3566
haben	bv_doc_id__21_d12e3568
<g/>
.	
Artikel	bv_doc_id__21_d12e3573
12	bv_doc_id__21_d12e3575
a	bv_doc_id__21_d12e3577
<g/>
.	
<g/>
(	
1	bv_doc_id__21_d12e3589
<g/>
)	
Bundessache	bv_doc_id__21_d12e3594
ist	bv_doc_id__21_d12e3596
die	bv_doc_id__21_d12e3598
Gesetzgebung	bv_doc_id__21_d12e3600
und	bv_doc_id__21_d12e3603
die	bv_doc_id__21_d12e3605
Vollziehung	bv_doc_id__21_d12e3607
hinsichtlich	bv_doc_id__21_d12e3609
der	bv_doc_id__21_d12e3611
Regelung	bv_doc_id__21_d12e3613
<g/>
,	
welche	bv_doc_id__21_d12e3618
Abgaben	bv_doc_id__21_d12e3620
dem	bv_doc_id__21_d12e3622
Bunde	bv_doc_id__21_d12e3624
<g/>
,	
den	bv_doc_id__21_d12e3629
Ländern	bv_doc_id__21_d12e3631
und	bv_doc_id__21_d12e3633
den	bv_doc_id__21_d12e3635
Gemeinden	bv_doc_id__21_d12e3637
zustehen	bv_doc_id__21_d12e3639
<g/>
,	
der	bv_doc_id__21_d12e3644
Regelung	bv_doc_id__21_d12e3646
der	bv_doc_id__21_d12e3648
Anteilnahme	bv_doc_id__21_d12e3650
der	bv_doc_id__21_d12e3652
Länder	bv_doc_id__21_d12e3655
und	bv_doc_id__21_d12e3657
der	bv_doc_id__21_d12e3659
Gemeinden	bv_doc_id__21_d12e3661
an	bv_doc_id__21_d12e3663
den	bv_doc_id__21_d12e3665
Einnahmen	bv_doc_id__21_d12e3668
des	bv_doc_id__21_d12e3670
Bundes	bv_doc_id__21_d12e3672
und	bv_doc_id__21_d12e3674
der	bv_doc_id__21_d12e3676
Regelung	bv_doc_id__21_d12e3678
der	bv_doc_id__21_d12e3681
Beiträge	bv_doc_id__21_d12e3683
und	bv_doc_id__21_d12e3685
Zuschüsse	bv_doc_id__21_d12e3687
aus	bv_doc_id__21_d12e3689
Bundesmitteln	bv_doc_id__21_d12e3691
zu	bv_doc_id__21_d12e3694
den	bv_doc_id__21_d12e3696
Ausgaben	bv_doc_id__21_d12e3698
der	bv_doc_id__21_d12e3700
Länder	bv_doc_id__21_d12e3702
und	bv_doc_id__21_d12e3704
der	bv_doc_id__21_d12e3707
Gemeinden	bv_doc_id__21_d12e3709
<g/>
.	
<g/>
(	
2	bv_doc_id__21_d12e3720
<g/>
)	
Landessache	bv_doc_id__21_d12e3725
ist	bv_doc_id__21_d12e3727
die	bv_doc_id__21_d12e3729
Gesetzgebung	bv_doc_id__21_d12e3731
und	bv_doc_id__21_d12e3734
die	bv_doc_id__21_d12e3736
Vollziehung	bv_doc_id__21_d12e3738
hinsichtlich	bv_doc_id__21_d12e3740
der	bv_doc_id__21_d12e3742
Regelung	bv_doc_id__21_d12e3744
<g/>
,	
welche	bv_doc_id__21_d12e3749
Abgaben	bv_doc_id__21_d12e3751
der	bv_doc_id__21_d12e3753
Länder	bv_doc_id__21_d12e3755
den	bv_doc_id__21_d12e3757
Gemeinden	bv_doc_id__21_d12e3760
übertragen	bv_doc_id__21_d12e3762
werden	bv_doc_id__21_d12e3764
<g/>
,	
der	bv_doc_id__21_d12e3768
Rege	bv_doc_id__21_d12e3770
lung	bv_doc_id__21_d12e3773
der	bv_doc_id__21_d12e3775
Anteilnahme	bv_doc_id__21_d12e3777
der	bv_doc_id__21_d12e3779
Gemeinden	bv_doc_id__21_d12e3781
an	bv_doc_id__21_d12e3783
den	bv_doc_id__21_d12e3786
Einnahmen	bv_doc_id__21_d12e3788
der	bv_doc_id__21_d12e3790
Länder	bv_doc_id__21_d12e3792
und	bv_doc_id__21_d12e3794
der	bv_doc_id__21_d12e3796
Regelung	bv_doc_id__21_d12e3799
der	bv_doc_id__21_d12e3801
Beiträge	bv_doc_id__21_d12e3803
und	bv_doc_id__21_d12e3805
der	bv_doc_id__21_d12e3807
Zuschüsse	bv_doc_id__21_d12e3809
aus	bv_doc_id__21_d12e3812
Landesmitteln	bv_doc_id__21_d12e3814
zu	bv_doc_id__21_d12e3816
den	bv_doc_id__21_d12e3818
Ausgaben	bv_doc_id__21_d12e3820
der	bv_doc_id__21_d12e3822
Gemeinden	bv_doc_id__21_d12e3825
<g/>
.	
Artikel	bv_doc_id__21_d12e3835
13.	bv_doc_id__21_d12e3837
Wenn	bv_doc_id__21_d12e3842
eine	bv_doc_id__21_d12e3844
Angelegenheit	bv_doc_id__21_d12e3846
nicht	bv_doc_id__21_d12e3848
ausdrücklich	bv_doc_id__21_d12e3850
durch	bv_doc_id__21_d12e3853
die	bv_doc_id__21_d12e3855
Bundesverfassung	bv_doc_id__21_d12e3857
der	bv_doc_id__21_d12e3859
Gesetzgebung	bv_doc_id__21_d12e3861
oder	bv_doc_id__21_d12e3863
auch	bv_doc_id__21_d12e3866
der	bv_doc_id__21_d12e3868
Vollziehung	bv_doc_id__21_d12e3870
des	bv_doc_id__21_d12e3872
Bundes	bv_doc_id__21_d12e3874
übertragen	bv_doc_id__21_d12e3876
ist	bv_doc_id__21_d12e3879
<g/>
,	
verbleibt	bv_doc_id__21_d12e3883
sie	bv_doc_id__21_d12e3885
im	bv_doc_id__21_d12e3887
Wirkungsbereiche	bv_doc_id__21_d12e3889
der	bv_doc_id__21_d12e3892
Länder	bv_doc_id__21_d12e3894
<g/>
(	
2	bv_doc_id__21_d12e3903
<g/>
)	
Insoweit	bv_doc_id__21_d12e3908
der	bv_doc_id__21_d12e3910
Bundesgesetzgebung	bv_doc_id__21_d12e3912
bloß	bv_doc_id__21_d12e3914
die	bv_doc_id__21_d12e3917
Regelung	bv_doc_id__21_d12e3919
der	bv_doc_id__21_d12e3921
Grundsätze	bv_doc_id__21_d12e3923
vorbehalten	bv_doc_id__21_d12e3925
ist	bv_doc_id__21_d12e3927
<g/>
,	
obliegt	bv_doc_id__21_d12e3932
die	bv_doc_id__21_d12e3934
nähere	bv_doc_id__21_d12e3936
Ausführung	bv_doc_id__21_d12e3938
der	bv_doc_id__21_d12e3940
Landesgesetzgebung	bv_doc_id__21_d12e3943
innerhalb	bv_doc_id__21_d12e3945
des	bv_doc_id__21_d12e3947
bundesgesetzlich	bv_doc_id__21_d12e3949
festgelegten	bv_doc_id__21_d12e3951
Rahmens	bv_doc_id__21_d12e3953
<g/>
.	
Das	bv_doc_id__21_d12e3958
Bundesgesetz	bv_doc_id__21_d12e3960
kann	bv_doc_id__21_d12e3962
für	bv_doc_id__21_d12e3964
die	bv_doc_id__21_d12e3966
Erlassung	bv_doc_id__21_d12e3969
der	bv_doc_id__21_d12e3971
Ausführungsgesetze	bv_doc_id__21_d12e3973
eine	bv_doc_id__21_d12e3975
Frist	bv_doc_id__21_d12e3977
bestimmen	bv_doc_id__21_d12e3979
<g/>
,	
die	bv_doc_id__21_d12e3984
nicht	bv_doc_id__21_d12e3986
kürzer	bv_doc_id__21_d12e3988
<g/>
,	
als	bv_doc_id__21_d12e3992
drei	bv_doc_id__21_d12e3995
