<doc id="bv_doc_id__12" attrs="word lemma type">
991	bv_doc_id__12_d4e409
und	bv_doc_id__12_d4e2281
Kraftmaschinenwesen	bv_doc_id__12_d4e2283
<g/>
;	
Vermessungswesen	bv_doc_id__12_d4e2288
<g/>
;	
11.	bv_doc_id__12_d4e2297
Arbeiterrecht	bv_doc_id__12_d4e2303
sowie	bv_doc_id__12_d4e2305
Arbeiter-	bv_doc_id__12_d4e2307
und	bv_doc_id__12_d4e2309
Angestelltenschutz	bv_doc_id__12_d4e2311
<g/>
;	
Sozial-	bv_doc_id__12_d4e2316
und	bv_doc_id__12_d4e2318
Vertragsversicherungswesen	bv_doc_id__12_d4e2320
<g/>
;	
12.	bv_doc_id__12_d4e2327
Gesundheitswesen	bv_doc_id__12_d4e2332
mit	bv_doc_id__12_d4e2334
Ausnahme	bv_doc_id__12_d4e2336
des	bv_doc_id__12_d4e2338
Leichen-	bv_doc_id__12_d4e2340
und	bv_doc_id__12_d4e2343
Bestattungswesens	bv_doc_id__12_d4e2345
sowie	bv_doc_id__12_d4e2347
des	bv_doc_id__12_d4e2349
Gemeindesanitätsdienstes	bv_doc_id__12_d4e2351
und	bv_doc_id__12_d4e2353
Rettungswesens	bv_doc_id__12_d4e2356
<g/>
,	
hinsichtlich	bv_doc_id__12_d4e2360
der	bv_doc_id__12_d4e2362
Heil-	bv_doc_id__12_d4e2364
und	bv_doc_id__12_d4e2366
Pflegeanstalten	bv_doc_id__12_d4e2369
<g/>
,	
des	bv_doc_id__12_d4e2373
Kurortewesens	bv_doc_id__12_d4e2375
und	bv_doc_id__12_d4e2377
der	bv_doc_id__12_d4e2379
Heilquellen	bv_doc_id__12_d4e2382
<g/>
,	
jedoch	bv_doc_id__12_d4e2386
nur	bv_doc_id__12_d4e2388
die	bv_doc_id__12_d4e2390
sanitäre	bv_doc_id__12_d4e2392
Aufsicht	bv_doc_id__12_d4e2395
<g/>
;	
Veterinärwesen	bv_doc_id__12_d4e2399
<g/>
;	
Ernährungswesen	bv_doc_id__12_d4e2403
einschließlich	bv_doc_id__12_d4e2405
der	bv_doc_id__12_d4e2408
Nahrungsmittelkontrolle	bv_doc_id__12_d4e2410
<g/>
;	
13.	bv_doc_id__12_d4e2417
wissenschaftlicher	bv_doc_id__12_d4e2422
und	bv_doc_id__12_d4e2424
fachtechnischer	bv_doc_id__12_d4e2426
Archiv-	bv_doc_id__12_d4e2428
und	bv_doc_id__12_d4e2430
Bibliotheksdienst	bv_doc_id__12_d4e2433
<g/>
;	
Angelegenheiten	bv_doc_id__12_d4e2437
der	bv_doc_id__12_d4e2439
künstlerischen	bv_doc_id__12_d4e2441
und	bv_doc_id__12_d4e2443
wissenschaftlichen	bv_doc_id__12_d4e2446
Sammlungen	bv_doc_id__12_d4e2448
und	bv_doc_id__12_d4e2450
Einrichtungen	bv_doc_id__12_d4e2452
<g/>
;	
Denkmalschutz	bv_doc_id__12_d4e2456
<g/>
;	
Angelegenheiten	bv_doc_id__12_d4e2461
des	bv_doc_id__12_d4e2463
Kultus	bv_doc_id__12_d4e2465
<g/>
;	
Volkszählungswesen	bv_doc_id__12_d4e2469
sowie	bv_doc_id__12_d4e2472
sonstige	bv_doc_id__12_d4e2474
Statistik	bv_doc_id__12_d4e2476
<g/>
,	
soweit	bv_doc_id__12_d4e2480
sie	bv_doc_id__12_d4e2482
nicht	bv_doc_id__12_d4e2485
nur	bv_doc_id__12_d4e2487
den	bv_doc_id__12_d4e2489
Interessen	bv_doc_id__12_d4e2491
eines	bv_doc_id__12_d4e2493
einzelnen	bv_doc_id__12_d4e2495
Landes	bv_doc_id__12_d4e2498
dient	bv_doc_id__12_d4e2500
<g/>
;	
Stiftungs-	bv_doc_id__12_d4e2504
und	bv_doc_id__12_d4e2506
Fondswesen	bv_doc_id__12_d4e2508
<g/>
,	
soweit	bv_doc_id__12_d4e2513
es	bv_doc_id__12_d4e2515
sich	bv_doc_id__12_d4e2517
um	bv_doc_id__12_d4e2519
Stiftungen	bv_doc_id__12_d4e2521
und	bv_doc_id__12_d4e2524
Fonds	bv_doc_id__12_d4e2526
handelt	bv_doc_id__12_d4e2528
<g/>
,	
die	bv_doc_id__12_d4e2532
nach	bv_doc_id__12_d4e2534
ihren	bv_doc_id__12_d4e2537
Zwecken	bv_doc_id__12_d4e2539
über	bv_doc_id__12_d4e2541
den	bv_doc_id__12_d4e2543
Interessenbereich	bv_doc_id__12_d4e2545
eines	bv_doc_id__12_d4e2547
Landes	bv_doc_id__12_d4e2550
hinausgehen	bv_doc_id__12_d4e2552
und	bv_doc_id__12_d4e2554
nicht	bv_doc_id__12_d4e2556
schon	bv_doc_id__12_d4e2558
bisher	bv_doc_id__12_d4e2560
von	bv_doc_id__12_d4e2563
den	bv_doc_id__12_d4e2565
Ländern	bv_doc_id__12_d4e2567
autonom	bv_doc_id__12_d4e2569
verwaltet	bv_doc_id__12_d4e2571
wurden	bv_doc_id__12_d4e2573
<g/>
;	
14.	bv_doc_id__12_d4e2581
Bundespolizei	bv_doc_id__12_d4e2587
und	bv_doc_id__12_d4e2589
Bundesgendarmerie	bv_doc_id__12_d4e2591
<g/>
;	
15.	bv_doc_id__12_d4e2598
militärische	bv_doc_id__12_d4e2603
Angelegenheiten	bv_doc_id__12_d4e2605
<g/>
;	
Kriegsschadenangelegenheiten	bv_doc_id__12_d4e2609
und	bv_doc_id__12_d4e2611
Fürsorge	bv_doc_id__12_d4e2614
für	bv_doc_id__12_d4e2616
Kriegsteilnehmer	bv_doc_id__12_d4e2618
und	bv_doc_id__12_d4e2620
deren	bv_doc_id__12_d4e2622
Hinterbliebene	bv_doc_id__12_d4e2624
<g/>
;	
aus	bv_doc_id__12_d4e2629
Anlaß	bv_doc_id__12_d4e2631
eines	bv_doc_id__12_d4e2633
Krieges	bv_doc_id__12_d4e2635
oder	bv_doc_id__12_d4e2637
im	bv_doc_id__12_d4e2640
Gefolge	bv_doc_id__12_d4e2642
eines	bv_doc_id__12_d4e2644
solchen	bv_doc_id__12_d4e2646
zur	bv_doc_id__12_d4e2648
Sicherung	bv_doc_id__12_d4e2650
der	bv_doc_id__12_d4e2653
einheitlichen	bv_doc_id__12_d4e2655
Führung	bv_doc_id__12_d4e2657
der	bv_doc_id__12_d4e2659
Wirtschaft	bv_doc_id__12_d4e2661
notwendig	bv_doc_id__12_d4e2663
erscheinende	bv_doc_id__12_d4e2666
Maßnahmen	bv_doc_id__12_d4e2668
<g/>
,	
insbesondere	bv_doc_id__12_d4e2672
auch	bv_doc_id__12_d4e2674
hinsichtlich	bv_doc_id__12_d4e2676
der	bv_doc_id__12_d4e2679
Versorgung	bv_doc_id__12_d4e2681
der	bv_doc_id__12_d4e2683
Bevölkerung	bv_doc_id__12_d4e2685
mit	bv_doc_id__12_d4e2687
Bedarfsgegenständen	bv_doc_id__12_d4e2689
<g/>
;	
16.	bv_doc_id__12_d4e2697
Einrichtung	bv_doc_id__12_d4e2702
der	bv_doc_id__12_d4e2704
Bundesämter	bv_doc_id__12_d4e2706
und	bv_doc_id__12_d4e2708
sonstigen	bv_doc_id__12_d4e2710
Bundesbehörden	bv_doc_id__12_d4e2713
<g/>
;	
Dienstrecht	bv_doc_id__12_d4e2717
der	bv_doc_id__12_d4e2719
Bundesangestellten	bv_doc_id__12_d4e2721
<g/>
.	
Artikel	bv_doc_id__12_d4e2733
11.	bv_doc_id__12_d4e2735
<g/>
(	
1	bv_doc_id__12_d4e2744
<g/>
)	
Bundessache	bv_doc_id__12_d4e2749
ist	bv_doc_id__12_d4e2751
die	bv_doc_id__12_d4e2753
Gesetzgebung	bv_doc_id__12_d4e2755
<g/>
,	
Landessache	bv_doc_id__12_d4e2760
die	bv_doc_id__12_d4e2762
Vollziehung	bv_doc_id__12_d4e2764
in	bv_doc_id__12_d4e2766
folgenden	bv_doc_id__12_d4e2768
Angelegenheiten	bv_doc_id__12_d4e2771
<g/>
:	
1.	bv_doc_id__12_d4e2779
Staatsbürgerschaft	bv_doc_id__12_d4e2784
und	bv_doc_id__12_d4e2786
Heimatrecht	bv_doc_id__12_d4e2788
<g/>
;	
Personenstandsangelegenheiten	bv_doc_id__12_d4e2792
einschließlich	bv_doc_id__12_d4e2795
des	bv_doc_id__12_d4e2797
Matrikenwesens	bv_doc_id__12_d4e2799
und	bv_doc_id__12_d4e2801
der	bv_doc_id__12_d4e2803
Namensänderung	bv_doc_id__12_d4e2805
<g/>
;	
Fremdenpolizei	bv_doc_id__12_d4e2810
<g/>
;	
2.	bv_doc_id__12_d4e2817
berufliche	bv_doc_id__12_d4e2822
Vertretungen	bv_doc_id__12_d4e2824
<g/>
,	
soweit	bv_doc_id__12_d4e2828
sie	bv_doc_id__12_d4e2830
nicht	bv_doc_id__12_d4e2833
unter	bv_doc_id__12_d4e2835
Artikel	bv_doc_id__12_d4e2837
10	bv_doc_id__12_d4e2839
fallen	bv_doc_id__12_d4e2841
<g/>
;	
3.	bv_doc_id__12_d4e2848
öffentliche	bv_doc_id__12_d4e2854
Agentien	bv_doc_id__12_d4e2856
und	bv_doc_id__12_d4e2858
Privatgeschäftsvermittlung	bv_doc_id__12_d4e2860
<g/>
;	
4.	bv_doc_id__12_d4e2867
hinsichtlich	bv_doc_id__12_d4e2872
der	bv_doc_id__12_d4e2874
öffentlichen	bv_doc_id__12_d4e2876
Abgaben	bv_doc_id__12_d4e2878
<g/>
,	
die	bv_doc_id__12_d4e2883
nicht	bv_doc_id__12_d4e2885
ausschließlich	bv_doc_id__12_d4e2887
oder	bv_doc_id__12_d4e2889
teilweise	bv_doc_id__12_d4e2891
für	bv_doc_id__12_d4e2893
den	bv_doc_id__12_d4e2896
Bund	bv_doc_id__12_d4e2898
eingehoben	bv_doc_id__12_d4e2900
werden	bv_doc_id__12_d4e2902
<g/>
:	
Anordnungen	bv_doc_id__12_d4e2906
zur	bv_doc_id__12_d4e2909
Verhinderung	bv_doc_id__12_d4e2911
von	bv_doc_id__12_d4e2913
Doppelbesteuerungen	bv_doc_id__12_d4e2915
oder	bv_doc_id__12_d4e2917
sonstigen	bv_doc_id__12_d4e2919
übermäßigen	bv_doc_id__12_d4e2922
Belastungen	bv_doc_id__12_d4e2924
<g/>
,	
zur	bv_doc_id__12_d4e2928
Verhinderung	bv_doc_id__12_d4e2930
von	bv_doc_id__12_d4e2932
Erschwerungen	bv_doc_id__12_d4e2935
des	bv_doc_id__12_d4e2937
Verkehres	bv_doc_id__12_d4e2939
oder	bv_doc_id__12_d4e2941
der	bv_doc_id__12_d4e2943
wirtschaftlichen	bv_doc_id__12_d4e2945
Beziehungen	bv_doc_id__12_d4e2948
im	bv_doc_id__12_d4e2950
Verhältnis	bv_doc_id__12_d4e2952
zum	bv_doc_id__12_d4e2954
Ausland	bv_doc_id__12_d4e2956
oder	bv_doc_id__12_d4e2958
zwischen	bv_doc_id__12_d4e2961
den	bv_doc_id__12_d4e2963
Ländern	bv_doc_id__12_d4e2965
und	bv_doc_id__12_d4e2967
Landesteilen	bv_doc_id__12_d4e2969
<g/>
,	
zur	bv_doc_id__12_d4e2974
Verhinderung	bv_doc_id__12_d4e2976
der	bv_doc_id__12_d4e2978
übermäßigen	bv_doc_id__12_d4e2980
oder	bv_doc_id__12_d4e2982
verkehrserschwerenden	bv_doc_id__12_d4e2984
Belastung	bv_doc_id__12_d4e2987
der	bv_doc_id__12_d4e2989
Benutzung	bv_doc_id__12_d4e2991
öffentlicher	bv_doc_id__12_d4e2993
Verkehrswege	bv_doc_id__12_d4e2995
und	bv_doc_id__12_d4e2997
Einrichtungen	bv_doc_id__12_d4e3000
mit	bv_doc_id__12_d4e3002
Gebühren	bv_doc_id__12_d4e3004
und	bv_doc_id__12_d4e3006
zur	bv_doc_id__12_d4e3008
Verhinderung	bv_doc_id__12_d4e3010
der	bv_doc_id__12_d4e3013
Schädigung	bv_doc_id__12_d4e3015
der	bv_doc_id__12_d4e3017
Bundesfinanzen	bv_doc_id__12_d4e3019
<g/>
;	
5.	bv_doc_id__12_d4e3028
Munitions-	bv_doc_id__12_d4e3033
<g/>
,	
Schieß-	bv_doc_id__12_d4e3037
und	bv_doc_id__12_d4e3039
Sprengmittelwesen	bv_doc_id__12_d4e3041
<g/>
,	
soweit	bv_doc_id__12_d4e3046
es	bv_doc_id__12_d4e3048
nicht	bv_doc_id__12_d4e3050
dem	bv_doc_id__12_d4e3052
Monopol	bv_doc_id__12_d4e3054
unterliegt	bv_doc_id__12_d4e3057
<g/>
,	
sowie	bv_doc_id__12_d4e3061
Waffenwesen	bv_doc_id__12_d4e3063
<g/>
;	
Kraftfahrwesen	bv_doc_id__12_d4e3067
<g/>
;	
6.	bv_doc_id__12_d4e3076
Volkswohnungswesen	bv_doc_id__12_d4e3081
<g/>
;	
7.	bv_doc_id__12_d4e3088
Verwaltungs-	bv_doc_id__12_d4e3093
und	bv_doc_id__12_d4e3095
Verwaltungsstrafverfahren	bv_doc_id__12_d4e3097
einschließlich	bv_doc_id__12_d4e3099
der	bv_doc_id__12_d4e3101
Zwangsvollstreckung	bv_doc_id__12_d4e3104
sowie	bv_doc_id__12_d4e3106
die	bv_doc_id__12_d4e3108
allgemeinen	bv_doc_id__12_d4e3110
Bestimmungen	bv_doc_id__12_d4e3112
des	bv_doc_id__12_d4e3114
Verwaltungsstrafrechtes	bv_doc_id__12_d4e3117
auch	bv_doc_id__12_d4e3119
in	bv_doc_id__12_d4e3121
Angelegenheiten	bv_doc_id__12_d4e3123
<g/>
,	
in	bv_doc_id__12_d4e3127
denen	bv_doc_id__12_d4e3130
die	bv_doc_id__12_d4e3132
Gesetzgebung	bv_doc_id__12_d4e3134
den	bv_doc_id__12_d4e3136
Ländern	bv_doc_id__12_d4e3138
zusteht	bv_doc_id__12_d4e3140
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e3154
<g/>
)	
Die	bv_doc_id__12_d4e3159
Durchführungsverordnungen	bv_doc_id__12_d4e3161
zu	bv_doc_id__12_d4e3163
den	bv_doc_id__12_d4e3165
nach	bv_doc_id__12_d4e3168
dem	bv_doc_id__12_d4e3170
Absatz	bv_doc_id__12_d4e3172
1	bv_doc_id__12_d4e3174
ergehenden	bv_doc_id__12_d4e3176
Gesetzen	bv_doc_id__12_d4e3178
sind	bv_doc_id__12_d4e3181
<g/>
,	
soweit	bv_doc_id__12_d4e3185
in	bv_doc_id__12_d4e3187
diesen	bv_doc_id__12_d4e3189
Gesetzen	bv_doc_id__12_d4e3191
nicht	bv_doc_id__12_d4e3194
anders	bv_doc_id__12_d4e3196
bestimmt	bv_doc_id__12_d4e3198
ist	bv_doc_id__12_d4e3200
<g/>
,	
vom	bv_doc_id__12_d4e3204
Bunde	bv_doc_id__12_d4e3207
zu	bv_doc_id__12_d4e3209
erlassen	bv_doc_id__12_d4e3211
<g/>
.	
Artikel	bv_doc_id__12_d4e3221
12.	bv_doc_id__12_d4e3223
<g/>
(	
1	bv_doc_id__12_d4e3232
<g/>
)	
Bundessache	bv_doc_id__12_d4e3237
ist	bv_doc_id__12_d4e3239
die	bv_doc_id__12_d4e3241
Gesetzgebung	bv_doc_id__12_d4e3243
über	bv_doc_id__12_d4e3246
die	bv_doc_id__12_d4e3248
Grundsätze	bv_doc_id__12_d4e3250
<g/>
,	
Landessache	bv_doc_id__12_d4e3254
die	bv_doc_id__12_d4e3256
Erlassung	bv_doc_id__12_d4e3259
von	bv_doc_id__12_d4e3261
Ausführungsgesetzen	bv_doc_id__12_d4e3263
und	bv_doc_id__12_d4e3265
die	bv_doc_id__12_d4e3267
Vollziehung	bv_doc_id__12_d4e3269
in	bv_doc_id__12_d4e3272
folgenden	bv_doc_id__12_d4e3274
Angelegenheiten	bv_doc_id__12_d4e3276
<g/>
:	
1.	bv_doc_id__12_d4e3284
Organisation	bv_doc_id__12_d4e3289
der	bv_doc_id__12_d4e3291
Verwaltung	bv_doc_id__12_d4e3293
in	bv_doc_id__12_d4e3295
den	bv_doc_id__12_d4e3297
Ländern	bv_doc_id__12_d4e3300
<g/>
;	
2.	bv_doc_id__12_d4e3307
Armenwesen	bv_doc_id__12_d4e3312
<g/>
;	
Bevölkerungspolitik	bv_doc_id__12_d4e3316
<g/>
;	
Volkspflegestätten	bv_doc_id__12_d4e3320
<g/>
;	
Mutterschafts-	bv_doc_id__12_d4e3325
<g/>
,	
Säuglings-	bv_doc_id__12_d4e3329
und	bv_doc_id__12_d4e3331
Jugendfürsorge	bv_doc_id__12_d4e3333
<g/>
;	
Heil-	bv_doc_id__12_d4e3338
und	bv_doc_id__12_d4e3340
Pflegeanstalten	bv_doc_id__12_d4e3342
<g/>
,	
Kurortewesen	bv_doc_id__12_d4e3346
und	bv_doc_id__12_d4e3349
Heilquellen	bv_doc_id__12_d4e3351
<g/>
;	
3.	bv_doc_id__12_d4e3358
Einrichtungen	bv_doc_id__12_d4e3364
zum	bv_doc_id__12_d4e3366
Schutze	bv_doc_id__12_d4e3368
der	bv_doc_id__12_d4e3370
Gesellschaft	bv_doc_id__12_d4e3372
gegen	bv_doc_id__12_d4e3375
verbrecherische	bv_doc_id__12_d4e3377
<g/>
,	
verwahrloste	bv_doc_id__12_d4e3381
oder	bv_doc_id__12_d4e3383
sonst	bv_doc_id__12_d4e3385
gefährliche	bv_doc_id__12_d4e3388
Personen	bv_doc_id__12_d4e3390
<g/>
,	
wie	bv_doc_id__12_d4e3394
Zwangsarbeits-	bv_doc_id__12_d4e3396
und	bv_doc_id__12_d4e3398
ähnliche	bv_doc_id__12_d4e3401
Anstalten	bv_doc_id__12_d4e3403
<g/>
;	
Abschiebung	bv_doc_id__12_d4e3407
und	bv_doc_id__12_d4e3409
Abschaffung	bv_doc_id__12_d4e3411
aus	bv_doc_id__12_d4e3414
einem	bv_doc_id__12_d4e3416
in	bv_doc_id__12_d4e3418
ein	bv_doc_id__12_d4e3420
anderes	bv_doc_id__12_d4e3422
Land	bv_doc_id__12_d4e3424
<g/>
;	
4.	bv_doc_id__12_d4e3432
öffentliche	bv_doc_id__12_d4e3437
Einrichtungen	bv_doc_id__12_d4e3439
zur	bv_doc_id__12_d4e3441
außergerichtlichen	bv_doc_id__12_d4e3443
Vermittlung	bv_doc_id__12_d4e3445
von	bv_doc_id__12_d4e3448
Streitigkeiten	bv_doc_id__12_d4e3450
<g/>
;	
5.	bv_doc_id__12_d4e3457
Bodenreform	bv_doc_id__12_d4e3462
<g/>
,	
insbesondere	bv_doc_id__12_d4e3466
agrarische	bv_doc_id__12_d4e3468
Operationen	bv_doc_id__12_d4e3470
und	bv_doc_id__12_d4e3473
Wiederbesiedelung	bv_doc_id__12_d4e3475
<g/>
;	
6.	bv_doc_id__12_d4e3482
Forstwesen	bv_doc_id__12_d4e3488
einschließlich	bv_doc_id__12_d4e3490
des	bv_doc_id__12_d4e3492
Triftwesens	bv_doc_id__12_d4e3494
<g/>
;	
Schutz	bv_doc_id__12_d4e3499
der	bv_doc_id__12_d4e3501
Pflanzen	bv_doc_id__12_d4e3503
gegen	bv_doc_id__12_d4e3505
Krankheiten	bv_doc_id__12_d4e3507
und	bv_doc_id__12_d4e3509
Schädlinge	bv_doc_id__12_d4e3512
<g/>
;	
7.	bv_doc_id__12_d4e3519
Elektrizitätswesen	bv_doc_id__12_d4e3524
und	bv_doc_id__12_d4e3526
Wasserrecht	bv_doc_id__12_d4e3528
<g/>
,	
soweit	bv_doc_id__12_d4e3532
sie	bv_doc_id__12_d4e3535
nicht	bv_doc_id__12_d4e3537
unter	bv_doc_id__12_d4e3539
Artikel	bv_doc_id__12_d4e3541
10	bv_doc_id__12_d4e3543
fallen	bv_doc_id__12_d4e3545
<g/>
;	
8.	bv_doc_id__12_d4e3553
Bauwesen	bv_doc_id__12_d4e3558
<g/>
;	
9.	bv_doc_id__12_d4e3565
Dienstrecht	bv_doc_id__12_d4e3571
der	bv_doc_id__12_d4e3573
Angestellten	bv_doc_id__12_d4e3575
der	bv_doc_id__12_d4e3577
Länder	bv_doc_id__12_d4e3579
<g/>
,	
die	bv_doc_id__12_d4e3584
behördliche	bv_doc_id__12_d4e3586
Aufgaben	bv_doc_id__12_d4e3588
zu	bv_doc_id__12_d4e3590
besorgen	bv_doc_id__12_d4e3592
haben	bv_doc_id__12_d4e3595
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e3608
<g/>
)	
Die	bv_doc_id__12_d4e3613
Entscheidung	bv_doc_id__12_d4e3615
oberster	bv_doc_id__12_d4e3617
Instanz	bv_doc_id__12_d4e3619
in	bv_doc_id__12_d4e3622
Angelegenheiten	bv_doc_id__12_d4e3624
der	bv_doc_id__12_d4e3626
Bodenreform	bv_doc_id__12_d4e3628
<g/>
(	
Absatz	bv_doc_id__12_d4e3632
1	bv_doc_id__12_d4e3635
<g/>
,	
Z	bv_doc_id__12_d4e3639
<g/>
.	
5	bv_doc_id__12_d4e3643
<g/>
)	
wird	bv_doc_id__12_d4e3648
einer	bv_doc_id__12_d4e3650
vom	bv_doc_id__12_d4e3652
Bunde	bv_doc_id__12_d4e3654
eingesetzten	bv_doc_id__12_d4e3656
<g/>
,	
aus	bv_doc_id__12_d4e3661
Richtern	bv_doc_id__12_d4e3663
<g/>
,	
Verwaltungsbeamten	bv_doc_id__12_d4e3667
und	bv_doc_id__12_d4e3669
Sachverständigen	bv_doc_id__12_d4e3671
bestehenden	bv_doc_id__12_d4e3674
Kommission	bv_doc_id__12_d4e3676
übertragen	bv_doc_id__12_d4e3678
<g/>
.	
Artikel	bv_doc_id__12_d4e3688
13.	bv_doc_id__12_d4e3690
<g/>
(	
1	bv_doc_id__12_d4e3699
<g/>
)	
Bundessache	bv_doc_id__12_d4e3704
ist	bv_doc_id__12_d4e3706
die	bv_doc_id__12_d4e3708
Gesetzgebung	bv_doc_id__12_d4e3710
und	bv_doc_id__12_d4e3713
die	bv_doc_id__12_d4e3715
Vollziehung	bv_doc_id__12_d4e3717
hinsichtlich	bv_doc_id__12_d4e3719
der	bv_doc_id__12_d4e3721
Regelung	bv_doc_id__12_d4e3723
<g/>
,	
welche	bv_doc_id__12_d4e3728
Abgaben	bv_doc_id__12_d4e3730
dem	bv_doc_id__12_d4e3732
Bunde	bv_doc_id__12_d4e3734
<g/>
,	
den	bv_doc_id__12_d4e3739
Ländern	bv_doc_id__12_d4e3741
und	bv_doc_id__12_d4e3743
den	bv_doc_id__12_d4e3745
Gemeinden	bv_doc_id__12_d4e3747
zustehen	bv_doc_id__12_d4e3749
<g/>
,	
der	bv_doc_id__12_d4e3754
Regelung	bv_doc_id__12_d4e3756
der	bv_doc_id__12_d4e3758
Anteilnahme	bv_doc_id__12_d4e3760
der	bv_doc_id__12_d4e3762
Länder	bv_doc_id__12_d4e3765
und	bv_doc_id__12_d4e3767
der	bv_doc_id__12_d4e3769
Gemeinden	bv_doc_id__12_d4e3771
an	bv_doc_id__12_d4e3773
den	bv_doc_id__12_d4e3775
Einnahmen	bv_doc_id__12_d4e3778
des	bv_doc_id__12_d4e3780
Bundes	bv_doc_id__12_d4e3782
und	bv_doc_id__12_d4e3784
der	bv_doc_id__12_d4e3786
Regelung	bv_doc_id__12_d4e3788
der	bv_doc_id__12_d4e3791
Beiträge	bv_doc_id__12_d4e3793
und	bv_doc_id__12_d4e3795
Zuschüsse	bv_doc_id__12_d4e3797
aus	bv_doc_id__12_d4e3799
Bundesmitteln	bv_doc_id__12_d4e3804
zu	bv_doc_id__12_d4e3806
den	bv_doc_id__12_d4e3808
Ausgaben	bv_doc_id__12_d4e3810
der	bv_doc_id__12_d4e3812
Länder	bv_doc_id__12_d4e3814
und	bv_doc_id__12_d4e3817
der	bv_doc_id__12_d4e3819
Gemeinden	bv_doc_id__12_d4e3821
<g/>
.	
<g/>
(	
2	bv_doc_id__12_d4e3832
<g/>
)	
Landessache	bv_doc_id__12_d4e3837
ist	bv_doc_id__12_d4e3839
die	bv_doc_id__12_d4e3841
Gesetzgebung	bv_doc_id__12_d4e3843
und	bv_doc_id__12_d4e3846
die	bv_doc_id__12_d4e3848
Vollziehung	bv_doc_id__12_d4e3850
hinsichtlich	bv_doc_id__12_d4e3852
der	bv_doc_id__12_d4e3854
Regelung	bv_doc_id__12_d4e3856
<g/>
,	
welche	bv_doc_id__12_d4e3861
Abgaben	bv_doc_id__12_d4e3863
der	bv_doc_id__12_d4e3865
Länder	bv_doc_id__12_d4e3867
den	bv_doc_id__12_d4e3869
Gemeinden	bv_doc_id__12_d4e3872
übertragen	bv_doc_id__12_d4e3874
werden	bv_doc_id__12_d4e3876
<g/>
,	
der	bv_doc_id__12_d4e3880
Regelung	bv_doc_id__12_d4e3882
der	bv_doc_id__12_d4e3885
Anteilnahme	bv_doc_id__12_d4e3887
der	bv_doc_id__12_d4e3889
Gemeinden	bv_doc_id__12_d4e3891
an	bv_doc_id__12_d4e3893
den	bv_doc_id__12_d4e3895
Einnahmen	bv_doc_id__12_d4e3898
der	bv_doc_id__12_d4e3900
Länder	bv_doc_id__12_d4e3902
und	bv_doc_id__12_d4e3904
der	bv_doc_id__12_d4e3906
Regelung	bv_doc_id__12_d4e3908
der	bv_doc_id__12_d4e3911
Beiträge	bv_doc_id__12_d4e3913
und	bv_doc_id__12_d4e3915
der	bv_doc_id__12_d4e3917
Zuschüsse	bv_doc_id__12_d4e3919
aus	bv_doc_id__12_d4e3921
Landesmitteln	bv_doc_id__12_d4e3924
zu	bv_doc_id__12_d4e3926
den	bv_doc_id__12_d4e3928
Ausgaben	bv_doc_id__12_d4e3930
der	bv_doc_id__12_d4e3932
Gemeinden	bv_doc_id__12_d4e3934
<g/>
.	
Artikel	bv_doc_id__12_d4e3945
14.	bv_doc_id__12_d4e3947
Auf	bv_doc_id__12_d4e3952
dem	bv_doc_id__12_d4e3954
Gebiete	bv_doc_id__12_d4e3956
des	bv_doc_id__12_d4e3958
Schul-	bv_doc_id__12_d4e3960
<g/>
,	
Erziehungs-	bv_doc_id__12_d4e3965
und	bv_doc_id__12_d4e3967
Volksbildungswesens	bv_doc_id__12_d4e3969
wird	bv_doc_id__12_d4e3971
der	bv_doc_id__12_d4e3973
Wirkungsbereich	bv_doc_id__12_d4e3976
des	bv_doc_id__12_d4e3978
Bundes	bv_doc_id__12_d4e3980
und	bv_doc_id__12_d4e3982
der	bv_doc_id__12_d4e3984
Länder	bv_doc_id__12_d4e3986
durch	bv_doc_id__12_d4e3989
ein	bv_doc_id__12_d4e3991
besonderes	bv_doc_id__12_d4e3993
Bundes-Verfassungsgesetz	bv_doc_id__12_d4e3995
geregelt	bv_doc_id__12_d4e3997
<g/>
.	
Artikel	bv_doc_id__12_d4e4007
15.	bv_doc_id__12_d4e4009
<g/>
(	
1	bv_doc_id__12_d4e4018
<g/>
)	
Soweit	bv_doc_id__12_d4e4023
eine	bv_doc_id__12_d4e4025
Angelegenheit	bv_doc_id__12_d4e4027
nicht	bv_doc_id__12_d4e4029
ausdrücklich	bv_doc_id__12_d4e4032
durch	bv_doc_id__12_d4e4034
die	bv_doc_id__12_d4e4036
Bundesverfassung	bv_doc_id__12_d4e4038
der	bv_doc_id__12_d4e4040
Gesetzgebung	bv_doc_id__12_d4e4042
oder	bv_doc_id__12_d4e4045
auch	bv_doc_id__12_d4e4047
der	bv_doc_id__12_d4e4049
Vollziehung	bv_doc_id__12_d4e4051
des	bv_doc_id__12_d4e4053
Bundes	bv_doc_id__12_d4e4055
übertragen	bv_doc_id__12_d4e4058
ist	bv_doc_id__12_d4e4060
<g/>
,	
verbleibt	bv_doc_id__12_d4e4064
sie	bv_doc_id__12_d4e4066
im	bv_doc_id__12_d4e4068
selbständigen	bv_doc_id__12_d4e4071
Wirkungsbereiche	bv_doc_id__12_d4e4073
der	bv_doc_id__12_d4e4075
Länder	bv_doc_id__12_d4e4077
<g/>
.	
<g/>
(	
