<doc id="bv_doc_id__1" attrs="word lemma type">
Entwurf	bv_doc_id__1_d1e468
Bundesregierung	bv_doc_id__1_d1e2363
kann	bv_doc_id__1_d1e2365
der	bv_doc_id__1_d1e2368
Bundespräsident	bv_doc_id__1_d1e2370
die	bv_doc_id__1_d1e2372
Bundesversammlung	bv_doc_id__1_d1e2374
auflösen	bv_doc_id__1_d1e2376
<g/>
.	
In	bv_doc_id__1_d1e2383
diesem	bv_doc_id__1_d1e2385
Falle	bv_doc_id__1_d1e2387
hat	bv_doc_id__1_d1e2389
der	bv_doc_id__1_d1e2391
Bundespräsident	bv_doc_id__1_d1e2394
binnen...	bv_doc_id__1_d1e2396
Wochen	bv_doc_id__1_d1e2398
nach	bv_doc_id__1_d1e2400
erfolgter	bv_doc_id__1_d1e2402
Auflösung	bv_doc_id__1_d1e2404
Neuwahlen	bv_doc_id__1_d1e2407
auszuschreiben	bv_doc_id__1_d1e2409
und	bv_doc_id__1_d1e2411
die	bv_doc_id__1_d1e2413
neugewählte	bv_doc_id__1_d1e2415
Bundesversammlung	bv_doc_id__1_d1e2417
binnen	bv_doc_id__1_d1e2420
weiteren...	bv_doc_id__1_d1e2422
Wochen	bv_doc_id__1_d1e2424
einzuberufen	bv_doc_id__1_d1e2426
<g/>
.	
Art.	bv_doc_id__1_d1e2436
XVI	bv_doc_id__1_d1e2438
<g/>
.	
Die	bv_doc_id__1_d1e2445
Bundesversammlung	bv_doc_id__1_d1e2447
wählt	bv_doc_id__1_d1e2449
aus	bv_doc_id__1_d1e2451
ihrer	bv_doc_id__1_d1e2453
Mitte	bv_doc_id__1_d1e2456
auf	bv_doc_id__1_d1e2458
die	bv_doc_id__1_d1e2460
Dauer	bv_doc_id__1_d1e2462
der	bv_doc_id__1_d1e2464
Sitzungsperiode	bv_doc_id__1_d1e2466
einen	bv_doc_id__1_d1e2469
Präsidenten	bv_doc_id__1_d1e2471
sowie	bv_doc_id__1_d1e2473
einen	bv_doc_id__1_d1e2475
zweiten	bv_doc_id__1_d1e2477
und	bv_doc_id__1_d1e2479
dritten	bv_doc_id__1_d1e2482
Präsidenten	bv_doc_id__1_d1e2484
<g/>
.	
Die	bv_doc_id__1_d1e2491
Geschäftsführung	bv_doc_id__1_d1e2493
der	bv_doc_id__1_d1e2495
Bundesversammlung	bv_doc_id__1_d1e2497
erfolgt	bv_doc_id__1_d1e2499
auf	bv_doc_id__1_d1e2502
Grund	bv_doc_id__1_d1e2504
eines	bv_doc_id__1_d1e2506
besonderen	bv_doc_id__1_d1e2508
Gesetzes	bv_doc_id__1_d1e2510
<g/>
,	
das	bv_doc_id__1_d1e2515
einen	bv_doc_id__1_d1e2517
Bestandteil	bv_doc_id__1_d1e2519
der	bv_doc_id__1_d1e2521
Bundesverfassung	bv_doc_id__1_d1e2523
bildet	bv_doc_id__1_d1e2525
und	bv_doc_id__1_d1e2528
einer	bv_doc_id__1_d1e2530
im	bv_doc_id__1_d1e2532
Rahmen	bv_doc_id__1_d1e2534
dieses	bv_doc_id__1_d1e2536
Gesetzes	bv_doc_id__1_d1e2538
von	bv_doc_id__1_d1e2541
der	bv_doc_id__1_d1e2543
Bundesversammlung	bv_doc_id__1_d1e2545
zu	bv_doc_id__1_d1e2547
beschließenden	bv_doc_id__1_d1e2549
autonomen	bv_doc_id__1_d1e2551
Geschäftsordnung	bv_doc_id__1_d1e2554
<g/>
.	
Art.	bv_doc_id__1_d1e2567
XVII	bv_doc_id__1_d1e2569
<g/>
.	
Gesetzesvorschläge	bv_doc_id__1_d1e2576
gelangen	bv_doc_id__1_d1e2578
an	bv_doc_id__1_d1e2580
die	bv_doc_id__1_d1e2582
Bundesversammlung	bv_doc_id__1_d1e2584
entweder	bv_doc_id__1_d1e2587
als	bv_doc_id__1_d1e2589
Anträge	bv_doc_id__1_d1e2591
ihrer	bv_doc_id__1_d1e2593
Mitglieder	bv_doc_id__1_d1e2595
oder	bv_doc_id__1_d1e2597
als	bv_doc_id__1_d1e2600
Vorlagen	bv_doc_id__1_d1e2602
der	bv_doc_id__1_d1e2604
Bundesregierung	bv_doc_id__1_d1e2606
<g/>
.	
Auch	bv_doc_id__1_d1e2610
der	bv_doc_id__1_d1e2613
Bundesrat	bv_doc_id__1_d1e2615
kann	bv_doc_id__1_d1e2617
im	bv_doc_id__1_d1e2619
Wege	bv_doc_id__1_d1e2621
der	bv_doc_id__1_d1e2623
Bundesregierung	bv_doc_id__1_d1e2626
Gesetzesanträge	bv_doc_id__1_d1e2628
in	bv_doc_id__1_d1e2630
der	bv_doc_id__1_d1e2632
Bundesversammlung	bv_doc_id__1_d1e2634
stellen	bv_doc_id__1_d1e2636
<g/>
.	
Die	bv_doc_id__1_d1e2644
Gesetzesbeschlüsse	bv_doc_id__1_d1e2646
der	bv_doc_id__1_d1e2648
Bundesversammlung	bv_doc_id__1_d1e2650
erlangen	bv_doc_id__1_d1e2652
Gesetzeskraft	bv_doc_id__1_d1e2655
dadurch	bv_doc_id__1_d1e2657
<g/>
,	
daß	bv_doc_id__1_d1e2661
sie	bv_doc_id__1_d1e2663
vom	bv_doc_id__1_d1e2665
Bundesrat	bv_doc_id__1_d1e2668
genehmigt	bv_doc_id__1_d1e2670
<g/>
,	
vom	bv_doc_id__1_d1e2674
Bundespräsidenten	bv_doc_id__1_d1e2676
durch	bv_doc_id__1_d1e2678
seine	bv_doc_id__1_d1e2681
Unterschrift	bv_doc_id__1_d1e2683
beurkundet	bv_doc_id__1_d1e2685
und	bv_doc_id__1_d1e2687
über	bv_doc_id__1_d1e2689
dessen	bv_doc_id__1_d1e2691
Auftrag	bv_doc_id__1_d1e2694
vom	bv_doc_id__1_d1e2696
Bundeskanzler	bv_doc_id__1_d1e2698
im	bv_doc_id__1_d1e2700
Bundesgesetzblatt	bv_doc_id__1_d1e2702
kundgemacht	bv_doc_id__1_d1e2704
werden	bv_doc_id__1_d1e2707
<g/>
.	
Art.	bv_doc_id__1_d1e2717
XVIII	bv_doc_id__1_d1e2719
<g/>
.	
Zu	bv_doc_id__1_d1e2726
einem	bv_doc_id__1_d1e2728
Beschluß	bv_doc_id__1_d1e2730
der	bv_doc_id__1_d1e2732
Bundesversammlung	bv_doc_id__1_d1e2734
ist	bv_doc_id__1_d1e2737
die	bv_doc_id__1_d1e2739
Anwesenheit	bv_doc_id__1_d1e2741
von	bv_doc_id__1_d1e2743
mindestens	bv_doc_id__1_d1e2745
<g/>
.	
<g/>
.	
<g/>
.	
Mitgliedern	bv_doc_id__1_d1e2754
und	bv_doc_id__1_d1e2756
die	bv_doc_id__1_d1e2758
absolute	bv_doc_id__1_d1e2760
Mehrheit	bv_doc_id__1_d1e2763
der	bv_doc_id__1_d1e2765
abgegebenen	bv_doc_id__1_d1e2767
Stimmen	bv_doc_id__1_d1e2769
erforderlich	bv_doc_id__1_d1e2771
<g/>
.	
Eine	bv_doc_id__1_d1e2778
Abänderung	bv_doc_id__1_d1e2780
der	bv_doc_id__1_d1e2782
Bundesverfassung	bv_doc_id__1_d1e2784
kann	bv_doc_id__1_d1e2786
jedoch	bv_doc_id__1_d1e2789
nur	bv_doc_id__1_d1e2791
bei	bv_doc_id__1_d1e2793
Anwesenheit	bv_doc_id__1_d1e2795
von	bv_doc_id__1_d1e2797
mindestens	bv_doc_id__1_d1e2799
zwei	bv_doc_id__1_d1e2802
Drittel	bv_doc_id__1_d1e2804
aller	bv_doc_id__1_d1e2806
Mitglieder	bv_doc_id__1_d1e2808
und	bv_doc_id__1_d1e2810
mit	bv_doc_id__1_d1e2812
einer	bv_doc_id__1_d1e2815
Mehrheit	bv_doc_id__1_d1e2817
von	bv_doc_id__1_d1e2819
drei	bv_doc_id__1_d1e2821
Viertel	bv_doc_id__1_d1e2823
aller	bv_doc_id__1_d1e2825
abgegebenen	bv_doc_id__1_d1e2828
Stimman	bv_doc_id__1_d1e2830
beschlossen	bv_doc_id__1_d1e2832
werden	bv_doc_id__1_d1e2834
<g/>
.	
Art.	bv_doc_id__1_d1e2844
XIX	bv_doc_id__1_d1e2846
<g/>
.	
Jede	bv_doc_id__1_d1e2853
Gesamtänderung	bv_doc_id__1_d1e2855
der	bv_doc_id__1_d1e2857
Bundesverfassung	bv_doc_id__1_d1e2859
<g/>
,	
eine	bv_doc_id__1_d1e2864
teilweise	bv_doc_id__1_d1e2866
Aenderung	bv_doc_id__1_d1e2868
aber	bv_doc_id__1_d1e2870
nur	bv_doc_id__1_d1e2872
<g/>
,	
wenn	bv_doc_id__1_d1e2877
sie	bv_doc_id__1_d1e2879
von	bv_doc_id__1_d1e2881
<g/>
.	
<g/>
.	
<g/>
.	
Mitgliedern	bv_doc_id__1_d1e2890
der	bv_doc_id__1_d1e2892
Bundesversammlung	bv_doc_id__1_d1e2894
oder	bv_doc_id__1_d1e2896
<g/>
.	
<g/>
.	
<g/>
.	
Mitgliedern	bv_doc_id__1_d1e2905
des	bv_doc_id__1_d1e2907
Bundesrates	bv_doc_id__1_d1e2909
verlangt	bv_doc_id__1_d1e2911
wird	bv_doc_id__1_d1e2913
<g/>
,	
ist	bv_doc_id__1_d1e2918
<g/>
-	
nachdem	bv_doc_id__1_d1e2922
sie	bv_doc_id__1_d1e2924
von	bv_doc_id__1_d1e2926
der	bv_doc_id__1_d1e2929
Bundesversammlung	bv_doc_id__1_d1e2931
beschlossen	bv_doc_id__1_d1e2933
und	bv_doc_id__1_d1e2935
vom	bv_doc_id__1_d1e2937
Bundesrat	bv_doc_id__1_d1e2939
genehmigt	bv_doc_id__1_d1e2942
ist	bv_doc_id__1_d1e2944
<g/>
-	
vor	bv_doc_id__1_d1e2948
der	bv_doc_id__1_d1e2950
Beurkundung	bv_doc_id__1_d1e2952
durch	bv_doc_id__1_d1e2955
den	bv_doc_id__1_d1e2957
Bundespräsiden-	bv_doc_id__1_d1e2959
ten	bv_doc_id__1_d1e2963
einer	bv_doc_id__1_d1e2965
Abstimmung	bv_doc_id__1_d1e2968
des	bv_doc_id__1_d1e2970
gesamten	bv_doc_id__1_d1e2972
Bundesvolkes	bv_doc_id__1_d1e2974
zu	bv_doc_id__1_d1e2976
unterziehen	bv_doc_id__1_d1e2978
<g/>
.	
Art.	bv_doc_id__1_d1e2989
XX	bv_doc_id__1_d1e2991
<g/>
.	
Einer	bv_doc_id__1_d1e2998
solchen	bv_doc_id__1_d1e3000
Volksabstimmung	bv_doc_id__1_d1e3002
ist	bv_doc_id__1_d1e3004
ferner	bv_doc_id__1_d1e3006
jedes	bv_doc_id__1_d1e3009
Bundesgesetz	bv_doc_id__1_d1e3011
unterworfen	bv_doc_id__1_d1e3013
hinsichtlich	bv_doc_id__1_d1e3015
dessen	bv_doc_id__1_d1e3017
dies	bv_doc_id__1_d1e3019
von	bv_doc_id__1_d1e3022
wenigstens	bv_doc_id__1_d1e3024
400.000	bv_doc_id__1_d1e3026
Stimmberechtigten	bv_doc_id__1_d1e3028
oder	bv_doc_id__1_d1e3030
von	bv_doc_id__1_d1e3032
der	bv_doc_id__1_d1e3035
Mehrheit	bv_doc_id__1_d1e3037
der	bv_doc_id__1_d1e3039
Stimmberechtigten	bv_doc_id__1_d1e3041
dreier	bv_doc_id__1_d1e3043
Länder	bv_doc_id__1_d1e3045
innerhalb	bv_doc_id__1_d1e3048
6	bv_doc_id__1_d1e3050
Wochen	bv_doc_id__1_d1e3052
nach	bv_doc_id__1_d1e3054
erfolgter	bv_doc_id__1_d1e3056
Kundmachung	bv_doc_id__1_d1e3058
des	bv_doc_id__1_d1e3061
Gesetzes	bv_doc_id__1_d1e3063
gefordert	bv_doc_id__1_d1e3065
wird	bv_doc_id__1_d1e3067
<g/>
.	
Art.	bv_doc_id__1_d1e3077
XXI	bv_doc_id__1_d1e3079
<g/>
.	
Stimmberechtigt	bv_doc_id__1_d1e3086
ist	bv_doc_id__1_d1e3088
jeder	bv_doc_id__1_d1e3090
zur	bv_doc_id__1_d1e3092
Nationalversammlung	bv_doc_id__1_d1e3094
wahlberechtigter	bv_doc_id__1_d1e3097
Bundesbürger	bv_doc_id__1_d1e3099
<g/>
.	
Das	bv_doc_id__1_d1e3103
Bundesvolk	bv_doc_id__1_d1e3105
hat	bv_doc_id__1_d1e3107
die	bv_doc_id__1_d1e3110
von	bv_doc_id__1_d1e3112
der	bv_doc_id__1_d1e3114
Nationalversammlung	bv_doc_id__1_d1e3116
beschlossene	bv_doc_id__1_d1e3118
und	bv_doc_id__1_d1e3120
vom	bv_doc_id__1_d1e3123
Bundesrat	bv_doc_id__1_d1e3125
genehmigte	bv_doc_id__1_d1e3127
Verfassungsänderung	bv_doc_id__1_d1e3129
angenommen	bv_doc_id__1_d1e3131
und	bv_doc_id__1_d1e3133
es	bv_doc_id__1_d1e3136
hat	bv_doc_id__1_d1e3138
das	bv_doc_id__1_d1e3140
bereits	bv_doc_id__1_d1e3142
kundgemachte	bv_doc_id__1_d1e3144
Bundesgesetz	bv_doc_id__1_d1e3146
abgelehnt	bv_doc_id__1_d1e3149
<g/>
,	
wenn	bv_doc_id__1_d1e3153
die	bv_doc_id__1_d1e3155
absolute	bv_doc_id__1_d1e3157
Mehrheit	bv_doc_id__1_d1e3159
der	bv_doc_id__1_d1e3162
abgegebenen	bv_doc_id__1_d1e3164
Stimmen	bv_doc_id__1_d1e3166
sich	bv_doc_id__1_d1e3168
für	bv_doc_id__1_d1e3170
die	bv_doc_id__1_d1e3172
Verfassungsänderung	bv_doc_id__1_d1e3175
oder	bv_doc_id__1_d1e3177
gegen	bv_doc_id__1_d1e3179
das	bv_doc_id__1_d1e3181
Bundesgesetz	bv_doc_id__1_d1e3183
ausgesprochen	bv_doc_id__1_d1e3185
hat	bv_doc_id__1_d1e3188
<g/>
.	
Art.	bv_doc_id__1_d1e3198
XXII	bv_doc_id__1_d1e3200
<g/>
.	
Das	bv_doc_id__1_d1e3207
Ergebnis	bv_doc_id__1_d1e3209
der	bv_doc_id__1_d1e3211
Volksabstimmung	bv_doc_id__1_d1e3213
ist	bv_doc_id__1_d1e3215
im	bv_doc_id__1_d1e3218
Bundesgesetzblatt	bv_doc_id__1_d1e3220
zu	bv_doc_id__1_d1e3222
verlautbaren	bv_doc_id__1_d1e3224
<g/>
.	
Im	bv_doc_id__1_d1e3228
Falle	bv_doc_id__1_d1e3231
ein	bv_doc_id__1_d1e3233
Bundesgesetz	bv_doc_id__1_d1e3235
durch	bv_doc_id__1_d1e3237
Volksabstimmung	bv_doc_id__1_d1e3239
abgelehnt	bv_doc_id__1_d1e3241
wurde	bv_doc_id__1_d1e3244
<g/>
,	
ist	bv_doc_id__1_d1e3248
seine	bv_doc_id__1_d1e3250
Ausserkraftsetzung	bv_doc_id__1_d1e3252
kundzumachen	bv_doc_id__1_d1e3254
<g/>
.	
Art.	bv_doc_id__1_d1e3266
XXIII	bv_doc_id__1_d1e3268
<g/>
.	
Ist	bv_doc_id__1_d1e3275
eine	bv_doc_id__1_d1e3277
Gesamtänderung	bv_doc_id__1_d1e3279
der	bv_doc_id__1_d1e3281
Bundesverfassung	bv_doc_id__1_d1e3283
durch	bv_doc_id__1_d1e3286
Volksabstimmung	bv_doc_id__1_d1e3288
abgelehnt	bv_doc_id__1_d1e3290
worden	bv_doc_id__1_d1e3292
<g/>
,	
hat	bv_doc_id__1_d1e3296
der	bv_doc_id__1_d1e3299
Bundespräsident	bv_doc_id__1_d1e3301
die	bv_doc_id__1_d1e3305
Bundesversammlung	bv_doc_id__1_d1e3307
aufzulösen	bv_doc_id__1_d1e3309
und	bv_doc_id__1_d1e3312
gemäß	bv_doc_id__1_d1e3314
Art.	bv_doc_id__1_d1e3316
XV	bv_doc_id__1_d1e3318
der	bv_doc_id__1_d1e3320
Bundesverfassung	bv_doc_id__1_d1e3322
Neuwahlen	bv_doc_id__1_d1e3325
auszuschreiben	bv_doc_id__1_d1e3327
<g/>
.	
Art.	bv_doc_id__1_d1e3337
XXIV	bv_doc_id__1_d1e3339
<g/>
.	
Das	bv_doc_id__1_d1e3346
Verfahren	bv_doc_id__1_d1e3348
für	bv_doc_id__1_d1e3350
die	bv_doc_id__1_d1e3352
Volksabstimmung	bv_doc_id__1_d1e3354
sowie	bv_doc_id__1_d1e3357
für	bv_doc_id__1_d1e3359
die	bv_doc_id__1_d1e3361
in	bv_doc_id__1_d1e3363
Art.	bv_doc_id__1_d1e3365
XX	bv_doc_id__1_d1e3367
vorgesehene	bv_doc_id__1_d1e3370
Initiative	bv_doc_id__1_d1e3372
ist	bv_doc_id__1_d1e3374
in	bv_doc_id__1_d1e3376
dem	bv_doc_id__1_d1e3378
Gesetz	bv_doc_id__1_d1e3380
über	bv_doc_id__1_d1e3383
die	bv_doc_id__1_d1e3385
Wahlordnung	bv_doc_id__1_d1e3387
für	bv_doc_id__1_d1e3389
die	bv_doc_id__1_d1e3391
Wahl	bv_doc_id__1_d1e3393
zur	bv_doc_id__1_d1e3396
Bundesversammlung	bv_doc_id__1_d1e3398
geregelt	bv_doc_id__1_d1e3400
<g/>
.	
Art.	bv_doc_id__1_d1e3410
XXV	bv_doc_id__1_d1e3412
<g/>
.	
Die	bv_doc_id__1_d1e3419
Sitzungen	bv_doc_id__1_d1e3421
der	bv_doc_id__1_d1e3423
Bundesversammlung	bv_doc_id__1_d1e3425
sind	bv_doc_id__1_d1e3427
öffentlich	bv_doc_id__1_d1e3430
<g/>
.	
Dem	bv_doc_id__1_d1e3437
Hause	bv_doc_id__1_d1e3439
steht	bv_doc_id__1_d1e3441
das	bv_doc_id__1_d1e3443
Recht	bv_doc_id__1_d1e3445
zu	bv_doc_id__1_d1e3448
<g/>
,	
ausnahmsweise	bv_doc_id__1_d1e3452
die	bv_doc_id__1_d1e3454
Oeffentlichkeit	bv_doc_id__1_d1e3456
auszuschließen	bv_doc_id__1_d1e3458
<g/>
,	
wenn	bv_doc_id__1_d1e3463
es	bv_doc_id__1_d1e3465
vom	bv_doc_id__1_d1e3467
Präsidenten	bv_doc_id__1_d1e3469
oder	bv_doc_id__1_d1e3471
wenigstens	bv_doc_id__1_d1e3474
<g/>
.	
<g/>
.	
<g/>
.	
Mitgliedern	bv_doc_id__1_d1e3482
verlangt	bv_doc_id__1_d1e3484
und	bv_doc_id__1_d1e3487
vom	bv_doc_id__1_d1e3489
Hause	bv_doc_id__1_d1e3491
nach	bv_doc_id__1_d1e3493
Entfernung	bv_doc_id__1_d1e3495
der	bv_doc_id__1_d1e3497
Zuhörer	bv_doc_id__1_d1e3500
beschlossen	bv_doc_id__1_d1e3502
wird	bv_doc_id__1_d1e3504
<g/>
.	
Art.	bv_doc_id__1_d1e3514
XXVI	bv_doc_id__1_d1e3516
<g/>
.	
In	bv_doc_id__1_d1e3523
den	bv_doc_id__1_d1e3525
Bundesrat	bv_doc_id__1_d1e3527
entsendet	bv_doc_id__1_d1e3529
jede	bv_doc_id__1_d1e3531
Landesversammlung	bv_doc_id__1_d1e3534
aus	bv_doc_id__1_d1e3536
ihrer	bv_doc_id__1_d1e3538
Mitte	bv_doc_id__1_d1e3540
nach	bv_doc_id__1_d1e3542
dem	bv_doc_id__1_d1e3544
Verhältniswahlrecht	bv_doc_id__1_d1e3547
<g/>
.	
<g/>
.	
<g/>
.	
Mitglieder	bv_doc_id__1_d1e3555
und	bv_doc_id__1_d1e3557
für	bv_doc_id__1_d1e3560
je	bv_doc_id__1_d1e3562
<g/>
.	
<g/>
.	
<g/>
.	
Einwohner	bv_doc_id__1_d1e3570
ihres	bv_doc_id__1_d1e3573
Gebietes	bv_doc_id__1_d1e3575
je	bv_doc_id__1_d1e3577
ein	bv_doc_id__1_d1e3579
weiteres	bv_doc_id__1_d1e3581
Mitglied	bv_doc_id__1_d1e3583
auf	bv_doc_id__1_d1e3586
die	bv_doc_id__1_d1e3588
Dauer	bv_doc_id__1_d1e3590
einer	bv_doc_id__1_d1e3592
Session	bv_doc_id__1_d1e3594
der	bv_doc_id__1_d1e3596
Bundesversammlung	bv_doc_id__1_d1e3599
<g/>
.	
Art.	bv_doc_id__1_d1e3609
XXVII	bv_doc_id__1_d1e3611
<g/>
.	
Der	bv_doc_id__1_d1e3618
Vorsitz	bv_doc_id__1_d1e3620
im	bv_doc_id__1_d1e3622
Bundesrat	bv_doc_id__1_d1e3624
fällt	bv_doc_id__1_d1e3626
in	bv_doc_id__1_d1e3629
jeder	bv_doc_id__1_d1e3631
Session	bv_doc_id__1_d1e3633
nach	bv_doc_id__1_d1e3635
alphabetischer	bv_doc_id__1_d1e3637
Reihenfolge	bv_doc_id__1_d1e3639
auf	bv_doc_id__1_d1e3642
ein	bv_doc_id__1_d1e3644
anderes	bv_doc_id__1_d1e3646
Land	bv_doc_id__1_d1e3648
<g/>
.	
Als	bv_doc_id__1_d1e3655
Vorsitzender	bv_doc_id__1_d1e3657
des	bv_doc_id__1_d1e3659
Bundesrates	bv_doc_id__1_d1e3661
und	bv_doc_id__1_d1e3663
als	bv_doc_id__1_d1e3666
Stellvertreter	bv_doc_id__1_d1e3668
desselben	bv_doc_id__1_d1e3670
fungieren	bv_doc_id__1_d1e3672
die	bv_doc_id__1_d1e3674
bei	bv_doc_id__1_d1e3676
der	bv_doc_id__1_d1e3679
Wahl	bv_doc_id__1_d1e3681
aus	bv_doc_id__1_d1e3683
der	bv_doc_id__1_d1e3685
Landesver-	bv_doc_id__1_d1e3687
6	bv_doc_id__1_d1e3689
sammlung	bv_doc_id__1_d1e3694
hiezu	bv_doc_id__1_d1e3696
an	bv_doc_id__1_d1e3698
erster	bv_doc_id__1_d1e3700
und	bv_doc_id__1_d1e3702
zweiter	bv_doc_id__1_d1e3705
Stelle	bv_doc_id__1_d1e3707
ermächtigten	bv_doc_id__1_d1e3709
Vertreter	bv_doc_id__1_d1e3711
des	bv_doc_id__1_d1e3713
jeweils	bv_doc_id__1_d1e3715
zum	bv_doc_id__1_d1e3718
Vorsitz	bv_doc_id__1_d1e3720
berufenen	bv_doc_id__1_d1e3722
Landes	bv_doc_id__1_d1e3724
<g/>
.	
Der	bv_doc_id__1_d1e3731
Bundesrat	bv_doc_id__1_d1e3733
wird	bv_doc_id__1_d1e3735
durch	bv_doc_id__1_d1e3737
seinen	bv_doc_id__1_d1e3739
Vorsitzenden	bv_doc_id__1_d1e3742
nach	bv_doc_id__1_d1e3744
außen	bv_doc_id__1_d1e3746
vertreten	bv_doc_id__1_d1e3748
<g/>
.	
Alle	bv_doc_id__1_d1e3752
Ausfertigungen	bv_doc_id__1_d1e3755
des	bv_doc_id__1_d1e3757
Bundesrates	bv_doc_id__1_d1e3759
müssen	bv_doc_id__1_d1e3761
die	bv_doc_id__1_d1e3763
Unterschrift	bv_doc_id__1_d1e3765
seines	bv_doc_id__1_d1e3768
Vorsitzenden	bv_doc_id__1_d1e3770
tragen	bv_doc_id__1_d1e3772
<g/>
.	
Der	bv_doc_id__1_d1e3779
Bundesrat	bv_doc_id__1_d1e3781
gibt	bv_doc_id__1_d1e3783
sich	bv_doc_id__1_d1e3785
seine	bv_doc_id__1_d1e3787
Geschäftsordnung	bv_doc_id__1_d1e3790
durch	bv_doc_id__1_d1e3792
einfachen	bv_doc_id__1_d1e3794
Beschluß	bv_doc_id__1_d1e3796
<g/>
.	
Art.	bv_doc_id__1_d1e3806
XXVIII	bv_doc_id__1_d1e3808
<g/>
.	
Der	bv_doc_id__1_d1e3815
Bundesrat	bv_doc_id__1_d1e3817
wird	bv_doc_id__1_d1e3819
vom	bv_doc_id__1_d1e3821
Bundespräsidenten	bv_doc_id__1_d1e3823
alljährlich	bv_doc_id__1_d1e3826
nach	bv_doc_id__1_d1e3828
Wien	bv_doc_id__1_d1e3830
einberufen	bv_doc_id__1_d1e3832
<g/>
.	
Er	bv_doc_id__1_d1e3839
faßt	bv_doc_id__1_d1e3841
seine	bv_doc_id__1_d1e3843
Beschlüsse	bv_doc_id__1_d1e3845
mit	bv_doc_id__1_d1e3847
einfacher	bv_doc_id__1_d1e3850
Stimmenmehrheit	bv_doc_id__1_d1e3852
der	bv_doc_id__1_d1e3854
Anwesenden	bv_doc_id__1_d1e3856
<g/>
.	
Die	bv_doc_id__1_d1e3863
Sitzungen	bv_doc_id__1_d1e3865
des	bv_doc_id__1_d1e3867
Bundesrates	bv_doc_id__1_d1e3869
sind	bv_doc_id__1_d1e3871
nicht	bv_doc_id__1_d1e3874
öffentlich	bv_doc_id__1_d1e3876
<g/>
.	
Art.	bv_doc_id__1_d1e3887
XXIX	bv_doc_id__1_d1e3889
<g/>
.	
Die	bv_doc_id__1_d1e3896
Mitglieder	bv_doc_id__1_d1e3898
des	bv_doc_id__1_d1e3900
Bundesrates	bv_doc_id__1_d1e3902
bleiben	bv_doc_id__1_d1e3904
bis	bv_doc_id__1_d1e3907
zum	bv_doc_id__1_d1e3909
Beginn	bv_doc_id__1_d1e3911
der	bv_doc_id__1_d1e3913
neuen	bv_doc_id__1_d1e3915
Session	bv_doc_id__1_d1e3917
der	bv_doc_id__1_d1e3920
Bundesversammlung	bv_doc_id__1_d1e3922
<g/>
,	
darüber	bv_doc_id__1_d1e3926
hinaus	bv_doc_id__1_d1e3928
aber	bv_doc_id__1_d1e3930
nur	bv_doc_id__1_d1e3933
solange	bv_doc_id__1_d1e3935
in	bv_doc_id__1_d1e3937
Funktion	bv_doc_id__1_d1e3939
<g/>
,	
bis	bv_doc_id__1_d1e3943
die	bv_doc_id__1_d1e3946
Landesversammlungen	bv_doc_id__1_d1e3948
ihre	bv_doc_id__1_d1e3950
Vertreter	bv_doc_id__1_d1e3952
für	bv_doc_id__1_d1e3954
die	bv_doc_id__1_d1e3956
neue	bv_doc_id__1_d1e3959
Session	bv_doc_id__1_d1e3961
der	bv_doc_id__1_d1e3963
Bundesversammlung	bv_doc_id__1_d1e3965
gewählt	bv_doc_id__1_d1e3967
haben	bv_doc_id__1_d1e3969
<g/>
.	
Wird	bv_doc_id__1_d1e3977
eine	bv_doc_id__1_d1e3979
Landesversammlung	bv_doc_id__1_d1e3981
aufgelöst	bv_doc_id__1_d1e3983
<g/>
,	
bleiben	bv_doc_id__1_d1e3988
die	bv_doc_id__1_d1e3990
von	bv_doc_id__1_d1e3992
ihr	bv_doc_id__1_d1e3994
delegierten	bv_doc_id__1_d1e3996
Mitglieder	bv_doc_id__1_d1e3998
des	bv_doc_id__1_d1e4001
Bundesrates	bv_doc_id__1_d1e4003
solange	bv_doc_id__1_d1e4005
in	bv_doc_id__1_d1e4007
Funktion	bv_doc_id__1_d1e4009
bis	bv_doc_id__1_d1e4011
die	bv_doc_id__1_d1e4014
neue	bv_doc_id__1_d1e4016
Landesversammlung	bv_doc_id__1_d1e4018
die	bv_doc_id__1_d1e4020
Wahl	bv_doc_id__1_d1e4022
in	bv_doc_id__1_d1e4024
den	bv_doc_id__1_d1e4027
Bundesrat	bv_doc_id__1_d1e4029
vorgenommen	bv_doc_id__1_d1e4031
hat	bv_doc_id__1_d1e4033
<g/>
.	
Art.	bv_doc_id__1_d1e4043
XXX	bv_doc_id__1_d1e4045
<g/>
.	
Jeder	bv_doc_id__1_d1e4052
Gesetzesbeschluß	bv_doc_id__1_d1e4054
sowie	bv_doc_id__1_d1e4056
jeder	bv_doc_id__1_d1e4058
andere	bv_doc_id__1_d1e4060
Beschluß	bv_doc_id__1_d1e4063
der	bv_doc_id__1_d1e4065
Bundesversammlung	bv_doc_id__1_d1e4067
<g/>
,	
der	bv_doc_id__1_d1e4073
einer	bv_doc_id__1_d1e4076
Genehmigung	bv_doc_id__1_d1e4078
durch	bv_doc_id__1_d1e4080
den	bv_doc_id__1_d1e4082
Bundesrat	bv_doc_id__1_d1e4084
bedarf	bv_doc_id__1_d1e4086
<g/>
,	
ist	bv_doc_id__1_d1e4091
unverzüglich	bv_doc_id__1_d1e4093
durch	bv_doc_id__1_d1e4095
